idiom,meaning,instance,label,maxVote,gold_0,gold_1,AssignmentId,WorkerId,TimeMe
stack the deck,to be against someone or something,they stacked the deck in their favor by hiring the best lawyers,figurative,figurative,figurative,figurative,"['37FMASSAYS7SGOXGCLU7BIZH9FQBIW', '35BLDD71IMDTKSKWH69TCPWE8K8VZJ']","['A290OV59Q76QC8', 'A2LMQ4497NMK3S']","[47.212, 156.678]"
stand out,extend beyond or above a surface,her unique fashion sense made her stand out in the crowd,figurative,figurative,figurative,figurative,"['3QBD8R3Z2HZIRBNAV1XPN1PXBW8O4Y', '3GS6S824S6DCIS6I4S3V348J5F2NW4']","['A38DXFI1TZA295', 'AX8NXTT8QMGHC']","[36.569, 63.393]"
step on his toes,to annoy or irritate someone by intervening in a situation that is their responsibility,"while dancing, she accidentally stepped on his toes",literal,literal,literal,literal,"['3G0WWMR1UB07YVAWSJ4PBFQXHELNQ0', '3PQMUDRV77M23WBMIVMOX53U45AIIC']","['A290OV59Q76QC8', 'A2TBXASXZIRNNW']","[40.257, 25.233]"
stick in his throat,difficulty of accepting and makes you angry or resentful,the fish bone stuck in his throat while he was eating dinner,literal,literal,literal,literal,"['3L2IS5HSFQYZQOHD9SOULGNMKZRNU5', '3OB0CAO74X5OX1F7GVQ6JHW3UBTYH5']","['A2LMQ4497NMK3S', 'A38DXFI1TZA295']","[148.242, 32.95]"
stiff upper lip,to be brave in the face of adversity,"despite the bad news, he maintained a stiff upper lip and carried on",figurative,figurative,figurative,figurative,"['3P529IW9KE1KJ6H22QDGMOIU5HCLF2', '374TNBHA8RB1AUEAZLD0SVO4LYPYQ1']","['A290OV59Q76QC8', 'A2LMQ4497NMK3S']","[38.987, 145.493]"
stir up a hornet's nest,to create trouble,"by questioning the company's policies, he stirred up a hornet's nest among the employees",figurative,figurative,figurative,figurative,"['33JKGHPFYSAGDGC40QX8U66S7DONMD', '3RGU30DZTQOKUQLJLS5G1ZPBYTJJM5']","['A1HKYY6XI2OHO1', 'A2TBXASXZIRNNW']","[127.957, 21.989]"
stir up a hornet's nest,to create trouble,"while clearing the garden, she accidentally stirred up a hornet's nest and got stung",literal,literal,literal,literal,"['3HL8HNGX4LHPI4GTDTAQHFRZ5NW9FU', '39PAAFCOD2GXYGBXBEKBQ1VXNOMVT3']","['A2A6FH0F7LD9ND', 'AX8NXTT8QMGHC']","[62.328, 68.86]"
straight shooter,someone who speaks the truth,"the archer was a straight shooter, hitting the bullseye every time",literal,literal,literal,literal,"['39N5ACM9HU319H5NRW6VT9537TJ9PX', '3OSWBBLG1UDILGKVP3LE9IAW0D6DX5']","['A1HKYY6XI2OHO1', 'A2LMQ4497NMK3S']","[124.563, 149.144]"
suited and booted,formally dressed; well dressed,"he was suited and booted for the event, ready to impress everyone with his confidence",figurative,tie,literal,figurative,"['3WYP994K1N780CVQKCZ2MQ7DLXE6YD', '33C7UALJV1EYEK3B12PRSHSUK7V18W']","['A2A6FH0F7LD9ND', 'AX8NXTT8QMGHC']","[81.097, 55.715]"
take a back seat,take a less important position.,"he took a back seat to her in the car, giving her the front passenger seat",literal,literal,literal,literal,"['33LK57MYL9LDS03SNB4O12C79GESZB', '3YWRV122C8FENHU93QZB3JXRV4S8U2']","['A290OV59Q76QC8', 'A2TBXASXZIRNNW']","[61.004, 23.054]"
take a back seat,take a less important position.,"he took a back seat to her in the project, letting her lead the team",figurative,figurative,figurative,figurative,"['3DY4FPOOAH4KI1Y57PFGQMUFZ3PRVM', '3XC1O3LBO82U2BZ3XAI53SXVWQKTLI']","['A2LMQ4497NMK3S', 'A38DXFI1TZA295']","[148.92, 38.074]"
take a beating,to be defeated in doing something and be reprimanded for the same,the company's stock prices took a beating after the negative news,figurative,figurative,figurative,figurative,"['3EICBYG64KC7L49S83B2Y3KZ4FFJCN', '3E337GFOLPOGL6GIPNZDH1MVBRCGNY']","['A38DXFI1TZA295', 'APRZ7BR8C0ZMQ']","[30.161, 31.016]"
take a hike,go away,"on a sunny day, they decided to take a hike in the nearby forest",literal,literal,literal,literal,"['3GU1KF0O4YHKXAKKPGKRKF0TVTLPBM', '3UWN2HHPUELJBBP9KNTU6F5YZ26NSP']","['A2A6FH0F7LD9ND', 'A38DXFI1TZA295']","[71.529, 40.34]"
take the biscuit,be the most remarkable or foolish of its kind,the dog jumped up on the table and that really takes the biscuit from the plate,literal,tie,ambiguous,literal,"['33JKGHPFYSAGDGC40QX8U66S7DONMD', '3RGU30DZTQOKUQLJLS5G1ZPBYTJJM5']","['A1HKYY6XI2OHO1', 'A2TBXASXZIRNNW']","[127.957, 21.989]"
take the edge off,blunt the effect of,a good laugh took the edge off the situation after a tense meeting,figurative,figurative,figurative,figurative,"['339ANSOTRLIT9R1AIY70ALI7W9ZIKN', '3IGI0VL64N04DJXGD6CLMAVX2D3ONT']","['APRZ7BR8C0ZMQ', 'AX8NXTT8QMGHC']","[26.273, 37.648]"
take turns,to alternate doing something,the drivers took turns at the game by following the traffic rules,literal,figurative,figurative,figurative,"['3LQ8PUHQF1827102CD43XT2F4SVIHJ', '3TR2532VI5AI5N0RYCYZC3SP8T56JJ']","['A290OV59Q76QC8', 'APRZ7BR8C0ZMQ']","[58.914, 61.83]"
take up the cudgels,argue strongly in support or against somebody or something,he took up the cudgels for her when she was unfairly criticized,figurative,figurative,figurative,figurative,"['34X6J5FLP9EBF5JBDLCXI89G8UGJQS', '3TYCR1GOTSZQON82327NPGYCHM6ZL4']","['A1LI3JQS2VBOXC', 'A38DXFI1TZA295']","[43.09, 40.343]"
take with a grain of salt,to understand that something is not completely true or right,"to balance the flavor, she decided to take it with a grain of salt and sprinkled it on her dish",literal,literal,literal,literal,"['3JBT3HLQFOIGF8N0VU0U6X7WMW7PZS', '3X3OR7WPZFGB4R7FUC7ACW18IDZL8L']","['A1HKYY6XI2OHO1', 'A290OV59Q76QC8']","[115.322, 54.151]"
take with a grain of salt,to understand that something is not completely true or right,"when listening to his stories, it's best to take it with a grain of salt",figurative,figurative,figurative,figurative,"['37U1UTWH9B2M7P2SZW46Y8A7O5OR8H', '3570Y55XZ5ZAX5KWWP8OYHK2FBGYG6']","['A38DXFI1TZA295', 'APRZ7BR8C0ZMQ']","[62.585, 41.782]"
taking your medicine,to accept the consequences of something you have done wrong,don't forget to follow the doctor's instructions when taking your medicine,literal,literal,literal,literal,"['3L2IS5HSFQYZQOHD9SOULGNMKZRNU5', '3OB0CAO74X5OX1F7GVQ6JHW3UBTYH5']","['A2LMQ4497NMK3S', 'A38DXFI1TZA295']","[148.242, 32.95]"
taking your medicine,to accept the consequences of something you have done wrong,facing the consequences of your actions is like taking your medicine,figurative,figurative,figurative,figurative,"['3QBD8R3Z2HZIRBNAV1XPN1PXBW8O4Y', '3GS6S824S6DCIS6I4S3V348J5F2NW4']","['A38DXFI1TZA295', 'AX8NXTT8QMGHC']","[36.569, 63.393]"
tar with the same brush,to think that somebody has the same bad qualities as others in a similar surrounding,it's unfair to judge all politicians by tarring them with the same brush,figurative,figurative,figurative,figurative,"['33JKGHPFYSAGDGC40QX8U66S7DONMD', '3RGU30DZTQOKUQLJLS5G1ZPBYTJJM5']","['A1HKYY6XI2OHO1', 'A2TBXASXZIRNNW']","[127.957, 21.989]"
tasted blood,"to experience something thrilling and exciting, and want to experience it again.","after biting his lip accidentally, he tasted blood in the competition",literal,tie,literal,discard,"['3OONKJ5DKSZ2CA8JAG7CVFV3LOPOB4', '3ZSY5X72NDRPSHP86DT2VU073ASROK']","['A2TBXASXZIRNNW', 'AX8NXTT8QMGHC']","[25.904, 45.545]"
the bottom line,"in the final analysis, the most important fact in a situation.","despite all the arguments, the bottom line of the situation is that we need to make a decision",figurative,figurative,figurative,figurative,"['37XITHEISCPOJSS5G8KB0U6QEW9RCN', '3A0EX8ZRNO4E6OCLG3GAX6T5ZYOYBP']","['A2A6FH0F7LD9ND', 'APRZ7BR8C0ZMQ']","[68.292, 29.391]"
the last straw,to be the last in a sequence of unpleasant things,"after using all the other straws, that was the last straw in the box",literal,literal,literal,literal,"['3RYC5T2D7J97DH19LD6HKU5XDFOPRZ', '36DSNE9QZLE8UT6VY8KTT3EGTTYJOK']","['A2A6FH0F7LD9ND', 'A2LMQ4497NMK3S']","[77.538, 158.473]"
the last straw,to be the last in a sequence of unpleasant things,"when he insulted her cooking, that was the last straw and she decided to leave",figurative,figurative,figurative,figurative,"['3QEMNNSB2DFO61E47QHGFJX8YKRD7A', '3IAEQB9FMU03WGF5FYPS7ZWPRB0DWC']","['A290OV59Q76QC8', 'APGX2WZ59OWDN']","[45.757, 99.104]"
the lion's den,a place which is uncomfortable,"as a zookeeper, she entered the lion's den to feed the animals",literal,literal,literal,literal,"['31HQ4X3T38QTNBMO8ADFTN19U76LSL', '3L6L49WXWGDWJ1HSQM1QEVP6U1445A']","['APRZ7BR8C0ZMQ', 'AX8NXTT8QMGHC']","[41.727, 47.025]"
the lion's den,a place which is uncomfortable,"by confronting the angry mob, he entered the lion's den and risked his safety",figurative,figurative,figurative,figurative,"['3DPNQGW4L1VS25H6V5BV6136QWF46Q', '3HVVDCPGTU8E2A62GP7VX0ZR55OYTF']","['A2A6FH0F7LD9ND', 'A38DXFI1TZA295']","[104.797, 31.551]"
the other side of the coin,"the opposite aspect, contrasting arguments.","when flipping a quarter, you should consider the other side of the coin as well, since it has a 50% chance of landing",literal,literal,literal,literal,"['31HQ4X3T38QTNBMO8ADFTN19U76LSL', '3L6L49WXWGDWJ1HSQM1QEVP6U1445A']","['APRZ7BR8C0ZMQ', 'AX8NXTT8QMGHC']","[41.727, 47.025]"
the sun rises and sets on them,to believe that someone is the most wonderful and important person in the world; to love and adore someone more than anyone else,"living on a remote island, the sun rises and sets on them every day",literal,literal,literal,literal,"['37Z929RLGPOH6OUTHJF6FEBQOKSSTV', '3SB5N7Y3OJKD0AOBOHXF6PQI3Y1G0N']","['A1HKYY6XI2OHO1', 'A290OV59Q76QC8']","[110.352, 45.737]"
throw in the towel,to quit,"while cleaning the gym, he had to throw in the towel on this project to move on to the next task",literal,tie,literal,figurative,"['358010RM5U94FXKHGOL8F4G30KAVXM', '34PGFRQON4RGZ2FXPUB3AXR2WVXWJ9']","['A2TBXASXZIRNNW', 'APRZ7BR8C0ZMQ']","[40.505, 91.223]"
throw it over the wall,"to deal with part of a problem or project, then pass the responsibility to another person or department without any communication or coordination","after finishing the design, the team decided to throw it over the wall to the developers",figurative,figurative,figurative,figurative,"['3JCG6DTRVJ6S1SNO8BW6F9L2MP8QQQ', '3ERMJ6L4DE8RAVKHKJGJY9K27YJM71']","['A2LMQ4497NMK3S', 'APRZ7BR8C0ZMQ']","[171.447, 112.306]"
throw the baby out with the bathwater,to remove something good in the bid of getting rid of something bad,"in their haste to modernize the company, they decided to throw the baby out with the bathwater and discard valuable traditions",figurative,figurative,figurative,figurative,"['3634BBTX04AIT59WHNG3U8Q2ODIIFL', '3M81GAB8AGZ5XMLZPTZGKKQ30P7BQZ']","['A290OV59Q76QC8', 'APRZ7BR8C0ZMQ']","[43.798, 37.218]"
throw the baby out with the bathwater,to remove something good in the bid of getting rid of something bad,it would be absurd to accidentally throw the baby out with the bathwater while emptying the tub,literal,literal,literal,literal,"['3KYQYYSHYBNVR763OCYIQ5J3O91DO0', '386PBUZZXVD0O83YLG411MAMYOTJL3']","['APGX2WZ59OWDN', 'APRZ7BR8C0ZMQ']","[80.226, 76.096]"
tie the knot,to get married,the two sailors tied the knot together to secure the rope,literal,literal,literal,literal,"['3DPNQGW4L1VS25H6V5BV6136QWF46Q', '3HVVDCPGTU8E2A62GP7VX0ZR55OYTF']","['A2A6FH0F7LD9ND', 'A38DXFI1TZA295']","[104.797, 31.551]"
tight spot,to be in a very difficult situation,the spelunkers found themselves in a tight spot while navigating the narrow cave,literal,literal,literal,literal,"['37QW5D2ZRW2Y8425EL4BOIF3A77S86', '3U0SRXB7CTL7AWPW5YTPG502D0NRN5']","['A2TBXASXZIRNNW', 'APRZ7BR8C0ZMQ']","[35.272, 39.669]"
tight spot,to be in a very difficult situation,they found themselves in a tight spot when they had to choose between two important events,figurative,figurative,figurative,figurative,"['340UGXU9DEHCYTQMBJALVXHZ62TUVT', '317HQ483IN8UHXMDFBZG2DZBQ44INS']","['A1HKYY6XI2OHO1', 'AX8NXTT8QMGHC']","[117.364, 55.228]"
tip of the iceberg,to only know a very small part of the problem,"as we approached the glacier, we saw just the tip of the iceberg above the water",literal,literal,literal,literal,"['386CSBG1OF2ZRA44T2I8944BMOWQ6T', '3L4PIM1GQ9W1MVTAC020XLY9HKRYR2']","['A290OV59Q76QC8', 'APRZ7BR8C0ZMQ']","[40.452, 44.53]"
to see the back of,to be glad that you no longer have to deal with someone,she was relieved to see the back of the problem after finding a solution,figurative,figurative,figurative,figurative,"['3KB8R4ZV1UNEKXRLMXU4Q6M1U2YGB9', '3R2PKQ87NCOOZF1D3AKGPYABLEUIMS']","['A38DXFI1TZA295', 'AX8NXTT8QMGHC']","[31.604, 75.791]"
toot one's own horn,speak boastfully about oneself,"during the parade, he was tooting his own horn as part of the marching band",literal,literal,literal,literal,"['3JCG6DTRVJ6S1SNO8BW6F9L2MP8QQQ', '3ERMJ6L4DE8RAVKHKJGJY9K27YJM71']","['A2LMQ4497NMK3S', 'APRZ7BR8C0ZMQ']","[171.447, 112.306]"
toot one's own horn,speak boastfully about oneself,he was always tooting his own horn about his accomplishments,figurative,figurative,figurative,figurative,"['39N5ACM9HU319H5NRW6VT9537TJ9PX', '3OSWBBLG1UDILGKVP3LE9IAW0D6DX5']","['A1HKYY6XI2OHO1', 'A2LMQ4497NMK3S']","[124.563, 149.144]"
turn back on,choose not to speak to,she turned back on the situation to avoid witnessing the accident,literal,literal,literal,literal,"['3X0H8UUITH49Y5YNCOKH2YIPSEASWL', '3QILPRALQLB1SRA06PNPPO5XN8Z8NA']","['A2LMQ4497NMK3S', 'A2TBXASXZIRNNW']","[87.361, 37.845]"
twist arm,to make someone do what you want by making it difficult for them to refuse,"during the wrestling match, he accidentally twisted his arm and felt pain",literal,literal,literal,literal,"['3X0H8UUITH49Y5YNCOKH2YIPSEASWL', '3QILPRALQLB1SRA06PNPPO5XN8Z8NA']","['A2LMQ4497NMK3S', 'A2TBXASXZIRNNW']","[87.361, 37.845]"
two peas in a pod,practically identical in appearance,"they were like two peas in a pod, always doing everything together",figurative,figurative,figurative,figurative,"['3H7XDTSHKS7680PWHOQ0DKZM43GGWP', '3NS0A6KXCKOA2VU1SBA7COT4L5KGZF']","['A38DXFI1TZA295', 'AX8NXTT8QMGHC']","[31.784, 31.389]"
ugly duckling,a young person who turns out to be beautiful or talented against all expectations.,her transformation from a shy girl to a confident woman was an ugly duckling story,figurative,figurative,figurative,figurative,"['34X6J5FLP9EBF5JBDLCXI89G8UGJQS', '3TYCR1GOTSZQON82327NPGYCHM6ZL4']","['A1LI3JQS2VBOXC', 'A38DXFI1TZA295']","[43.09, 40.343]"
uncharted waters,"when you are in a situation that is unfamiliar to you, that you have no experience of and don't know what might happen",starting a new business was like venturing into uncharted waters for her,figurative,figurative,figurative,figurative,"['3QAVNHZ3E2KPNF0URARO8N7381ZLAP', '3C6FJU71T69T2NLRGUX52WLTOJVYU6']","['A1HKYY6XI2OHO1', 'AX8NXTT8QMGHC']","[96.746, 106.758]"
uncharted waters,"when you are in a situation that is unfamiliar to you, that you have no experience of and don't know what might happen",the explorers were venturing into uncharted waters as they sailed to the unknown island,literal,literal,literal,literal,"['3DY4FPOOAH4KI1Y57PFGQMUFZ3PRVM', '3XC1O3LBO82U2BZ3XAI53SXVWQKTLI']","['A2LMQ4497NMK3S', 'A38DXFI1TZA295']","[148.92, 38.074]"
under the radar,"going unnoticed, avoiding unnecessary attention",the technician was working under the radar equipment to fix a malfunction,literal,literal,literal,literal,"['3S0TNUHWK9YS6FJNHV9MTJT394X8DS', '3L70J4KAZW26P3C2ETT0PAZYZSXDA1']","['A290OV59Q76QC8', 'A38DXFI1TZA295']","[52.825, 52.609]"
up a creek without a paddle,being in trouble.,"when our car broke down in the middle of nowhere, we found ourselves up a creek without a paddle",figurative,figurative,figurative,figurative,"['3DPNQGW4L1VS25H6V5BV6136QWF46Q', '3HVVDCPGTU8E2A62GP7VX0ZR55OYTF']","['A2A6FH0F7LD9ND', 'A38DXFI1TZA295']","[104.797, 31.551]"
up a creek without a paddle,being in trouble.,"while canoeing, we accidentally dropped our paddles and found ourselves up a creek without a paddle",literal,literal,literal,literal,"['3OE22WJIGY4KTLU5PKGBPAIRPAEQUV', '3VJ40NV2QY328W20A2YXV91PRVPTOZ']","['A2LMQ4497NMK3S', 'A2TBXASXZIRNNW']","[155.034, 61.639]"
up a river without a paddle,"when you are in an unfortunate situation, unprepared and with none of the resources to remedy the matter","when the car broke down in the middle of nowhere, we found ourselves up a river without a paddle",figurative,figurative,figurative,figurative,"['33M4IA01QWHCMQ3074GYE7R0FEXRXP', '39OWYR0EP074J5O1L526GWKQEWGYF7']","['A2A6FH0F7LD9ND', 'APRZ7BR8C0ZMQ']","[50.764, 44.89]"
up in the air,"unresolved, undecided","the balloons carrying our plans are up in the air, floating away from us",literal,literal,literal,literal,"['34X6J5FLP9EBF5JBDLCXI89G8UGJQS', '3TYCR1GOTSZQON82327NPGYCHM6ZL4']","['A1LI3JQS2VBOXC', 'A38DXFI1TZA295']","[43.09, 40.343]"
up to the mark,to be good enough,"his performance was not quite up to the mark, so he didn't get the promotion",figurative,figurative,figurative,figurative,"['3AMW0RGHOTIMYJ9HS6P0BA0NCIZNP9', '3NQL1CS157OTF2ARLK7AYINC2Q4VYS']","['A2LMQ4497NMK3S', 'A38DXFI1TZA295']","[48.634, 32.856]"
ups and downs,good times and bad times,"on the roller coaster, we experienced ups and downs as it twisted and turned",literal,literal,literal,literal,"['3IGI0VL64N04DJXGD6CLMAVX2D3NOS', '3AAJC4I4FW8KTXK20HVA91LKDX1ZJ2']","['A290OV59Q76QC8', 'A2LMQ4497NMK3S']","[39.011, 152.639]"
ups and downs,good times and bad times,"throughout their marriage, they experienced ups and downs but remained committed",figurative,figurative,figurative,figurative,"['33JKGHPFYSAGDGC40QX8U66S7DONMD', '3RGU30DZTQOKUQLJLS5G1ZPBYTJJM5']","['A1HKYY6XI2OHO1', 'A2TBXASXZIRNNW']","[127.957, 21.989]"
use your loaf,To tell someone to use their brain more in analysing what they are doing.,they used their loaf of bread to make sandwiches for lunch,literal,literal,literal,literal,"['3GS6S824S6DCIS6I4S3V348J5F2WND', '3DEL4X4ELM1LJRFMLZ8SM3KXI1CYXY']","['A2A6FH0F7LD9ND', 'AX8NXTT8QMGHC']","[122.602, 30.971]"
velvet glove,"a person who appears gentle, but is determined and inflexible underneath","at the costume party, she was wearing a velvet glove as part of her elegant outfit",literal,literal,literal,literal,"['3FPRZHYEPENSZZD3WZEK8ORZTPA3VV', '3VAR3R6G15HJACAC74N24D52DI48OP']","['A2A6FH0F7LD9ND', 'AX8NXTT8QMGHC']","[98.008, 40.558]"
voice in the wilderness,"someone who expresses an opinion that no one believes or listens to, especially if proved right later","while hiking alone, she suddenly heard a voice in the wilderness and got scared",literal,literal,literal,literal,"['386CSBG1OF2ZRA44T2I8944BMOWQ6T', '3L4PIM1GQ9W1MVTAC020XLY9HKRYR2']","['A290OV59Q76QC8', 'APRZ7BR8C0ZMQ']","[40.452, 44.53]"
vultures are circling,when something is in danger and its enemies are getting ready for the kill,"while observing the desert landscape, we noticed the vultures are circling above a carcass",literal,literal,literal,literal,"['33UKMF931P0ILO786JKWPJ7CQ36TTL', '3FIUS151DBIABEZW2JMIRHDYAFQGGQ']","['A2LMQ4497NMK3S', 'A2TBXASXZIRNNW']","[148.821, 24.456]"
walk out on,end a relationship with someone suddenly,"disappointed by the lack of support, she walked out on the presentation and left the room",figurative,literal,literal,literal,"['39N5ACM9HU319H5NRW6VT9537TJ9PX', '3OSWBBLG1UDILGKVP3LE9IAW0D6DX5']","['A1HKYY6XI2OHO1', 'A2LMQ4497NMK3S']","[124.563, 149.144]"
walk out on,end a relationship with someone suddenly,"during a sudden power outage, everyone walked out on the presentation to find a safer location",literal,literal,literal,literal,"['3X3OR7WPZFGB4R7FUC7ACW18IDZ8L8', '3137ONMDKWLCR035WOWURESMXZBGE9']","['A290OV59Q76QC8', 'AX8NXTT8QMGHC']","[64.597, 34.92]"
watchdog,"one who protects against loss, corruption, waste, or objectionable practices.",they hired a watchdog to guard their property at night,literal,literal,literal,literal,"['3EICBYG64KC7L49S83B2Y3KZ4FFJCN', '3E337GFOLPOGL6GIPNZDH1MVBRCGNY']","['A38DXFI1TZA295', 'APRZ7BR8C0ZMQ']","[30.161, 31.016]"
water under the bridge,past events that are not important anymore,"the river flowed swiftly, and they watched as debris let it be water under the bridge",literal,tie,literal,discard,"['39OWYR0EP074J5O1L526GWKQEWGFYO', '34BBWHLWHQRK4RVR7CQ3YWC2JG8WIX']","['A1HKYY6XI2OHO1', 'A38DXFI1TZA295']","[125.195, 42.063]"
weather the storm,handle a difficult period of time successfully,"despite the challenges, our team weathered the storm together and succeeded",figurative,figurative,figurative,figurative,"['3WYP994K1N780CVQKCZ2MQ7DLXE6YD', '33C7UALJV1EYEK3B12PRSHSUK7V18W']","['A2A6FH0F7LD9ND', 'AX8NXTT8QMGHC']","[81.097, 55.715]"
wet the baby's head,to have drink to celebrate the birth of a baby,"during the baptism ceremony, the priest gently wet the baby's head with holy water",literal,literal,literal,literal,"['3TEM0PF1QLDAOQEKMRW704NLQ6LD0A', '3Q5C1WP232HFR2K934IOGXI3IHU15U']","['A1HKYY6XI2OHO1', 'A2A6FH0F7LD9ND']","[98.12, 35.374]"
where the rubber meets the road,when you have to face your challenges,the intersection is where the rubber meets the road as cars pass by,literal,literal,literal,literal,"['3Y5140Z9DDWUKIYQVQC86246QJ5PIV', '3K2755HG58J1LUTAP9FS3BAPW8ADFE']","['A2A6FH0F7LD9ND', 'A2TBXASXZIRNNW']","[56.018, 35.237]"
where the rubber meets the road,when you have to face your challenges,the new employee will face a real challenge where the rubber meets the road in the upcoming project,figurative,figurative,figurative,figurative,"['3IGI0VL64N04DJXGD6CLMAVX2D3NOS', '3AAJC4I4FW8KTXK20HVA91LKDX1ZJ2']","['A290OV59Q76QC8', 'A2LMQ4497NMK3S']","[39.011, 152.639]"
whistle in the dark,to try to hide your fear in a scary or dangerous situation,he was whistling in the dark when he tried to reassure us about the uncertain future,figurative,figurative,figurative,figurative,"['3634BBTX04AIT59WHNG3U8Q2ODIIFL', '3M81GAB8AGZ5XMLZPTZGKKQ30P7BQZ']","['A290OV59Q76QC8', 'APRZ7BR8C0ZMQ']","[43.798, 37.218]"
white paper,official report or guide,she read the white paper to check for any ink smudges,literal,literal,literal,literal,"['3JMSRU9HQYAV9XT0LJVGRFVWKEZVED', '3HOSI13XHF44NAFEY3K2FB74KVUDD3']","['A2LMQ4497NMK3S', 'APRZ7BR8C0ZMQ']","[146.977, 37.327]"
will never fly,there's no chance that something will work; to be unsuccessful,"the broken-winged bird was injured, and sadly, that idea will never fly again",literal,literal,literal,literal,"['3LO69W1SUJTQX6DXDAJY49I66WCLG1', '3OVHNO1VEMH7QBKAQL9Z63Q78D4DZ2']","['A2LMQ4497NMK3S', 'APRZ7BR8C0ZMQ']","[117.981, 58.027]"
wouldn't be caught dead,dislike something very much,she's so fashion-conscious that she wouldn't be caught dead in that outfit,figurative,figurative,figurative,figurative,"['3H7XDTSHKS7680PWHOQ0DKZM43GGWP', '3NS0A6KXCKOA2VU1SBA7COT4L5KGZF']","['A38DXFI1TZA295', 'AX8NXTT8QMGHC']","[31.784, 31.389]"
wouldn't be seen dead,to be too ashamed or embarrassed of something,"as a vampire, he wouldn't be seen dead in that garlic-infused restaurant",literal,literal,literal,literal,"['3K4J6M3CXU991NMTGJU8VV2VCKDGAE', '32KTQ2V7RTVVOE8AZGE3C5B82O7M9D']","['A2TBXASXZIRNNW', 'APRZ7BR8C0ZMQ']","[81.468, 48.236]"
written all over face,when someone's feelings or thoughts are very clear,her excitement was written all over her face when she received the good news,figurative,figurative,figurative,figurative,"['3FQ5JJ51214LNSC1FEKSFTEOI8TNK8', '3L4PIM1GQ9W1MVTAC020XLY9HKRRYV']","['A290OV59Q76QC8', 'A2A6FH0F7LD9ND']","[61.926, 75.256]"
yellow streak,people who  have an inclination towards being fainthearted.,he never stands up for himself and always has a yellow streak,figurative,figurative,figurative,figurative,"['3PPTZCWAL601FKOFV7FJ62X6RSTQZK', '36AHBNMV17S7LLA5UZ7GSWH52J0YDW']","['A38DXFI1TZA295', 'APRZ7BR8C0ZMQ']","[35.302, 46.585]"
yoke around one's neck,a fatiguing burden.,"during the historical reenactment, he wore a yoke around his neck to demonstrate ancient farming techniques",literal,literal,literal,literal,"['3LO69W1SUJTQX6DXDAJY49I66WCLG1', '3OVHNO1VEMH7QBKAQL9Z63Q78D4DZ2']","['A2LMQ4497NMK3S', 'APRZ7BR8C0ZMQ']","[117.981, 58.027]"
you bet,for sure,"he challenged me to a wager, so I said, 'you bet I'll be there'",literal,figurative,figurative,figurative,"['3JBT3HLQFOIGF8N0VU0U6X7WMW7PZS', '3X3OR7WPZFGB4R7FUC7ACW18IDZL8L']","['A1HKYY6XI2OHO1', 'A290OV59Q76QC8']","[115.322, 54.151]"
you reap what you sow,"if you do bad things to people, bad things will happen to you, or good things if you do good things","after planting the seeds, the farmer knew it was time to reap what you sow",literal,literal,literal,literal,"['3TPZPLC3MGSFUFG7AN5L2W2H7193PA', '38SKSKU7RHD4TXJS3YJ1PLVML94LIT']","['A38DXFI1TZA295', 'AX8NXTT8QMGHC']","[27.705, 109.552]"
you reap what you sow,"if you do bad things to people, bad things will happen to you, or good things if you do good things","if you treat people poorly, you'll reap what you sow when they don't help you in return",figurative,figurative,figurative,figurative,"['3A1COHJ8NZB9IVOP3RSCK4811WQ8H1', '358UUM7WRFJI7BX9PRC0K8ECDLIR7U']","['A290OV59Q76QC8', 'A2LMQ4497NMK3S']","[55.154, 144.789]"
zero hour,a time when a crucial decision or essential action must be taken,the team was ready at zero hour to launch the new product,figurative,figurative,figurative,figurative,"['33LK57MYL9LDS03SNB4O12C79GESZB', '3YWRV122C8FENHU93QZB3JXRV4S8U2']","['A290OV59Q76QC8', 'A2TBXASXZIRNNW']","[61.004, 23.054]"
zip it,to ask someone to shut up,"before leaving the house, she made sure to zip it up her jacket",literal,literal,literal,literal,"['37FMASSAYS7SGOXGCLU7BIZH9FQBIW', '35BLDD71IMDTKSKWH69TCPWE8K8VZJ']","['A290OV59Q76QC8', 'A2LMQ4497NMK3S']","[47.212, 156.678]"
