idiom,meaning,instance,label,assignment_0,assignment_1,assignment_2,gold_0,gold_1,gold_2,maxVote,review_noAgreement,review_maxVoteGptDiff
cut and thrust,"furious contest, discussion, etc.",The negotiations involved some cut and thrust with both parties giving and taking to come to an understanding,0,"{'WorkerId': 'A1HKYY6XI2OHO1', 'WorkTimeInSeconds': 28.357, 'AssignmentId': '3J2UYBXQQ1SB3HZ5C4OTUYDT1VK60B', 'HITId': '3LXX8KJXQBPG1XVSLUOFFP4NA5VO9R', 'HITTypeId': '31OVKNPS18SQ1D8CFELWYUFRPRPSWA', 'gold': 0, 'bad': False}","{'WorkerId': 'A1QUQ0TV9KVD4C', 'WorkTimeInSeconds': 49.405, 'AssignmentId': '3GM6G9ZBK3DE8THOXMJK35CKO6WTMK', 'HITId': '3LXX8KJXQBPG1XVSLUOFFP4NA5VO9R', 'HITTypeId': '31OVKNPS18SQ1D8CFELWYUFRPRPSWA', 'gold': 0, 'bad': False}","{'WorkerId': 'A2LMQ4497NMK3S', 'WorkTimeInSeconds': 141.919, 'AssignmentId': '3TEM0PF1QLDAOQEKMRW704NLIH70DX', 'HITId': '3LXX8KJXQBPG1XVSLUOFFP4NA5VO9R', 'HITTypeId': '31OVKNPS18SQ1D8CFELWYUFRPRPSWA', 'gold': 0, 'bad': False}",0,0,0,0,False,False
cut and thrust,"furious contest, discussion, etc.",The negotiations involved some cut and thrust with both sides wielding swords,1,"{'WorkerId': 'A1HKYY6XI2OHO1', 'WorkTimeInSeconds': 38.482, 'AssignmentId': '3I2PTA7R39A6QPPTV6C9JN9TFU1KQR', 'HITId': '38F60IALBVXEIVCNHFRLGO9H69IT06', 'HITTypeId': '31OVKNPS18SQ1D8CFELWYUFRPRPSWA', 'gold': 1, 'bad': False}","{'WorkerId': 'A2LMQ4497NMK3S', 'WorkTimeInSeconds': 157.816, 'AssignmentId': '3KGTPGBS6D1312SKN9QATSKO1FMU2L', 'HITId': '38F60IALBVXEIVCNHFRLGO9H69IT06', 'HITTypeId': '31OVKNPS18SQ1D8CFELWYUFRPRPSWA', 'gold': 1, 'bad': False}","{'WorkerId': 'AX8NXTT8QMGHC', 'WorkTimeInSeconds': 43.52, 'AssignmentId': '373ERPL3Y4O559UG2UF1P46UUTVRT6', 'HITId': '38F60IALBVXEIVCNHFRLGO9H69IT06', 'HITTypeId': '31OVKNPS18SQ1D8CFELWYUFRPRPSWA', 'gold': 0, 'bad': False}",1,1,0,1,False,False
cut and thrust,"furious contest, discussion, etc.",The negotiations involved some cut and thrust,2,"{'WorkerId': 'A1I7H6RDJS4EKN', 'WorkTimeInSeconds': 63.408, 'AssignmentId': '3U5NZHP4L7IUONN6P8UN6Q3RIHBPH1', 'HITId': '388FBO7J069DKD3OSRGIZHX9T4BNY0', 'HITTypeId': '31OVKNPS18SQ1D8CFELWYUFRPRPSWA', 'gold': 0, 'bad': False}","{'WorkerId': 'A2LMQ4497NMK3S', 'WorkTimeInSeconds': 146.963, 'AssignmentId': '3RGU30DZTQOKUQLJLS5G1ZPBQ44MJ7', 'HITId': '388FBO7J069DKD3OSRGIZHX9T4BNY0', 'HITTypeId': '31OVKNPS18SQ1D8CFELWYUFRPRPSWA', 'gold': 0, 'bad': False}","{'WorkerId': 'AURYD2FH3FUOQ', 'WorkTimeInSeconds': 24.666, 'AssignmentId': '3YDTZAI2WDWXVJG9PZZEB5CPAWJ14N', 'HITId': '388FBO7J069DKD3OSRGIZHX9T4BNY0', 'HITTypeId': '31OVKNPS18SQ1D8CFELWYUFRPRPSWA', 'gold': 0, 'bad': False}",0,0,0,0,False,True
cut both ways,"have two different effects at the same time, usually one good and one bad.","His decision cut both ways, as people were pleased and displeased by its results",0,"{'WorkerId': 'A1HKYY6XI2OHO1', 'WorkTimeInSeconds': 23.091, 'AssignmentId': '3IFS6Q0HJYZRXAEIN7G2179H473SI4', 'HITId': '341H3G5YGFUA47LMN7G32CAYR480ZV', 'HITTypeId': '31OVKNPS18SQ1D8CFELWYUFRPRPSWA', 'gold': 0, 'bad': False}","{'WorkerId': 'A2YO837C0O1E91', 'WorkTimeInSeconds': 22.08, 'AssignmentId': '3OUYGIZWRNEJDNHAR0N20Y4AVTH0P3', 'HITId': '341H3G5YGFUA47LMN7G32CAYR480ZV', 'HITTypeId': '31OVKNPS18SQ1D8CFELWYUFRPRPSWA', 'gold': 0, 'bad': False}","{'WorkerId': 'A38DXFI1TZA295', 'WorkTimeInSeconds': 29.609, 'AssignmentId': '3S0TNUHWK9YS6FJNHV9MTJT308PD8O', 'HITId': '341H3G5YGFUA47LMN7G32CAYR480ZV', 'HITTypeId': '31OVKNPS18SQ1D8CFELWYUFRPRPSWA', 'gold': 0, 'bad': False}",0,0,0,0,False,False
cut both ways,"have two different effects at the same time, usually one good and one bad.","His decision cut both ways, as it impacted people coming from different directions",1,"{'WorkerId': 'A1P3Z24Y6GRNVA', 'WorkTimeInSeconds': 42.724, 'AssignmentId': '3H8DHMCCWPRC1GLOQK6PJO2UWFHKDR', 'HITId': '36AZSFEY0JGUFAJMKQOP1NTLUYWBVR', 'HITTypeId': '3VU3J1KUFRFVJRVRP9M4MWPPXMFGTQ', 'gold': 2, 'bad': False}","{'WorkerId': 'A38DXFI1TZA295', 'WorkTimeInSeconds': 41.128, 'AssignmentId': '3DY4FPOOAH4KI1Y57PFGQMUFQ7GVRG', 'HITId': '3NFWQRSHWTU1AU570XBZKCHWMG3GFQ', 'HITTypeId': '31OVKNPS18SQ1D8CFELWYUFRPRPSWA', 'gold': 3, 'bad': False}","{'WorkerId': 'AKQAI78JTXXC9', 'WorkTimeInSeconds': 88.38, 'AssignmentId': '37FMASSAYS7SGOXGCLU7BIZH0JJBIO', 'HITId': '3NFWQRSHWTU1AU570XBZKCHWMG3GFQ', 'HITTypeId': '31OVKNPS18SQ1D8CFELWYUFRPRPSWA', 'gold': 0, 'bad': False}",2,3,0,0,True,True
cut both ways,"have two different effects at the same time, usually one good and one bad.",His decision cut both ways,2,"{'WorkerId': 'A1LI3JQS2VBOXC', 'WorkTimeInSeconds': 45, 'AssignmentId': '3JBT3HLQFOIGF8N0VU0U6X7WDVJZP3', 'HITId': '3Y3CZJSZAZ90XNLWAWS2X44QZVHR5V', 'HITTypeId': '3PCDMC3F6KHCLEW4V42C9VGU0ZX2XB', 'gold': 0, 'bad': False}","{'WorkerId': 'A1QUQ0TV9KVD4C', 'WorkTimeInSeconds': 169, 'AssignmentId': '3PPTZCWAL601FKOFV7FJ62X6IR4QZK', 'HITId': '3Y3CZJSZAZ90XNLWAWS2X44QZVHR5V', 'HITTypeId': '3PCDMC3F6KHCLEW4V42C9VGU0ZX2XB', 'gold': 0, 'bad': False}","{'WorkerId': 'A2TBXASXZIRNNW', 'WorkTimeInSeconds': 362, 'AssignmentId': '3TXD01ZLDKXD4G77RN9YM7HMKH7U4H', 'HITId': '3Y3CZJSZAZ90XNLWAWS2X44QZVHR5V', 'HITTypeId': '3PCDMC3F6KHCLEW4V42C9VGU0ZX2XB', 'gold': 2, 'bad': False}",0,0,2,0,False,True
cut coat according to cloth,"adapt to one's circumstances, make sure one's plans are appropriate to one's resources.",They cut their coat according to cloth as they knew their financial constraints,0,"{'WorkerId': 'A1QUQ0TV9KVD4C', 'WorkTimeInSeconds': 254, 'AssignmentId': '3ZAK8W07IKUW5SP68MMWA4R935T0U9', 'HITId': '3M0556244707KMMTN1OUAWQTNS6FNE', 'HITTypeId': '3PCDMC3F6KHCLEW4V42C9VGU0ZX2XB', 'gold': 0, 'bad': False}","{'WorkerId': 'A2TBXASXZIRNNW', 'WorkTimeInSeconds': 249, 'AssignmentId': '3LJ7UR74RXT09QNYUMXC8CPSCLEN4I', 'HITId': '3M0556244707KMMTN1OUAWQTNS6FNE', 'HITTypeId': '3PCDMC3F6KHCLEW4V42C9VGU0ZX2XB', 'gold': 0, 'bad': False}","{'WorkerId': 'A38DXFI1TZA295', 'WorkTimeInSeconds': 164, 'AssignmentId': '3DIP6YHAPS8XYLXNDQK6Z1BO0FB8EN', 'HITId': '3M0556244707KMMTN1OUAWQTNS6FNE', 'HITTypeId': '3PCDMC3F6KHCLEW4V42C9VGU0ZX2XB', 'gold': 0, 'bad': False}",0,0,0,0,False,False
cut coat according to cloth,"adapt to one's circumstances, make sure one's plans are appropriate to one's resources.",They cut their coat according to cloth so that it fits them perfectly,1,"{'WorkerId': 'A1QUQ0TV9KVD4C', 'WorkTimeInSeconds': 22.12, 'AssignmentId': '33JKGHPFYSAGDGC40QX8U66SZO9NMC', 'HITId': '386T3MLZM2BVKBKZEHGQPSDUSWY80X', 'HITTypeId': '31OVKNPS18SQ1D8CFELWYUFRPRPSWA', 'gold': 1, 'bad': False}","{'WorkerId': 'A2A6FH0F7LD9ND', 'WorkTimeInSeconds': 27.237, 'AssignmentId': '3S4AW7T80RYALQKDI9HXVKL382OL4D', 'HITId': '386T3MLZM2BVKBKZEHGQPSDUSWY80X', 'HITTypeId': '31OVKNPS18SQ1D8CFELWYUFRPRPSWA', 'gold': 1, 'bad': False}","{'WorkerId': 'A3CGQOJC28OVGN', 'WorkTimeInSeconds': 27.213, 'AssignmentId': '339ANSOTRLIT9R1AIY70ALI7OKLIKN', 'HITId': '386T3MLZM2BVKBKZEHGQPSDUSWY80X', 'HITTypeId': '31OVKNPS18SQ1D8CFELWYUFRPRPSWA', 'gold': 1, 'bad': False}",1,1,1,1,False,False
cut coat according to cloth,"adapt to one's circumstances, make sure one's plans are appropriate to one's resources.",They cut their coat according to cloth,2,"{'WorkerId': 'A1HKYY6XI2OHO1', 'WorkTimeInSeconds': 31.817, 'AssignmentId': '3CFVK00FW11O0DOR1XACSI5H3M16LB', 'HITId': '3X7837UUBSEFI32X7ATYNJWZL9H6JH', 'HITTypeId': '31OVKNPS18SQ1D8CFELWYUFRPRPSWA', 'gold': 2, 'bad': False}","{'WorkerId': 'A3RR85PK3AV9TU', 'WorkTimeInSeconds': 147.354, 'AssignmentId': '3ZV9H2YQQTN5EOD8M9JGUQADR233WV', 'HITId': '3X7837UUBSEFI32X7ATYNJWZL9H6JH', 'HITTypeId': '31OVKNPS18SQ1D8CFELWYUFRPRPSWA', 'gold': 0, 'bad': False}","{'WorkerId': 'AKQAI78JTXXC9', 'WorkTimeInSeconds': 72.093, 'AssignmentId': '3DPNQGW4L1VS25H6V5BV6136H0664I', 'HITId': '3X7837UUBSEFI32X7ATYNJWZL9H6JH', 'HITTypeId': '31OVKNPS18SQ1D8CFELWYUFRPRPSWA', 'gold': 1, 'bad': False}",2,0,1,0,True,True
cut corners,"economise on time, money, materials or effort, perhaps unwisely","He cut corners on the project by doing a shoddy job, sacrificing quality for speed",0,"{'WorkerId': 'A2LMQ4497NMK3S', 'WorkTimeInSeconds': 163.772, 'AssignmentId': '3QXNC7EIPYBYL013ABR5E84VQPY90G', 'HITId': '3FI30CQHWZZ90K4LJIGHPVDMD48B61', 'HITTypeId': '31OVKNPS18SQ1D8CFELWYUFRPRPSWA', 'gold': 0, 'bad': False}","{'WorkerId': 'A3CGQOJC28OVGN', 'WorkTimeInSeconds': 39.27, 'AssignmentId': '392CY0QWGH78VPC7X6KK34TBQR1I4O', 'HITId': '3FI30CQHWZZ90K4LJIGHPVDMD48B61', 'HITTypeId': '31OVKNPS18SQ1D8CFELWYUFRPRPSWA', 'gold': 0, 'bad': False}","{'WorkerId': 'AURYD2FH3FUOQ', 'WorkTimeInSeconds': 41.578, 'AssignmentId': '32SVAV9L3VP87BA5L4NOC1DMZJ03AK', 'HITId': '3FI30CQHWZZ90K4LJIGHPVDMD48B61', 'HITTypeId': '31OVKNPS18SQ1D8CFELWYUFRPRPSWA', 'gold': 0, 'bad': False}",0,0,0,0,False,False
cut corners,"economise on time, money, materials or effort, perhaps unwisely",He cut corners on the project by making the edges less sharp to save material,1,"{'WorkerId': 'A1HKYY6XI2OHO1', 'WorkTimeInSeconds': 22.658, 'AssignmentId': '3EA3QWIZ4YBSCARXC7LSBC537XCITT', 'HITId': '3MIVREZQWWE335RZ4478U3D300PQKV', 'HITTypeId': '31OVKNPS18SQ1D8CFELWYUFRPRPSWA', 'gold': 1, 'bad': False}","{'WorkerId': 'A1QUQ0TV9KVD4C', 'WorkTimeInSeconds': 23.197, 'AssignmentId': '3CFJTT4SX965ECUQZ4IR6GDLI0LI7H', 'HITId': '3MIVREZQWWE335RZ4478U3D300PQKV', 'HITTypeId': '31OVKNPS18SQ1D8CFELWYUFRPRPSWA', 'gold': 0, 'bad': False}","{'WorkerId': 'AX8NXTT8QMGHC', 'WorkTimeInSeconds': 37.288, 'AssignmentId': '35L9RVQFC4Y7GSV26UTHGWQQQY4HUQ', 'HITId': '3MIVREZQWWE335RZ4478U3D300PQKV', 'HITTypeId': '31OVKNPS18SQ1D8CFELWYUFRPRPSWA', 'gold': 0, 'bad': False}",1,0,0,0,False,True
cut corners,"economise on time, money, materials or effort, perhaps unwisely",He cut corners on the project,2,"{'WorkerId': 'A1LI3JQS2VBOXC', 'WorkTimeInSeconds': 37, 'AssignmentId': '33SA9F9TRDA8OMT5BT0CDHEAIMDWEP', 'HITId': '3QREJ3J44IDSC8BMCZZCDHE9QTNKLJ', 'HITTypeId': '3PCDMC3F6KHCLEW4V42C9VGU0ZX2XB', 'gold': 0, 'bad': False}","{'WorkerId': 'A1QUQ0TV9KVD4C', 'WorkTimeInSeconds': 125, 'AssignmentId': '3TEM0PF1QLDAOQEKMRW704NLH5X0DY', 'HITId': '3QREJ3J44IDSC8BMCZZCDHE9QTNKLJ', 'HITTypeId': '3PCDMC3F6KHCLEW4V42C9VGU0ZX2XB', 'gold': 0, 'bad': False}","{'WorkerId': 'A2TBXASXZIRNNW', 'WorkTimeInSeconds': 252, 'AssignmentId': '3WYGZ5XF3CVI3546NA1EENOUW6DKSI', 'HITId': '3QREJ3J44IDSC8BMCZZCDHE9QTNKLJ', 'HITTypeId': '3PCDMC3F6KHCLEW4V42C9VGU0ZX2XB', 'gold': 2, 'bad': False}",0,0,2,0,False,True
cut down,to reduce the amount of something (usually bad),We had to cut down the tree to make room for the new flower bed,0,"{'WorkerId': 'A1HKYY6XI2OHO1', 'WorkTimeInSeconds': 125, 'AssignmentId': '38YMOXR4MAF4B70Q5BHE1TMX1SCW6Z', 'HITId': '3YOAVL4CBFXR3V3N6835EF0B8GI4Z9', 'HITTypeId': '3PCDMC3F6KHCLEW4V42C9VGU0ZX2XB', 'gold': 1, 'bad': False}","{'WorkerId': 'A1LI3JQS2VBOXC', 'WorkTimeInSeconds': 185, 'AssignmentId': '31UV0MXWN6SQR8G7BB3U8WZPQM35IL', 'HITId': '3YOAVL4CBFXR3V3N6835EF0B8GI4Z9', 'HITTypeId': '3PCDMC3F6KHCLEW4V42C9VGU0ZX2XB', 'gold': 1, 'bad': False}","{'WorkerId': 'A2H1QUGX0SOUMH', 'WorkTimeInSeconds': 123, 'AssignmentId': '3D8YOU6S9U0RJ3BLAB2DJ510GC26UB', 'HITId': '3YOAVL4CBFXR3V3N6835EF0B8GI4Z9', 'HITTypeId': '3PCDMC3F6KHCLEW4V42C9VGU0ZX2XB', 'gold': 1, 'bad': False}",1,1,1,1,False,True
cut down,to reduce the amount of something (usually bad),We had to cut down the tree because it was blocking the view,1,"{'WorkerId': 'A1QUQ0TV9KVD4C', 'WorkTimeInSeconds': 197, 'AssignmentId': '3HRMW88U1M6DSKKXZKVAJUAFQJQ0MH', 'HITId': '3TL87MO8D15HWMJ8BO8FX4M4IX6FLC', 'HITTypeId': '3PCDMC3F6KHCLEW4V42C9VGU0ZX2XB', 'gold': 1, 'bad': False}","{'WorkerId': 'A290OV59Q76QC8', 'WorkTimeInSeconds': 419, 'AssignmentId': '3JPSL1DZ58FFBF3F3N73LFBS4V9NAS', 'HITId': '3TL87MO8D15HWMJ8BO8FX4M4IX6FLC', 'HITTypeId': '3PCDMC3F6KHCLEW4V42C9VGU0ZX2XB', 'gold': 1, 'bad': False}","{'WorkerId': 'APRZ7BR8C0ZMQ', 'WorkTimeInSeconds': 30, 'AssignmentId': '3ON104KXQ0CQWKWCMNOZ4V2J5XJW4J', 'HITId': '3TL87MO8D15HWMJ8BO8FX4M4IX6FLC', 'HITTypeId': '3PCDMC3F6KHCLEW4V42C9VGU0ZX2XB', 'gold': 1, 'bad': False}",1,1,1,1,False,False
cut down,to reduce the amount of something (usually bad),We had to cut down the tree,2,"{'WorkerId': 'A1LI3JQS2VBOXC', 'WorkTimeInSeconds': 234, 'AssignmentId': '3DBQWDE4YMEI59RY8RGMD4V6CLXN5J', 'HITId': '3QQUBC640TUOK8DENVUGG3Q0RXEXNZ', 'HITTypeId': '3PCDMC3F6KHCLEW4V42C9VGU0ZX2XB', 'gold': 1, 'bad': False}","{'WorkerId': 'A2TBXASXZIRNNW', 'WorkTimeInSeconds': 216, 'AssignmentId': '3907X2AHFGLQ9XKO6NRGJMXPSQ72PT', 'HITId': '3QQUBC640TUOK8DENVUGG3Q0RXEXNZ', 'HITTypeId': '3PCDMC3F6KHCLEW4V42C9VGU0ZX2XB', 'gold': 2, 'bad': False}","{'WorkerId': 'A38DXFI1TZA295', 'WorkTimeInSeconds': 559, 'AssignmentId': '34J10VATJVEFKUZ5V3RX67UGMIQIQB', 'HITId': '3QQUBC640TUOK8DENVUGG3Q0RXEXNZ', 'HITTypeId': '3PCDMC3F6KHCLEW4V42C9VGU0ZX2XB', 'gold': 2, 'bad': False}",1,2,2,2,False,False
cut the cord,to end a connection with someone,I had to cut the cord and move out of my parents' house,0,"{'WorkerId': 'A2LMQ4497NMK3S', 'WorkTimeInSeconds': 162.153, 'AssignmentId': '3SB4CE2TJBBKN9HJ5TUCJH2Q7LUXAM', 'HITId': '3JHB4BPSGZPJM98807GJ4UZNP6DQ91', 'HITTypeId': '31OVKNPS18SQ1D8CFELWYUFRPRPSWA', 'gold': 0, 'bad': False}","{'WorkerId': 'A3CGQOJC28OVGN', 'WorkTimeInSeconds': 33.204, 'AssignmentId': '3L4PIM1GQ9W1MVTAC020XLY99VDYR2', 'HITId': '3JHB4BPSGZPJM98807GJ4UZNP6DQ91', 'HITTypeId': '31OVKNPS18SQ1D8CFELWYUFRPRPSWA', 'gold': 0, 'bad': False}","{'WorkerId': 'AX8NXTT8QMGHC', 'WorkTimeInSeconds': 50.586, 'AssignmentId': '3FDJT1UU7KOHX36VBEO6LCE2JYEK5E', 'HITId': '3JHB4BPSGZPJM98807GJ4UZNP6DQ91', 'HITTypeId': '31OVKNPS18SQ1D8CFELWYUFRPRPSWA', 'gold': 0, 'bad': False}",0,0,0,0,False,False
cut the cord,to end a connection with someone,I had to cut the cord that held the balloon in place,1,"{'WorkerId': 'A2A6FH0F7LD9ND', 'WorkTimeInSeconds': 521, 'AssignmentId': '3JZQSN0I36Q4XE31RZG09WDM0Z1GFR', 'HITId': '3J9L0X0VEU2O664UCGFPWJH9D6F9W7', 'HITTypeId': '3PCDMC3F6KHCLEW4V42C9VGU0ZX2XB', 'gold': 1, 'bad': False}","{'WorkerId': 'A2TBXASXZIRNNW', 'WorkTimeInSeconds': 282, 'AssignmentId': '37TD41K0AXP0K7SIVXKGQ4BMRX4SCD', 'HITId': '3J9L0X0VEU2O664UCGFPWJH9D6F9W7', 'HITTypeId': '3PCDMC3F6KHCLEW4V42C9VGU0ZX2XB', 'gold': 1, 'bad': False}","{'WorkerId': 'APRZ7BR8C0ZMQ', 'WorkTimeInSeconds': 59, 'AssignmentId': '3TAYZSBPL1ONMP0GY4VAER20F6QS23', 'HITId': '3J9L0X0VEU2O664UCGFPWJH9D6F9W7', 'HITTypeId': '3PCDMC3F6KHCLEW4V42C9VGU0ZX2XB', 'gold': 1, 'bad': False}",1,1,1,1,False,False
cut the cord,to end a connection with someone,I had to cut the cord,2,"{'WorkerId': 'A26UIS59SY4NM6', 'WorkTimeInSeconds': 172, 'AssignmentId': '3ZGVPD4G69XE70G7CB9EB78T2Y3ZT7', 'HITId': '3SCKNODZ1CWU5T7N5IQIM4DCP4NN7I', 'HITTypeId': '3PCDMC3F6KHCLEW4V42C9VGU0ZX2XB', 'gold': 2, 'bad': False}","{'WorkerId': 'A2TBXASXZIRNNW', 'WorkTimeInSeconds': 440, 'AssignmentId': '3YOH7BII0PNYVXLAH56JPA81VA5KVL', 'HITId': '3SCKNODZ1CWU5T7N5IQIM4DCP4NN7I', 'HITTypeId': '3PCDMC3F6KHCLEW4V42C9VGU0ZX2XB', 'gold': 2, 'bad': False}","{'WorkerId': 'APRZ7BR8C0ZMQ', 'WorkTimeInSeconds': 76, 'AssignmentId': '3ATPCQ38JOQ9NE7TAPGE2V9Z8FFYAV', 'HITId': '3SCKNODZ1CWU5T7N5IQIM4DCP4NN7I', 'HITTypeId': '3PCDMC3F6KHCLEW4V42C9VGU0ZX2XB', 'gold': 2, 'bad': False}",2,2,2,2,False,False
cut the crap,a very crude way of telling someone to stop doing something that you do not like,Let's just cut the crap and get to the important points,0,"{'WorkerId': 'A1AXQM54WTRGA5', 'WorkTimeInSeconds': 142, 'AssignmentId': '3X4JMASXC2PH9TG08V515EZLEO8B0X', 'HITId': '3XBXDSS89NZYW8ATBIE13BMBM2EXLX', 'HITTypeId': '3PCDMC3F6KHCLEW4V42C9VGU0ZX2XB', 'gold': 0, 'bad': False}","{'WorkerId': 'A2A6FH0F7LD9ND', 'WorkTimeInSeconds': 522, 'AssignmentId': '32AT8R96G1PW619IHO5GKAXSY1XSUH', 'HITId': '3XBXDSS89NZYW8ATBIE13BMBM2EXLX', 'HITTypeId': '3PCDMC3F6KHCLEW4V42C9VGU0ZX2XB', 'gold': 0, 'bad': False}","{'WorkerId': 'A2TBXASXZIRNNW', 'WorkTimeInSeconds': 195, 'AssignmentId': '3O6CYIULETHPDIQR1TFHHZ0D4ETWU0', 'HITId': '3XBXDSS89NZYW8ATBIE13BMBM2EXLX', 'HITTypeId': '3PCDMC3F6KHCLEW4V42C9VGU0ZX2XB', 'gold': 0, 'bad': False}",0,0,0,0,False,False
cut the crap,a very crude way of telling someone to stop doing something that you do not like,Let's just cut the crap at the table and throw it away,1,"{'WorkerId': 'A1I7H6RDJS4EKN', 'WorkTimeInSeconds': 61.278, 'AssignmentId': '3300DTYQTIX34PXJZK16LSWOVX6EQ2', 'HITId': '3JVP4ZJHE48O9HWCN3SH2H78VS30IX', 'HITTypeId': '31OVKNPS18SQ1D8CFELWYUFRPRPSWA', 'gold': 2, 'bad': False}","{'WorkerId': 'A3CGQOJC28OVGN', 'WorkTimeInSeconds': 31.537, 'AssignmentId': '3PDJHANYKLWMEH51ACVE0QCANCM6HD', 'HITId': '3JVP4ZJHE48O9HWCN3SH2H78VS30IX', 'HITTypeId': '31OVKNPS18SQ1D8CFELWYUFRPRPSWA', 'gold': 1, 'bad': False}","{'WorkerId': 'AEK2SAEL9GG39', 'WorkTimeInSeconds': 91.119, 'AssignmentId': '30ZX6P7VFOBUNMHQBAMWMQBDKZOJ2E', 'HITId': '3JVP4ZJHE48O9HWCN3SH2H78VS30IX', 'HITTypeId': '31OVKNPS18SQ1D8CFELWYUFRPRPSWA', 'gold': 0, 'bad': False}",2,1,0,0,True,True
cut the crap,a very crude way of telling someone to stop doing something that you do not like,Let's just cut the crap,2,"{'WorkerId': 'A1HKYY6XI2OHO1', 'WorkTimeInSeconds': 31.056, 'AssignmentId': '3KOPY89HMOIJ84D9FA0150G5QDN3J8', 'HITId': '31YWE12TFFSZHNLR7ODRK64ARJD7X4', 'HITTypeId': '31OVKNPS18SQ1D8CFELWYUFRPRPSWA', 'gold': 0, 'bad': False}","{'WorkerId': 'AURYD2FH3FUOQ', 'WorkTimeInSeconds': 38.099, 'AssignmentId': '3U4J9857OURVR4GKTUQAKT98NA0B70', 'HITId': '31YWE12TFFSZHNLR7ODRK64ARJD7X4', 'HITTypeId': '31OVKNPS18SQ1D8CFELWYUFRPRPSWA', 'gold': 2, 'bad': False}","{'WorkerId': 'AX8NXTT8QMGHC', 'WorkTimeInSeconds': 50.907, 'AssignmentId': '3MB8LZR5BV9VZS9G314D21AZ5OEKL2', 'HITId': '31YWE12TFFSZHNLR7ODRK64ARJD7X4', 'HITTypeId': '31OVKNPS18SQ1D8CFELWYUFRPRPSWA', 'gold': 0, 'bad': False}",0,2,0,0,False,True
cut the mustard,to succeed,He cut the mustard by performing brilliantly at his presentation,0,"{'WorkerId': 'A1QUQ0TV9KVD4C', 'WorkTimeInSeconds': 23.955, 'AssignmentId': '3IFS6Q0HJYZRXAEIN7G2179H475ISW', 'HITId': '3T6SSHJU0UQZGCDSRTHN8L74HLNIIB', 'HITTypeId': '31OVKNPS18SQ1D8CFELWYUFRPRPSWA', 'gold': 0, 'bad': False}","{'WorkerId': 'A2YO837C0O1E91', 'WorkTimeInSeconds': 21.078, 'AssignmentId': '33CUSNVVN3SGPKNW0NY67RF2PHT88E', 'HITId': '3T6SSHJU0UQZGCDSRTHN8L74HLNIIB', 'HITTypeId': '31OVKNPS18SQ1D8CFELWYUFRPRPSWA', 'gold': 0, 'bad': False}","{'WorkerId': 'A3RR85PK3AV9TU', 'WorkTimeInSeconds': 64.649, 'AssignmentId': '31T4R4OBO8WE198Q7UM5VDFQ4O7C70', 'HITId': '3T6SSHJU0UQZGCDSRTHN8L74HLNIIB', 'HITTypeId': '31OVKNPS18SQ1D8CFELWYUFRPRPSWA', 'gold': 0, 'bad': False}",0,0,0,0,False,False
cut the mustard,to succeed,He cut the mustard to top his sandwich with,1,"{'WorkerId': 'A1QUQ0TV9KVD4C', 'WorkTimeInSeconds': 31, 'AssignmentId': '3A7Y0R2P244VO2KNZZ7PCG59W02JXL', 'HITId': '3HEA4ZVWWS2BS0NYDPFZU3ZU7D5558', 'HITTypeId': '3PCDMC3F6KHCLEW4V42C9VGU0ZX2XB', 'gold': 1, 'bad': False}","{'WorkerId': 'A290OV59Q76QC8', 'WorkTimeInSeconds': 152, 'AssignmentId': '3O6CYIULETHPDIQR1TFHHZ0D4ETUWY', 'HITId': '3HEA4ZVWWS2BS0NYDPFZU3ZU7D5558', 'HITTypeId': '3PCDMC3F6KHCLEW4V42C9VGU0ZX2XB', 'gold': 1, 'bad': False}","{'WorkerId': 'AURYD2FH3FUOQ', 'WorkTimeInSeconds': 440, 'AssignmentId': '32XVDSJFPFDKOUNBE7ZO2I3UNLWM2H', 'HITId': '3HEA4ZVWWS2BS0NYDPFZU3ZU7D5558', 'HITTypeId': '3PCDMC3F6KHCLEW4V42C9VGU0ZX2XB', 'gold': 1, 'bad': False}",1,1,1,1,False,False
cut the mustard,to succeed,He cut the mustard,2,"{'WorkerId': 'A1QUQ0TV9KVD4C', 'WorkTimeInSeconds': 146, 'AssignmentId': '3P529IW9KE1KJ6H22QDGMOIUWGOFLX', 'HITId': '391JB9X40DOCIQT7CB0RDUTYQYDKML', 'HITTypeId': '3PCDMC3F6KHCLEW4V42C9VGU0ZX2XB', 'gold': 2, 'bad': False}","{'WorkerId': 'A26UIS59SY4NM6', 'WorkTimeInSeconds': 280, 'AssignmentId': '354P56DE90JU8QXM4GC5AIJ8QMBS7I', 'HITId': '391JB9X40DOCIQT7CB0RDUTYQYDKML', 'HITTypeId': '3PCDMC3F6KHCLEW4V42C9VGU0ZX2XB', 'gold': 2, 'bad': False}","{'WorkerId': 'A290OV59Q76QC8', 'WorkTimeInSeconds': 376, 'AssignmentId': '3Z3ZLGNNSYA0URHMA0KA21SR3W53Q0', 'HITId': '391JB9X40DOCIQT7CB0RDUTYQYDKML', 'HITTypeId': '3PCDMC3F6KHCLEW4V42C9VGU0ZX2XB', 'gold': 2, 'bad': False}",2,2,2,2,False,False
