idiom,meaning,instance,label,assignment_0,assignment_1,assignment_2,gold_0,gold_1,gold_2,maxVote,review_noAgreement,review_maxVoteGptDiff
run out,to not have enough of something,I ran out,2,"{'WorkerId': 'A1HKYY6XI2OHO1', 'WorkTimeInSeconds': 14.651, 'AssignmentId': '3JZQSN0I36Q4XE31RZG09WDM1BBGFQ', 'HITId': '3QTFNPMJDLYDP3DTODI1DO6BZYFNZR', 'HITTypeId': '31OVKNPS18SQ1D8CFELWYUFRPRPSWA', 'gold': 2, 'bad': False}","{'WorkerId': 'A1P3Z24Y6GRNVA', 'WorkTimeInSeconds': 65.255, 'AssignmentId': '3LS2AMNW5V6PGGA8TY42Q4Q2ZZBQOH', 'HITId': '3QTFNPMJDLYDP3DTODI1DO6BZYFNZR', 'HITTypeId': '31OVKNPS18SQ1D8CFELWYUFRPRPSWA', 'gold': 2, 'bad': False}","{'WorkerId': 'A2A6FH0F7LD9ND', 'WorkTimeInSeconds': 54.906, 'AssignmentId': '31EUONYN2BJHLO6PFXYCWRPAGRQOV9', 'HITId': '3QTFNPMJDLYDP3DTODI1DO6BZYFNZR', 'HITTypeId': '31OVKNPS18SQ1D8CFELWYUFRPRPSWA', 'gold': 2, 'bad': False}",2,2,2,2,False,False
leaps and bounds,progress very quickly,Their progress has grown by leaps and bounds since they found the right mentor,0,"{'WorkerId': 'A1HKYY6XI2OHO1', 'WorkTimeInSeconds': 14.651, 'AssignmentId': '3JZQSN0I36Q4XE31RZG09WDM1BBGFQ', 'HITId': '3QTFNPMJDLYDP3DTODI1DO6BZYFNZR', 'HITTypeId': '31OVKNPS18SQ1D8CFELWYUFRPRPSWA', 'gold': 0, 'bad': False}","{'WorkerId': 'A1P3Z24Y6GRNVA', 'WorkTimeInSeconds': 65.255, 'AssignmentId': '3LS2AMNW5V6PGGA8TY42Q4Q2ZZBQOH', 'HITId': '3QTFNPMJDLYDP3DTODI1DO6BZYFNZR', 'HITTypeId': '31OVKNPS18SQ1D8CFELWYUFRPRPSWA', 'gold': 0, 'bad': False}","{'WorkerId': 'A2A6FH0F7LD9ND', 'WorkTimeInSeconds': 54.906, 'AssignmentId': '31EUONYN2BJHLO6PFXYCWRPAGRQOV9', 'HITId': '3QTFNPMJDLYDP3DTODI1DO6BZYFNZR', 'HITTypeId': '31OVKNPS18SQ1D8CFELWYUFRPRPSWA', 'gold': 1, 'bad': False}",0,0,1,0,False,False
takes two to tango,certain actions or activities cannot be performed alone - they  need two people to participate,It takes two to tango and both parties need to work together to achieve their goals,0,"{'WorkerId': 'A1HKYY6XI2OHO1', 'WorkTimeInSeconds': 14.651, 'AssignmentId': '3JZQSN0I36Q4XE31RZG09WDM1BBGFQ', 'HITId': '3QTFNPMJDLYDP3DTODI1DO6BZYFNZR', 'HITTypeId': '31OVKNPS18SQ1D8CFELWYUFRPRPSWA', 'gold': 0, 'bad': False}","{'WorkerId': 'A1P3Z24Y6GRNVA', 'WorkTimeInSeconds': 65.255, 'AssignmentId': '3LS2AMNW5V6PGGA8TY42Q4Q2ZZBQOH', 'HITId': '3QTFNPMJDLYDP3DTODI1DO6BZYFNZR', 'HITTypeId': '31OVKNPS18SQ1D8CFELWYUFRPRPSWA', 'gold': 0, 'bad': False}","{'WorkerId': 'A2A6FH0F7LD9ND', 'WorkTimeInSeconds': 54.906, 'AssignmentId': '31EUONYN2BJHLO6PFXYCWRPAGRQOV9', 'HITId': '3QTFNPMJDLYDP3DTODI1DO6BZYFNZR', 'HITTypeId': '31OVKNPS18SQ1D8CFELWYUFRPRPSWA', 'gold': 0, 'bad': False}",0,0,0,0,False,False
have a soft spot,to like someone very much,They have a soft spot in the floor which they cover with a rug when visitors come over,1,"{'WorkerId': 'A1P3Z24Y6GRNVA', 'WorkTimeInSeconds': 40.502, 'AssignmentId': '3D3VGR7TAGV06SWMNF9A7R2W0UHR3O', 'HITId': '3QHITW7OZ3PXRSIDSDUJ0PA7VOVQAG', 'HITTypeId': '31OVKNPS18SQ1D8CFELWYUFRPRPSWA', 'gold': 1, 'bad': False}","{'WorkerId': 'A2A6FH0F7LD9ND', 'WorkTimeInSeconds': 27.099, 'AssignmentId': '317HQ483IN8UHXMDFBZG2DZBIFQNIX', 'HITId': '3QHITW7OZ3PXRSIDSDUJ0PA7VOVQAG', 'HITTypeId': '31OVKNPS18SQ1D8CFELWYUFRPRPSWA', 'gold': 1, 'bad': False}","{'WorkerId': 'A2LMQ4497NMK3S', 'WorkTimeInSeconds': 162.4, 'AssignmentId': '32EYX73OYGPK5M952Z5BU0SWD72RUX', 'HITId': '3QHITW7OZ3PXRSIDSDUJ0PA7VOVQAG', 'HITTypeId': '31OVKNPS18SQ1D8CFELWYUFRPRPSWA', 'gold': 1, 'bad': False}",1,1,1,1,False,False
mind your own business,to look into your own matter,We should mind our own business and speak kindly about others instead of gossiping,0,"{'WorkerId': 'A1P3Z24Y6GRNVA', 'WorkTimeInSeconds': 40.502, 'AssignmentId': '3D3VGR7TAGV06SWMNF9A7R2W0UHR3O', 'HITId': '3QHITW7OZ3PXRSIDSDUJ0PA7VOVQAG', 'HITTypeId': '31OVKNPS18SQ1D8CFELWYUFRPRPSWA', 'gold': 0, 'bad': False}","{'WorkerId': 'A2A6FH0F7LD9ND', 'WorkTimeInSeconds': 27.099, 'AssignmentId': '317HQ483IN8UHXMDFBZG2DZBIFQNIX', 'HITId': '3QHITW7OZ3PXRSIDSDUJ0PA7VOVQAG', 'HITTypeId': '31OVKNPS18SQ1D8CFELWYUFRPRPSWA', 'gold': 1, 'bad': False}","{'WorkerId': 'A2LMQ4497NMK3S', 'WorkTimeInSeconds': 162.4, 'AssignmentId': '32EYX73OYGPK5M952Z5BU0SWD72RUX', 'HITId': '3QHITW7OZ3PXRSIDSDUJ0PA7VOVQAG', 'HITTypeId': '31OVKNPS18SQ1D8CFELWYUFRPRPSWA', 'gold': 0, 'bad': False}",0,1,0,0,False,False
have clean hands,to be innocent; to be free of any wrongdoing,He had clean hands because he had no part in the scandal,0,"{'WorkerId': 'A1P3Z24Y6GRNVA', 'WorkTimeInSeconds': 40.502, 'AssignmentId': '3D3VGR7TAGV06SWMNF9A7R2W0UHR3O', 'HITId': '3QHITW7OZ3PXRSIDSDUJ0PA7VOVQAG', 'HITTypeId': '31OVKNPS18SQ1D8CFELWYUFRPRPSWA', 'gold': 0, 'bad': False}","{'WorkerId': 'A2A6FH0F7LD9ND', 'WorkTimeInSeconds': 27.099, 'AssignmentId': '317HQ483IN8UHXMDFBZG2DZBIFQNIX', 'HITId': '3QHITW7OZ3PXRSIDSDUJ0PA7VOVQAG', 'HITTypeId': '31OVKNPS18SQ1D8CFELWYUFRPRPSWA', 'gold': 0, 'bad': False}","{'WorkerId': 'A2LMQ4497NMK3S', 'WorkTimeInSeconds': 162.4, 'AssignmentId': '32EYX73OYGPK5M952Z5BU0SWD72RUX', 'HITId': '3QHITW7OZ3PXRSIDSDUJ0PA7VOVQAG', 'HITTypeId': '31OVKNPS18SQ1D8CFELWYUFRPRPSWA', 'gold': 0, 'bad': False}",0,0,0,0,False,False
under the radar,"going unnoticed, avoiding unnecessary attention",He managed to stay under the radar,2,"{'WorkerId': 'A1P3Z24Y6GRNVA', 'WorkTimeInSeconds': 40.502, 'AssignmentId': '3D3VGR7TAGV06SWMNF9A7R2W0UHR3O', 'HITId': '3QHITW7OZ3PXRSIDSDUJ0PA7VOVQAG', 'HITTypeId': '31OVKNPS18SQ1D8CFELWYUFRPRPSWA', 'gold': 2, 'bad': False}","{'WorkerId': 'A2A6FH0F7LD9ND', 'WorkTimeInSeconds': 27.099, 'AssignmentId': '317HQ483IN8UHXMDFBZG2DZBIFQNIX', 'HITId': '3QHITW7OZ3PXRSIDSDUJ0PA7VOVQAG', 'HITTypeId': '31OVKNPS18SQ1D8CFELWYUFRPRPSWA', 'gold': 0, 'bad': False}","{'WorkerId': 'A2LMQ4497NMK3S', 'WorkTimeInSeconds': 162.4, 'AssignmentId': '32EYX73OYGPK5M952Z5BU0SWD72RUX', 'HITId': '3QHITW7OZ3PXRSIDSDUJ0PA7VOVQAG', 'HITTypeId': '31OVKNPS18SQ1D8CFELWYUFRPRPSWA', 'gold': 2, 'bad': False}",2,0,2,2,False,False
a voice crying in the wilderness,to say something that is not popular,She's a voice crying in the wilderness as she protests against the injustice in the society,0,"{'WorkerId': 'A1P3Z24Y6GRNVA', 'WorkTimeInSeconds': 40.502, 'AssignmentId': '3D3VGR7TAGV06SWMNF9A7R2W0UHR3O', 'HITId': '3QHITW7OZ3PXRSIDSDUJ0PA7VOVQAG', 'HITTypeId': '31OVKNPS18SQ1D8CFELWYUFRPRPSWA', 'gold': 0, 'bad': False}","{'WorkerId': 'A2A6FH0F7LD9ND', 'WorkTimeInSeconds': 27.099, 'AssignmentId': '317HQ483IN8UHXMDFBZG2DZBIFQNIX', 'HITId': '3QHITW7OZ3PXRSIDSDUJ0PA7VOVQAG', 'HITTypeId': '31OVKNPS18SQ1D8CFELWYUFRPRPSWA', 'gold': 0, 'bad': False}","{'WorkerId': 'A2LMQ4497NMK3S', 'WorkTimeInSeconds': 162.4, 'AssignmentId': '32EYX73OYGPK5M952Z5BU0SWD72RUX', 'HITId': '3QHITW7OZ3PXRSIDSDUJ0PA7VOVQAG', 'HITTypeId': '31OVKNPS18SQ1D8CFELWYUFRPRPSWA', 'gold': 2, 'bad': False}",0,0,2,0,False,False
go out with,have a romantic relationship with someone,He went out with her for some errands,1,"{'WorkerId': 'A1HKYY6XI2OHO1', 'WorkTimeInSeconds': 31.731, 'AssignmentId': '3VAR3R6G15HJACAC74N24D525TQO85', 'HITId': '3T2EL38U1109N5Q63NMXKXL5W94XQR', 'HITTypeId': '31OVKNPS18SQ1D8CFELWYUFRPRPSWA', 'gold': 1, 'bad': False}","{'WorkerId': 'A2LMQ4497NMK3S', 'WorkTimeInSeconds': 144.918, 'AssignmentId': '3FFJ6VRILH4RW1U6E5XIR13YAMEI0G', 'HITId': '3T2EL38U1109N5Q63NMXKXL5W94XQR', 'HITTypeId': '31OVKNPS18SQ1D8CFELWYUFRPRPSWA', 'gold': 1, 'bad': False}","{'WorkerId': 'AURYD2FH3FUOQ', 'WorkTimeInSeconds': 28.89, 'AssignmentId': '3VJ40NV2QY328W20A2YXV91PJ6ATOY', 'HITId': '3T2EL38U1109N5Q63NMXKXL5W94XQR', 'HITTypeId': '31OVKNPS18SQ1D8CFELWYUFRPRPSWA', 'gold': 1, 'bad': False}",1,1,1,1,False,False
crack the whip,make someone work harder by asserting power or authority,He cracked the whip to get his team motivated and complete their tasks,0,"{'WorkerId': 'A1HKYY6XI2OHO1', 'WorkTimeInSeconds': 31.731, 'AssignmentId': '3VAR3R6G15HJACAC74N24D525TQO85', 'HITId': '3T2EL38U1109N5Q63NMXKXL5W94XQR', 'HITTypeId': '31OVKNPS18SQ1D8CFELWYUFRPRPSWA', 'gold': 0, 'bad': False}","{'WorkerId': 'A2LMQ4497NMK3S', 'WorkTimeInSeconds': 144.918, 'AssignmentId': '3FFJ6VRILH4RW1U6E5XIR13YAMEI0G', 'HITId': '3T2EL38U1109N5Q63NMXKXL5W94XQR', 'HITTypeId': '31OVKNPS18SQ1D8CFELWYUFRPRPSWA', 'gold': 0, 'bad': False}","{'WorkerId': 'AURYD2FH3FUOQ', 'WorkTimeInSeconds': 28.89, 'AssignmentId': '3VJ40NV2QY328W20A2YXV91PJ6ATOY', 'HITId': '3T2EL38U1109N5Q63NMXKXL5W94XQR', 'HITTypeId': '31OVKNPS18SQ1D8CFELWYUFRPRPSWA', 'gold': 0, 'bad': False}",0,0,0,0,False,False
out of hand,out of control,The party got out of hand quickly when everyone started dancing and playing music,0,"{'WorkerId': 'A1HKYY6XI2OHO1', 'WorkTimeInSeconds': 31.731, 'AssignmentId': '3VAR3R6G15HJACAC74N24D525TQO85', 'HITId': '3T2EL38U1109N5Q63NMXKXL5W94XQR', 'HITTypeId': '31OVKNPS18SQ1D8CFELWYUFRPRPSWA', 'gold': 0, 'bad': False}","{'WorkerId': 'A2LMQ4497NMK3S', 'WorkTimeInSeconds': 144.918, 'AssignmentId': '3FFJ6VRILH4RW1U6E5XIR13YAMEI0G', 'HITId': '3T2EL38U1109N5Q63NMXKXL5W94XQR', 'HITTypeId': '31OVKNPS18SQ1D8CFELWYUFRPRPSWA', 'gold': 0, 'bad': False}","{'WorkerId': 'AURYD2FH3FUOQ', 'WorkTimeInSeconds': 28.89, 'AssignmentId': '3VJ40NV2QY328W20A2YXV91PJ6ATOY', 'HITId': '3T2EL38U1109N5Q63NMXKXL5W94XQR', 'HITTypeId': '31OVKNPS18SQ1D8CFELWYUFRPRPSWA', 'gold': 0, 'bad': False}",0,0,0,0,False,False
the bottom line,"in the final analysis, the most important fact in a situation.",It was the bottom line,2,"{'WorkerId': 'A1HKYY6XI2OHO1', 'WorkTimeInSeconds': 31.731, 'AssignmentId': '3VAR3R6G15HJACAC74N24D525TQO85', 'HITId': '3T2EL38U1109N5Q63NMXKXL5W94XQR', 'HITTypeId': '31OVKNPS18SQ1D8CFELWYUFRPRPSWA', 'gold': 0, 'bad': False}","{'WorkerId': 'A2LMQ4497NMK3S', 'WorkTimeInSeconds': 144.918, 'AssignmentId': '3FFJ6VRILH4RW1U6E5XIR13YAMEI0G', 'HITId': '3T2EL38U1109N5Q63NMXKXL5W94XQR', 'HITTypeId': '31OVKNPS18SQ1D8CFELWYUFRPRPSWA', 'gold': 2, 'bad': False}","{'WorkerId': 'AURYD2FH3FUOQ', 'WorkTimeInSeconds': 28.89, 'AssignmentId': '3VJ40NV2QY328W20A2YXV91PJ6ATOY', 'HITId': '3T2EL38U1109N5Q63NMXKXL5W94XQR', 'HITTypeId': '31OVKNPS18SQ1D8CFELWYUFRPRPSWA', 'gold': 2, 'bad': False}",0,2,2,2,False,False
safe bet,fair assumption; reasonable guess; opinion or view that is likely to prove correct.,It's a safe bet that I won't be injured playing roulette,1,"{'WorkerId': 'A1HKYY6XI2OHO1', 'WorkTimeInSeconds': 31.731, 'AssignmentId': '3VAR3R6G15HJACAC74N24D525TQO85', 'HITId': '3T2EL38U1109N5Q63NMXKXL5W94XQR', 'HITTypeId': '31OVKNPS18SQ1D8CFELWYUFRPRPSWA', 'gold': 0, 'bad': False}","{'WorkerId': 'A2LMQ4497NMK3S', 'WorkTimeInSeconds': 144.918, 'AssignmentId': '3FFJ6VRILH4RW1U6E5XIR13YAMEI0G', 'HITId': '3T2EL38U1109N5Q63NMXKXL5W94XQR', 'HITTypeId': '31OVKNPS18SQ1D8CFELWYUFRPRPSWA', 'gold': 0, 'bad': False}","{'WorkerId': 'AURYD2FH3FUOQ', 'WorkTimeInSeconds': 28.89, 'AssignmentId': '3VJ40NV2QY328W20A2YXV91PJ6ATOY', 'HITId': '3T2EL38U1109N5Q63NMXKXL5W94XQR', 'HITTypeId': '31OVKNPS18SQ1D8CFELWYUFRPRPSWA', 'gold': 0, 'bad': False}",0,0,0,0,False,True
air their dirty laundry,to make public something embarrassing that should be kept secret,"We air our dirty laundry to other people, meaning we expose our secrets and flaws to them",0,"{'WorkerId': 'A2LMQ4497NMK3S', 'WorkTimeInSeconds': 142.163, 'AssignmentId': '3NS0A6KXCKOA2VU1SBA7COT4DG5GZE', 'HITId': '3FK4G712OCGD44JK1H5FGPJEZINSS3', 'HITTypeId': '31OVKNPS18SQ1D8CFELWYUFRPRPSWA', 'gold': 0, 'bad': False}","{'WorkerId': 'AKQAI78JTXXC9', 'WorkTimeInSeconds': 45.717, 'AssignmentId': '3B2X28YI3CVCN42FAKLIEF9CSZGB61', 'HITId': '3FK4G712OCGD44JK1H5FGPJEZINSS3', 'HITTypeId': '31OVKNPS18SQ1D8CFELWYUFRPRPSWA', 'gold': 0, 'bad': False}","{'WorkerId': 'AURYD2FH3FUOQ', 'WorkTimeInSeconds': 65.46, 'AssignmentId': '3DHE4R9OCCRKWKRP341TPDJXS76G26', 'HITId': '3FK4G712OCGD44JK1H5FGPJEZINSS3', 'HITTypeId': '31OVKNPS18SQ1D8CFELWYUFRPRPSWA', 'gold': 0, 'bad': False}",0,0,0,0,False,False
give a shot,to have a try at something,He gave it a shot,2,"{'WorkerId': 'A2LMQ4497NMK3S', 'WorkTimeInSeconds': 142.163, 'AssignmentId': '3NS0A6KXCKOA2VU1SBA7COT4DG5GZE', 'HITId': '3FK4G712OCGD44JK1H5FGPJEZINSS3', 'HITTypeId': '31OVKNPS18SQ1D8CFELWYUFRPRPSWA', 'gold': 2, 'bad': False}","{'WorkerId': 'AKQAI78JTXXC9', 'WorkTimeInSeconds': 45.717, 'AssignmentId': '3B2X28YI3CVCN42FAKLIEF9CSZGB61', 'HITId': '3FK4G712OCGD44JK1H5FGPJEZINSS3', 'HITTypeId': '31OVKNPS18SQ1D8CFELWYUFRPRPSWA', 'gold': 2, 'bad': False}","{'WorkerId': 'AURYD2FH3FUOQ', 'WorkTimeInSeconds': 65.46, 'AssignmentId': '3DHE4R9OCCRKWKRP341TPDJXS76G26', 'HITId': '3FK4G712OCGD44JK1H5FGPJEZINSS3', 'HITTypeId': '31OVKNPS18SQ1D8CFELWYUFRPRPSWA', 'gold': 2, 'bad': False}",2,2,2,2,False,False
dog's life,a miserable and unpleasant life,He led a dog's life,2,"{'WorkerId': 'A2LMQ4497NMK3S', 'WorkTimeInSeconds': 142.163, 'AssignmentId': '3NS0A6KXCKOA2VU1SBA7COT4DG5GZE', 'HITId': '3FK4G712OCGD44JK1H5FGPJEZINSS3', 'HITTypeId': '31OVKNPS18SQ1D8CFELWYUFRPRPSWA', 'gold': 2, 'bad': False}","{'WorkerId': 'AKQAI78JTXXC9', 'WorkTimeInSeconds': 45.717, 'AssignmentId': '3B2X28YI3CVCN42FAKLIEF9CSZGB61', 'HITId': '3FK4G712OCGD44JK1H5FGPJEZINSS3', 'HITTypeId': '31OVKNPS18SQ1D8CFELWYUFRPRPSWA', 'gold': 2, 'bad': False}","{'WorkerId': 'AURYD2FH3FUOQ', 'WorkTimeInSeconds': 65.46, 'AssignmentId': '3DHE4R9OCCRKWKRP341TPDJXS76G26', 'HITId': '3FK4G712OCGD44JK1H5FGPJEZINSS3', 'HITTypeId': '31OVKNPS18SQ1D8CFELWYUFRPRPSWA', 'gold': 2, 'bad': False}",2,2,2,2,False,False
dodge a bullet,to narrowly avoid a very serious problem or a disaster,I dodged a bullet when I got out of the relationship unscathed,0,"{'WorkerId': 'A2LMQ4497NMK3S', 'WorkTimeInSeconds': 142.163, 'AssignmentId': '3NS0A6KXCKOA2VU1SBA7COT4DG5GZE', 'HITId': '3FK4G712OCGD44JK1H5FGPJEZINSS3', 'HITTypeId': '31OVKNPS18SQ1D8CFELWYUFRPRPSWA', 'gold': 0, 'bad': False}","{'WorkerId': 'AKQAI78JTXXC9', 'WorkTimeInSeconds': 45.717, 'AssignmentId': '3B2X28YI3CVCN42FAKLIEF9CSZGB61', 'HITId': '3FK4G712OCGD44JK1H5FGPJEZINSS3', 'HITTypeId': '31OVKNPS18SQ1D8CFELWYUFRPRPSWA', 'gold': 0, 'bad': False}","{'WorkerId': 'AURYD2FH3FUOQ', 'WorkTimeInSeconds': 65.46, 'AssignmentId': '3DHE4R9OCCRKWKRP341TPDJXS76G26', 'HITId': '3FK4G712OCGD44JK1H5FGPJEZINSS3', 'HITTypeId': '31OVKNPS18SQ1D8CFELWYUFRPRPSWA', 'gold': 0, 'bad': False}",0,0,0,0,False,False
cross swords,to fight with another person physically or verbally.,"We crossed swords in our debate, trying to outwit and out-argue each other",0,"{'WorkerId': 'A2LMQ4497NMK3S', 'WorkTimeInSeconds': 142.163, 'AssignmentId': '3NS0A6KXCKOA2VU1SBA7COT4DG5GZE', 'HITId': '3FK4G712OCGD44JK1H5FGPJEZINSS3', 'HITTypeId': '31OVKNPS18SQ1D8CFELWYUFRPRPSWA', 'gold': 0, 'bad': False}","{'WorkerId': 'AKQAI78JTXXC9', 'WorkTimeInSeconds': 45.717, 'AssignmentId': '3B2X28YI3CVCN42FAKLIEF9CSZGB61', 'HITId': '3FK4G712OCGD44JK1H5FGPJEZINSS3', 'HITTypeId': '31OVKNPS18SQ1D8CFELWYUFRPRPSWA', 'gold': 0, 'bad': False}","{'WorkerId': 'AURYD2FH3FUOQ', 'WorkTimeInSeconds': 65.46, 'AssignmentId': '3DHE4R9OCCRKWKRP341TPDJXS76G26', 'HITId': '3FK4G712OCGD44JK1H5FGPJEZINSS3', 'HITTypeId': '31OVKNPS18SQ1D8CFELWYUFRPRPSWA', 'gold': 0, 'bad': False}",0,0,0,0,False,False
knight in shining armour,used to describe someone who saves you from a difficult situation,He was her knight in shining armour when he always knew what to say to make her feel better,0,"{'WorkerId': 'A1HKYY6XI2OHO1', 'WorkTimeInSeconds': 33.601, 'AssignmentId': '32UTUBMZ7WCX2UHGBSTQQ7PB9S8BVT', 'HITId': '3BFF0DJK9CSEJ4WZQHA5QUF0111STS', 'HITTypeId': '31OVKNPS18SQ1D8CFELWYUFRPRPSWA', 'gold': 0, 'bad': False}","{'WorkerId': 'A1I7H6RDJS4EKN', 'WorkTimeInSeconds': 100.561, 'AssignmentId': '3Y4W8Q93LF0QHRF0POKWLXDBCDJVDJ', 'HITId': '3BFF0DJK9CSEJ4WZQHA5QUF0111STS', 'HITTypeId': '31OVKNPS18SQ1D8CFELWYUFRPRPSWA', 'gold': 0, 'bad': False}","{'WorkerId': 'A2LMQ4497NMK3S', 'WorkTimeInSeconds': 144.42, 'AssignmentId': '317HQ483IN8UHXMDFBZG2DZBIFPINR', 'HITId': '3BFF0DJK9CSEJ4WZQHA5QUF0111STS', 'HITTypeId': '31OVKNPS18SQ1D8CFELWYUFRPRPSWA', 'gold': 0, 'bad': False}",0,0,0,0,False,False
graveyard shift,"a period of work, for example in a factory, that begins late at night and ends early in the morning","She works the graveyard shift, meaning she works in a graveyard during the night",1,"{'WorkerId': 'A1HKYY6XI2OHO1', 'WorkTimeInSeconds': 33.601, 'AssignmentId': '32UTUBMZ7WCX2UHGBSTQQ7PB9S8BVT', 'HITId': '3BFF0DJK9CSEJ4WZQHA5QUF0111STS', 'HITTypeId': '31OVKNPS18SQ1D8CFELWYUFRPRPSWA', 'gold': 0, 'bad': False}","{'WorkerId': 'A1I7H6RDJS4EKN', 'WorkTimeInSeconds': 100.561, 'AssignmentId': '3Y4W8Q93LF0QHRF0POKWLXDBCDJVDJ', 'HITId': '3BFF0DJK9CSEJ4WZQHA5QUF0111STS', 'HITTypeId': '31OVKNPS18SQ1D8CFELWYUFRPRPSWA', 'gold': 1, 'bad': False}","{'WorkerId': 'A2LMQ4497NMK3S', 'WorkTimeInSeconds': 144.42, 'AssignmentId': '317HQ483IN8UHXMDFBZG2DZBIFPINR', 'HITId': '3BFF0DJK9CSEJ4WZQHA5QUF0111STS', 'HITTypeId': '31OVKNPS18SQ1D8CFELWYUFRPRPSWA', 'gold': 1, 'bad': False}",0,1,1,1,False,False
born with a silver spoon in mouth,to be born to parents who are rich and have a good social rank,They were born with a silver spoon in mouth,2,"{'WorkerId': 'A1HKYY6XI2OHO1', 'WorkTimeInSeconds': 33.601, 'AssignmentId': '32UTUBMZ7WCX2UHGBSTQQ7PB9S8BVT', 'HITId': '3BFF0DJK9CSEJ4WZQHA5QUF0111STS', 'HITTypeId': '31OVKNPS18SQ1D8CFELWYUFRPRPSWA', 'gold': 0, 'bad': False}","{'WorkerId': 'A1I7H6RDJS4EKN', 'WorkTimeInSeconds': 100.561, 'AssignmentId': '3Y4W8Q93LF0QHRF0POKWLXDBCDJVDJ', 'HITId': '3BFF0DJK9CSEJ4WZQHA5QUF0111STS', 'HITTypeId': '31OVKNPS18SQ1D8CFELWYUFRPRPSWA', 'gold': 0, 'bad': False}","{'WorkerId': 'A2LMQ4497NMK3S', 'WorkTimeInSeconds': 144.42, 'AssignmentId': '317HQ483IN8UHXMDFBZG2DZBIFPINR', 'HITId': '3BFF0DJK9CSEJ4WZQHA5QUF0111STS', 'HITTypeId': '31OVKNPS18SQ1D8CFELWYUFRPRPSWA', 'gold': 2, 'bad': False}",0,0,2,0,False,True
yoke around one's neck,a fatiguing burden.,"He carried a yoke around his neck all these years, suggesting the burden that he's been carrying",0,"{'WorkerId': 'A1HKYY6XI2OHO1', 'WorkTimeInSeconds': 33.601, 'AssignmentId': '32UTUBMZ7WCX2UHGBSTQQ7PB9S8BVT', 'HITId': '3BFF0DJK9CSEJ4WZQHA5QUF0111STS', 'HITTypeId': '31OVKNPS18SQ1D8CFELWYUFRPRPSWA', 'gold': 0, 'bad': False}","{'WorkerId': 'A1I7H6RDJS4EKN', 'WorkTimeInSeconds': 100.561, 'AssignmentId': '3Y4W8Q93LF0QHRF0POKWLXDBCDJVDJ', 'HITId': '3BFF0DJK9CSEJ4WZQHA5QUF0111STS', 'HITTypeId': '31OVKNPS18SQ1D8CFELWYUFRPRPSWA', 'gold': 0, 'bad': False}","{'WorkerId': 'A2LMQ4497NMK3S', 'WorkTimeInSeconds': 144.42, 'AssignmentId': '317HQ483IN8UHXMDFBZG2DZBIFPINR', 'HITId': '3BFF0DJK9CSEJ4WZQHA5QUF0111STS', 'HITTypeId': '31OVKNPS18SQ1D8CFELWYUFRPRPSWA', 'gold': 1, 'bad': False}",0,0,1,0,False,False
rack your brains,put great effort to think of or remember something,I'm racking my brains trying to come up with the perfect solution,0,"{'WorkerId': 'A1HKYY6XI2OHO1', 'WorkTimeInSeconds': 33.601, 'AssignmentId': '32UTUBMZ7WCX2UHGBSTQQ7PB9S8BVT', 'HITId': '3BFF0DJK9CSEJ4WZQHA5QUF0111STS', 'HITTypeId': '31OVKNPS18SQ1D8CFELWYUFRPRPSWA', 'gold': 0, 'bad': False}","{'WorkerId': 'A1I7H6RDJS4EKN', 'WorkTimeInSeconds': 100.561, 'AssignmentId': '3Y4W8Q93LF0QHRF0POKWLXDBCDJVDJ', 'HITId': '3BFF0DJK9CSEJ4WZQHA5QUF0111STS', 'HITTypeId': '31OVKNPS18SQ1D8CFELWYUFRPRPSWA', 'gold': 0, 'bad': False}","{'WorkerId': 'A2LMQ4497NMK3S', 'WorkTimeInSeconds': 144.42, 'AssignmentId': '317HQ483IN8UHXMDFBZG2DZBIFPINR', 'HITId': '3BFF0DJK9CSEJ4WZQHA5QUF0111STS', 'HITTypeId': '31OVKNPS18SQ1D8CFELWYUFRPRPSWA', 'gold': 0, 'bad': False}",0,0,0,0,False,False
pull your socks up,to be determined to work very hard,She needs to pull her socks up because they had been falling down,1,"{'WorkerId': 'A1HKYY6XI2OHO1', 'WorkTimeInSeconds': 29.089, 'AssignmentId': '3KAKFY4PGAINDTT3XSF1TZ15DYY3IW', 'HITId': '304QEQWK040Y537FLY5MME3U711O0F', 'HITTypeId': '31OVKNPS18SQ1D8CFELWYUFRPRPSWA', 'gold': 1, 'bad': False}","{'WorkerId': 'A1QUQ0TV9KVD4C', 'WorkTimeInSeconds': 20.406, 'AssignmentId': '3ERMJ6L4DE8RAVKHKJGJY9K2Z94M70', 'HITId': '304QEQWK040Y537FLY5MME3U711O0F', 'HITTypeId': '31OVKNPS18SQ1D8CFELWYUFRPRPSWA', 'gold': 1, 'bad': False}","{'WorkerId': 'AX8NXTT8QMGHC', 'WorkTimeInSeconds': 31.495, 'AssignmentId': '38F71OA9G9C4POZN22EVM1XJXXOFMY', 'HITId': '304QEQWK040Y537FLY5MME3U711O0F', 'HITTypeId': '31OVKNPS18SQ1D8CFELWYUFRPRPSWA', 'gold': 1, 'bad': False}",1,1,1,1,False,False
