idiom,meaning,instance,label,maxVote,gold_0,gold_1,AssignmentId,WorkerId,TimeMe
fingers crossed,a gesture of crossed fingers used to express good luck,"while making a wish, I was keeping my fingers crossed for added luck",literal,tie,figurative,literal,"['358010RM5U94FXKHGOL8F4G30KPVX1', '37XITHEISCPOJSS5G8KB0U6QEWORC2']","['A38DXFI1TZA295', 'APRZ7BR8C0ZMQ']","[27.3, 89.316]"
fish out of water,to feel uncomfortable in unfamiliar surroundings,he felt like a fish out of water at the formal event,figurative,figurative,figurative,figurative,"['3S06PH7KS7KAVFZ2IA07E96VVY71DH', '3WT783CTPRX13LBGKBYL0F1MWAMBCA']","['A1HKYY6XI2OHO1', 'AKQAI78JTXXC9']","[110.675, 81.809]"
flash in the pan,"something that cannot be repeated, usually a positive concept","his sudden success turned out to be a flash in the pan, as he couldn't maintain it",figurative,figurative,figurative,figurative,"['39LNWE0K4AC7CN6MCCB2G8R5Y0CIUZ', '3T111IHZ5U6MLUL24OAKY45I8BLR9L']","['APRZ7BR8C0ZMQ', 'AX8NXTT8QMGHC']","[68.809, 40.536]"
flash in the pan,"something that cannot be repeated, usually a positive concept","the oil caught fire, creating a flash in the pan while she was cooking",literal,literal,literal,literal,"['3634BBTX04AIT59WHNG3U8Q2ODXFIX', '36U2A8VAGHFFZRGFMGT3W9CVMSCKYA']","['A1HKYY6XI2OHO1', 'A290OV59Q76QC8']","[100.679, 45.876]"
flesh and blood,"This phrase refers to direct family members, people that share a DNA, that is, flesh and blood.",I couldn't believe my own flesh and blood would betray me like that,figurative,figurative,figurative,figurative,"['3WMOAN2SRRDZ336DEIYZH2P5Y6FNV9', '35BLDD71IMDTKSKWH69TCPWE8KNVZY']","['A2LMQ4497NMK3S', 'APRZ7BR8C0ZMQ']","[140.519, 48.56]"
flesh and blood,"This phrase refers to direct family members, people that share a DNA, that is, flesh and blood.",the horror movie showed a scene where my own flesh and blood was exposed after a terrible accident,literal,literal,literal,literal,"['3FK0YFF9PFWCB8FMG9KQRJJIK9HVVY', '3SEPORI8W3F9S4HY6BIXG2I1NANAZD']","['A110KENBXU7SUJ', 'A2LMQ4497NMK3S']","[32.455, 146.45]"
foam at the mouth,be extremely angry,the rabid dog was foaming at the mouth and needed to be isolated,literal,literal,literal,literal,"['3VP0C6EFSWC86V6C19BRSVK6CNFM6I', '3ON104KXQ0CQWKWCMNOZ4V2JEYMW4X']","['A290OV59Q76QC8', 'A38DXFI1TZA295']","[99.163, 27.507]"
foot in mouth,to say something by accident that embarrasses or upsets someone,"during a yoga class, I put my foot in my mouth while attempting a difficult pose",literal,tie,ambiguous,literal,"['3LOZAJ85YTTVI6MFSE1XDZJS3MX2X1', '3X4JMASXC2PH9TG08V515EZLNLP0B6']","['AKQAI78JTXXC9', 'APRZ7BR8C0ZMQ']","[79.347, 48.131]"
foot in the door,succeed with a first step.,"by volunteering at the company, she got a foot in the door for a full-time position",figurative,figurative,figurative,figurative,"['3PW9OPU9P60NS51MLLGQIQFRY7I128', '3V5Q80FXID7J28F18PU96JUOWRX323']","['A290OV59Q76QC8', 'AX8NXTT8QMGHC']","[129.751, 36.688]"
frighten or scare to death,make somebody feel very frightened.,the heart attack caused by the unexpected event scared her to death,literal,tie,literal,figurative,"['308XBLVESYK59N0Z28OGPA08WBORBV', '378XPAWRUSTNXESO67UBG7FBRXKIAN']","['A1HKYY6XI2OHO1', 'AURYD2FH3FUOQ']","[116.625, 94.891]"
frighten or scare to death,make somebody feel very frightened.,the sudden loud noise scared her to death during the movie,figurative,figurative,figurative,figurative,"['39DD6S19J5RCIHYAMGKJCL8S8PKZEW', '3CFVK00FW11O0DOR1XACSI5HCIOL6E']","['A38DXFI1TZA295', 'APRZ7BR8C0ZMQ']","[26.7, 46.645]"
from A to Z,comprehensive,she studied the subject so thoroughly that she learned it from A to Z,figurative,figurative,figurative,figurative,"['3X3OR7WPZFGB4R7FUC7ACW18IDEL80', '3UXUOQ9OKUDQ8UBSNGQEPIP2DHAA7L']","['A1HKYY6XI2OHO1', 'A38DXFI1TZA295']","[103.122, 37.088]"
get out of bed on the wrong side,be very irritable and grouchy,"due to the rearrangement of his room, he accidentally got out of bed on the wrong side and bumped into the wall",literal,literal,literal,literal,"['3NPFYT4IZSKLX0UMRTMMF3DTD52GXY', '32UTUBMZ7WCX2UHGBSTQQ7PBHH1VBS']","['A1HKYY6XI2OHO1', 'A38DXFI1TZA295']","[126.349, 31.942]"
get over it,accept something and move on,"after a few weeks of sadness, she finally got over it and moved on",figurative,figurative,figurative,figurative,"['3U088ZLJV099XWEB3M1XSSC6XM6W0H', '3LS2AMNW5V6PGGA8TY42Q4Q27O5QOX']","['A38DXFI1TZA295', 'AX8NXTT8QMGHC']","[54.828, 41.812]"
get over it,accept something and move on,he finally got over it by climbing the fence,literal,tie,ambiguous,literal,"['3CN4LGXD5D4ULPRC1O6NPSNZP6MY4Y', '3P1L2B7ADH5EPJUV1TW69IR8XIILO3']","['A110KENBXU7SUJ', 'A1HKYY6XI2OHO1']","[27.433, 126.192]"
get the wrong end of the stick,to understand something in the wrong way,he misunderstood the situation and got the wrong end of the stick,figurative,figurative,figurative,figurative,"['337RC3OW0LI9F33S25IK4ALGTBFLV5', '34X6J5FLP9EBF5JBDLCXI89G8UVQJE']","['A1HKYY6XI2OHO1', 'AKQAI78JTXXC9']","[108.09, 31.38]"
get to the bottom,to find out the truth relating to a situation,the diver had to get to the bottom of the issue to retrieve the sunken treasure,literal,tie,literal,discard,"['3Z7EFSHGNPU8GOEHP7Q3PCSEFD9XC4', '3FPRZHYEPENSZZD3WZEK8ORZTPOV31']","['A1HKYY6XI2OHO1', 'AURYD2FH3FUOQ']","[125.531, 72.505]"
get your goat,irritate somebody,his constant teasing finally got your goat and made you angry,figurative,figurative,figurative,figurative,"['3VNXK88KKSYEE12JD8FUZ1ULTHYV9I', '3A7Y0R2P244VO2KNZZ7PCG595XIXJI']","['A290OV59Q76QC8', 'AX8NXTT8QMGHC']","[46.391, 49.953]"
get your goat,irritate somebody,the farmer got your goat from the pen and brought it to you,literal,literal,literal,literal,"['3DH6GAKTYE5AOMF1MHWDJO08Q1PZYB', '3R0T90IZ18SXU2JR0XQZ1QSJCNDGCV']","['A1HKYY6XI2OHO1', 'AX8NXTT8QMGHC']","[109.375, 31.912]"
gets it out of his system,get rid of a strong emotion or desire by expressing it openly or trying to fulfill it,he needs to vent his frustrations to gets it out of his system,figurative,figurative,figurative,figurative,"['3U0SRXB7CTL7AWPW5YTPG502D02NRG', '3P529IW9KE1KJ6H22QDGMOIU5HRLFH']","['A1HKYY6XI2OHO1', 'AURYD2FH3FUOQ']","[116.593, 53.127]"
getting my fingers burnt,"to suffer unpleasant results of an action, especially loss of money, so you do not want to do the same thing again","while trying to light the candle, I ended up getting my fingers burnt",literal,literal,literal,literal,"['34J10VATJVEFKUZ5V3RX67UGVF6QI2', '3QECW5O0KXHG0MWI5N2YM31YA0ZT59']","['A290OV59Q76QC8', 'A2LMQ4497NMK3S']","[39.859, 122.763]"
give a shot,to have a try at something,"even though he was nervous, he gave it a shot and presented his idea to the team",figurative,figurative,figurative,figurative,"['3EKVH9QMEEKHK0HY1E0LJSG0N4KD29', '3ZAZR5XV0HYXLJEWQPEOMX8PND7ZC3']","['AKQAI78JTXXC9', 'APRZ7BR8C0ZMQ']","[112.571, 172.899]"
give a shot,to have a try at something,the nurse gave it a shot of vaccine to the patient,literal,literal,literal,literal,"['3X3OR7WPZFGB4R7FUC7ACW18IDEL80', '3UXUOQ9OKUDQ8UBSNGQEPIP2DHAA7L']","['A1HKYY6XI2OHO1', 'A38DXFI1TZA295']","[103.122, 37.088]"
give it a whirl,to try something new.,he gave it a whirl by spinning the wheel at the carnival game,literal,literal,literal,literal,"['3TMSXRD2XMG94LZTZ55X6XVG2ECW1K', '32KTQ2V7RTVVOE8AZGE3C5B82ONM9T']","['A38DXFI1TZA295', 'APRZ7BR8C0ZMQ']","[34.797, 40.846]"
glass ceiling,"an unseen (glass) barrier for women and people who belong to minority groups in climbing up the corporate, political or the ladder of success regardless of whether they are qualified for the job","while installing the chandelier, he accidentally hit the glass ceiling and shattered it",literal,literal,literal,literal,"['3OONKJ5DKSZ2CA8JAG7CVFV3LO4OBJ', '3ZGVPD4G69XE70G7CB9EB78TBZ7ZTM']","['A110KENBXU7SUJ', 'A2LMQ4497NMK3S']","[28.331, 143.753]"
go down in flames,to fail spectacularly,the aircraft went down in flames after being struck by lightning,literal,literal,literal,literal,"['30LSNF239ABYSBXKTS1WAPWDF9TI2H', '3OHYZ19UGSLXT03R427G04BX36JOAO']","['A290OV59Q76QC8', 'A38DXFI1TZA295']","[58.203, 26.523]"
go steady,have a romantic relationship with someone,"during the balance exercise, they decided to go steady and avoid sudden movements",literal,literal,literal,literal,"['3HRMW88U1M6DSKKXZKVAJUAFZKT0MV', '3E7TUJ2EGS2SKK2XMNF0TFOETAUD91']","['A110KENBXU7SUJ', 'AX8NXTT8QMGHC']","[20.655, 47.281]"
go the extra mile,to make an extra effort,"during the marathon, he went the extra mile by mistake due to a wrong turn",literal,literal,literal,literal,"['3SB5N7Y3OJKD0AOBOHXF6PQI3YH0GN', '3ZSANO2JCVN7NJCSMZAHYAWPXBZFSP']","['A290OV59Q76QC8', 'APRZ7BR8C0ZMQ']","[53.075, 47.567]"
go through a rough patch,to experience a lot of problems in a period of life,"after losing her job, she was going through a rough patch in her life",figurative,figurative,figurative,figurative,"['3OF2M9AATW4F4HQKI2VMAGLXSMGKZ1', '3NLZY2D5355HAV7BG6OAYNM8CJ0QLG']","['A1HKYY6XI2OHO1', 'A2LMQ4497NMK3S']","[116.47, 146.337]"
go through the roof,to become very angry,his anger went through the roof when he found out about the betrayal,figurative,figurative,figurative,figurative,"['3634BBTX04AIT59WHNG3U8Q2ODXIF0', '37QW5D2ZRW2Y8425EL4BOIF3A7MS8L']","['A110KENBXU7SUJ', 'A2LMQ4497NMK3S']","[57.07, 148.37]"
goose egg,zero,"despite her efforts in the competition, she scored a goose egg and felt disappointed",figurative,figurative,figurative,figurative,"['3634BBTX04AIT59WHNG3U8Q2ODXIF0', '37QW5D2ZRW2Y8425EL4BOIF3A7MS8L']","['A110KENBXU7SUJ', 'A2LMQ4497NMK3S']","[57.07, 148.37]"
got in his hair,to annoy someone so much that they cannot get on with what they are doing,the confetti from the party got in his hair and took a while to remove,literal,literal,literal,literal,"['37W3JXSD6MO6URAWBUC6KK6Q9ZLWYI', '3P59JYT7610O1PDVN400OWYMQQ92TI']","['A290OV59Q76QC8', 'APRZ7BR8C0ZMQ']","[90.633, 78.64]"
got it made,"to be certain to be successful and have a good life, often without much effort:","after assembling the furniture, they've got it made and ready for use",literal,literal,literal,literal,"['3Z7EFSHGNPU8GOEHP7Q3PCSEFD9XC4', '3FPRZHYEPENSZZD3WZEK8ORZTPOV31']","['A1HKYY6XI2OHO1', 'AURYD2FH3FUOQ']","[125.531, 72.505]"
got off your back,to be annoyed and ask someone to stop finding faults or criticize you,the cat finally got off your back when you stood up,literal,literal,literal,literal,"['3FTOP5WARV4NRCECWNII32IYVQXJ09', '3V26SBZTBTUATCP6I3YWXV9AWVTZZ2']","['A2LMQ4497NMK3S', 'AX8NXTT8QMGHC']","[148.837, 37.481]"
got off your back,to be annoyed and ask someone to stop finding faults or criticize you,"when you completed the project, your boss finally got off your back",figurative,figurative,figurative,figurative,"['3X31TUMD7D2TTRNUVRYVXME0478L1G', '3OS46CRSLVFRWI0LF1CIFR3J3GQV67']","['AURYD2FH3FUOQ', 'AX8NXTT8QMGHC']","[69.712, 73.805]"
got somebody's goat,to annoy or irritate someone,the farmer next door got his goat when it wandered into their yard,literal,tie,literal,discard,"['3KB8R4ZV1UNEKXRLMXU4Q6M1U2EBGK', '3TXD01ZLDKXD4G77RN9YM7HMTICU4X']","['A38DXFI1TZA295', 'AX8NXTT8QMGHC']","[24.505, 40.978]"
got the slap on the wrist,got small punishment when a more severe punishment is deserved,he got the slap on the wrist for being late to work,figurative,figurative,figurative,figurative,"['3YMTUJH0D8WY43SIRIJOHBVKA454TG', '3URFVVM16LYT7DVWCGZOG3UVUDEZUD']","['A1HKYY6XI2OHO1', 'AURYD2FH3FUOQ']","[102.007, 222.613]"
green around the gills,Someone who looks sick or nauseated.,"after the roller coaster ride, he was looking green around the gills from nausea",figurative,figurative,figurative,figurative,"['3E1QT0TDF5P9EQZ999AXKG9G19L8IA', '37UQDCYH6DBA0IEQYBHAL53FYRAV76']","['AKQAI78JTXXC9', 'APRZ7BR8C0ZMQ']","[106.53, 42.027]"
green around the gills,Someone who looks sick or nauseated.,the makeup artist painted him to be looking green around the gills for the alien costume,literal,literal,literal,literal,"['32N49TQG3WYSJKCO5ETUVW55ZZGVAX', '3VZLGYJEY1QLOHPRHLAB0ATZOVVZX5']","['A38DXFI1TZA295', 'AURYD2FH3FUOQ']","[30.81, 63.801]"
had your chips,when someone has completely failed in what they set out to achieve,"after losing the game, it was clear you had your chips",figurative,figurative,figurative,figurative,"['30LSNF239ABYSBXKTS1WAPWDF9TI2H', '3OHYZ19UGSLXT03R427G04BX36JOAO']","['A290OV59Q76QC8', 'A38DXFI1TZA295']","[58.203, 26.523]"
halfway house,"mid-point in recovery, treatment, or progress","after being released from prison, he was staying at the halfway house to transition back into society",literal,tie,figurative,literal,"['3NAPMVF0ZCV13RGOA1XZJ0641TI276', '373ERPL3Y4O559UG2UF1P46U2IOTRN']","['A38DXFI1TZA295', 'APRZ7BR8C0ZMQ']","[25.274, 82.477]"
halfway house,"mid-point in recovery, treatment, or progress",the compromise solution was like staying at the halfway house for both parties,figurative,tie,figurative,discard,"['3QAVNHZ3E2KPNF0URARO8N7381ELA4', '3JWH6J9I98TKUP87917ZGQVYVE0BNS']","['A110KENBXU7SUJ', 'APRZ7BR8C0ZMQ']","[37.111, 86.87]"
hammer and tongs,"to argue fiercely, with a lot of energy and noise",they went at it hammer and tongs during the heated debate,figurative,figurative,figurative,figurative,"['3FIJLY1B6AKAARW0UI6N35REARSFP9', '3KRVW3HTZ31DTT498MEUT0GYUCBSM9']","['AKQAI78JTXXC9', 'AX8NXTT8QMGHC']","[35.085, 35.864]"
happy camper,to be content or satisfied with what is happening in your lifes and have no complaints,"when the tent collapsed, he was not a happy camper at the campsite",literal,tie,figurative,literal,"['3EQHHY4HQ88CVHACLN3RNKM9K6S5GD', '3B837J3LD4C4Q9H1DUABFZA80ZASRX']","['A110KENBXU7SUJ', 'APRZ7BR8C0ZMQ']","[19.442, 59.301]"
have a big mouth,one who gossips more or says things that are meant to be kept secret,he has a big mouth and can't keep a secret,figurative,figurative,figurative,figurative,"['36V4Q8R5Z0G1GDPWGIPPY01XCOQQMI', '3KOPY89HMOIJ84D9FA0150G5Y2HJ34']","['A1HKYY6XI2OHO1', 'APRZ7BR8C0ZMQ']","[106.706, 81.902]"
have a soft spot,to like someone very much,"despite her tough exterior, she has a soft spot for kittens and always takes care of them",figurative,figurative,figurative,figurative,"['3JNQLM5FTK20IC5QEVY925O5WDML2X', '35BLDD71IMDTKSKWH69TCPWE8KNZV2']","['A1HKYY6XI2OHO1', 'AX8NXTT8QMGHC']","[108.011, 59.853]"
have a soft spot,to like someone very much,the veterinarian has a soft spot for kittens in her clinic where they can rest comfortably,literal,literal,literal,literal,"['3JNQLM5FTK20IC5QEVY925O5WDML2X', '35BLDD71IMDTKSKWH69TCPWE8KNZV2']","['A1HKYY6XI2OHO1', 'AX8NXTT8QMGHC']","[108.011, 59.853]"
have clean hands,to be innocent; to be free of any wrongdoing,"as a surgeon, she maintained clean hands throughout the process by following strict hygiene protocols",literal,literal,literal,literal,"['37FMASSAYS7SGOXGCLU7BIZH9F5IBI', '3SUWZRL0METAU7EZKBN8FNFX3LP6EE']","['A290OV59Q76QC8', 'A38DXFI1TZA295']","[51.696, 71.372]"
have clean hands,to be innocent; to be free of any wrongdoing,"despite the corruption around her, she maintained clean hands throughout the process by refusing to participate in any dishonest activities",figurative,figurative,figurative,figurative,"['3L70J4KAZW26P3C2ETT0PAZYZSCDAG', '3C5W7UE9CV6LPAQ82WKHS8XQ9RDXMM']","['AURYD2FH3FUOQ', 'AX8NXTT8QMGHC']","[72.112, 48.882]"
have no truck with,avoid dealing or being associated with,I decided to have no truck with them after they betrayed my trust,figurative,figurative,figurative,figurative,"['36V4Q8R5Z0G1GDPWGIPPY01XCOQQMI', '3KOPY89HMOIJ84D9FA0150G5Y2HJ34']","['A1HKYY6XI2OHO1', 'APRZ7BR8C0ZMQ']","[106.706, 81.902]"
have no truck with,avoid dealing or being associated with,the delivery company said they have no truck with them to transport our goods,literal,literal,literal,literal,"['3LO69W1SUJTQX6DXDAJY49I66WRLGG', '3ND9UOO810IMUS3XSFNGQC4U0KHLWF']","['A110KENBXU7SUJ', 'A2LMQ4497NMK3S']","[33.192, 151.904]"
head above water,to succeed to survive in bad financial situations,"despite the workload, she was keeping her head above water by staying organized",figurative,figurative,figurative,figurative,"['36V4Q8R5Z0G1GDPWGIPPY01XCOQQMI', '3KOPY89HMOIJ84D9FA0150G5Y2HJ34']","['A1HKYY6XI2OHO1', 'APRZ7BR8C0ZMQ']","[106.706, 81.902]"
hide light under a bushel,to show modesty towards something or someone,"during the game of hide and seek, he was hiding light under a bushel to avoid being found",literal,literal,literal,literal,"['3S4AW7T80RYALQKDI9HXVKL3GRIL4T', '3AAJC4I4FW8KTXK20HVA91LKDXGZJH']","['APRZ7BR8C0ZMQ', 'AX8NXTT8QMGHC']","[49.837, 52.081]"
high up,to have an important standing in society,the mountain peak was so high up that it was covered in snow,literal,literal,literal,literal,"['3S4AW7T80RYALQKDI9HXVKL3GRK4LE', '3AMYWKA6YR2W6YROEPQ4KZ9B7NTO6Y']","['A38DXFI1TZA295', 'AX8NXTT8QMGHC']","[30.896, 35.2]"
hit the bull's-eye,to be exactly right about something or achieve the best result possible,"with a steady hand, she aimed and hit the bull's-eye on the target",literal,literal,literal,literal,"['3WYGZ5XF3CVI3546NA1EENOU57GSK4', '3AZHRG4CUK0C6YCNT2QVNV19ZTC30I']","['A2LMQ4497NMK3S', 'APRZ7BR8C0ZMQ']","[145.245, 43.703]"
hit the nail on the head,be accurately right about something,"with a single swing of the hammer, he hit the nail on the head and drove it into the wood",literal,literal,literal,literal,"['3MD9PLUKKYUGCNBNFFN22821MHLNZ9', '37TRT2X2467OBZHMU3F7NJEHMUVJBW']","['A1HKYY6XI2OHO1', 'A290OV59Q76QC8']","[101.644, 94.251]"
hit the road,depart,we decided to hit the road together for a cross-country adventure,figurative,figurative,figurative,figurative,"['3QFUFYSY9EVOLYAHWYEZ07GJJVXF4J', '3RXCAC0YI75VIZTEJLAUZ4W0MWT8GI']","['A1HKYY6XI2OHO1', 'APRZ7BR8C0ZMQ']","[118.974, 61.116]"
hit the roof,experience sudden anger,the ball hit the roof unexpectedly when he threw it too high,literal,literal,literal,literal,"['354P56DE90JU8QXM4GC5AIJ8ZNGS7Y', '3H0W84IWB0I3GQCJCZQ6QI6TZ81REV']","['AURYD2FH3FUOQ', 'AX8NXTT8QMGHC']","[57.272, 41.765]"
hit the sack,to go to bed,"during the pillow fight, she decided to hit the sack and send feathers flying",literal,literal,literal,literal,"['35GCEFQ6IL498JIDXW3NTU4VH0UZ35', '3300DTYQTIX34PXJZK16LSWO3M0QEU']","['AKQAI78JTXXC9', 'AX8NXTT8QMGHC']","[78.272, 41.497]"
hold tongue,to keep quiet when one would rather speak,"during the dental examination, they held their tongue to the side so the dentist could see better",literal,literal,literal,literal,"['3LO69W1SUJTQX6DXDAJY49I66WRLGG', '3ND9UOO810IMUS3XSFNGQC4U0KHLWF']","['A110KENBXU7SUJ', 'A2LMQ4497NMK3S']","[33.192, 151.904]"
hold your horses,to wait,"as a carriage driver, it's important to hold your horses for a moment when stopping at an intersection",literal,literal,literal,literal,"['337RC3OW0LI9F33S25IK4ALGTBFLV5', '34X6J5FLP9EBF5JBDLCXI89G8UVQJE']","['A1HKYY6XI2OHO1', 'AKQAI78JTXXC9']","[108.09, 31.38]"
hold your horses,to wait,"before you jump to conclusions, hold your horses for a moment and listen to my explanation",figurative,figurative,figurative,figurative,"['3S06PH7KS7KAVFZ2IA07E96VVY71DH', '3WT783CTPRX13LBGKBYL0F1MWAMBCA']","['A1HKYY6XI2OHO1', 'AKQAI78JTXXC9']","[110.675, 81.809]"
hot potato,any subject which several folks are talking about and which is frequently argued,"during the picnic, she handled the hot potato carefully to avoid burning her fingers",literal,literal,literal,literal,"['33TIN5LC0KQVIVXOIJ2E60YFBY0Y9U', '31QNSG6A579CP6IDQI60TRJ7NTA87F']","['A38DXFI1TZA295', 'APRZ7BR8C0ZMQ']","[59.845, 75.321]"
