idiom,meaning,intended_ambiguous,intended_figurative,intended_literal,num_reprompt,pron_converted,intended_ambiguous_old,intended_figurative_old,intended_literal_old,annotations_ambiguous_old,annotations_figurative_old,annotations_literal_old,well_formed_old,maxvote_id_old,maxvote_ambiguous_old,maxvote_figurative_old,maxvote_literal_old
find feet,become familiar with a new situation,she found her feet in the new environment,"after a few weeks, she found her feet in the new environment and became more confident","after being blindfolded, she found her feet in the new environment by touching the ground",0,True,John is finding his feet,John is finding his feet in the new job,John is finding his feet while navigating the maze,"['figurative', 'ambiguous', 'figurative']","['figurative', 'figurative', 'figurative']","['figurative', 'figurative', 'literal']",False,figurative : figurative : figurative,figurative,figurative,figurative
fingers and thumbs,to be clumsy and not very skilled with your hands,all fingers and thumbs,"when it comes to knitting, I'm all fingers and thumbs",the hand puppet was all fingers and thumbs with no other features,0,False,He was fumbling with his fingers and thumbs,He was fumbling with his fingers and thumbs trying to make a decision,He was fumbling with his fingers and thumbs attempting to tie a knot,"['figurative', 'literal', 'literal']","['figurative', 'figurative', 'figurative']","['literal', 'ambiguous', 'literal']",False,literal : figurative : literal,literal,figurative,literal
fingers crossed,a gesture of crossed fingers used to express good luck,keeping my fingers crossed,I'm keeping my fingers crossed for good news about the job offer,"while making a wish, I was keeping my fingers crossed for added luck",0,False,I'm keeping my fingers crossed,I'm keeping my fingers crossed that the job interview will go well,I'm keeping my fingers crossed to ward off any possible bad luck,"['ambiguous', 'ambiguous', 'ambiguous']","['figurative', 'figurative', 'ambiguous']","['figurative', 'ambiguous', 'ambiguous']",False,ambiguous : figurative : ambiguous,ambiguous,figurative,ambiguous
first light,the time when the light begins to appear in the morning,at first light,he started his daily workout at first light to seize the day,"the sun began to rise, and we could see at first light the beautiful landscape",0,False,She saw him at first light,She saw him at first light and couldn't believe how he had changed,She saw him at first light and followed his silhouette,"['ambiguous', 'ambiguous', 'ambiguous']","['figurative', 'ambiguous', 'figurative']","['literal', 'literal', 'ambiguous']",True,ambiguous : figurative : literal,ambiguous,figurative,literal
fish out of water,to feel uncomfortable in unfamiliar surroundings,like a fish out of water,he felt like a fish out of water at the formal event,the poor creature flopped around like a fish out of water when it was accidentally dropped on the floor,0,False,He was a fish out of water,He was a fish out of water in this new and unfamiliar environment,He was a fish out of water since the stream had dried up,"['ambiguous', 'ambiguous', 'ambiguous']","['figurative', 'figurative', 'figurative']","['literal', 'literal', 'literal']",True,ambiguous : figurative : literal,ambiguous,figurative,literal
flash in the pan,"something that cannot be repeated, usually a positive concept",a flash in the pan,"his sudden success turned out to be a flash in the pan, as he couldn't maintain it","the oil caught fire, creating a flash in the pan while she was cooking",0,False,The party was a flash in the pan,The party was a flash in the pan as it was quickly over and forgotten,The party was a flash in the pan as the fireworks they set went off in an instant,"['figurative', 'figurative', 'figurative']","['figurative', 'figurative', 'figurative']","['ambiguous', 'figurative', 'figurative']",False,figurative : figurative : figurative,figurative,figurative,figurative
flesh and blood,"This phrase refers to direct family members, people that share a DNA, that is, flesh and blood.",my own flesh and blood,I couldn't believe my own flesh and blood would betray me like that,the horror movie showed a scene where my own flesh and blood was exposed after a terrible accident,0,False,They are my flesh and blood,"They are my flesh and blood, no matter how far apart we may be","They are my flesh and blood, so I should take care of them","['ambiguous', 'ambiguous', 'figurative']","['figurative', 'figurative', 'figurative']","['figurative', 'figurative', 'ambiguous']",False,ambiguous : figurative : figurative,ambiguous,figurative,figurative
flog a dead horse,waste energy on something that has no chance of succeeding,flogging a dead horse,arguing about the same issue over and over again was like flogging a dead horse,the man in the strange painting was flogging a dead horse in the field,0,False,Let's not flog a dead horse,Let's not flog a dead horse discussing the same thing again.',Let's not flog a dead horse since it is already dead,"['ambiguous', 'ambiguous', 'ambiguous']","['figurative', 'figurative', 'figurative']","['ambiguous', 'literal', 'literal']",True,ambiguous : figurative : literal,ambiguous,figurative,literal
foam at the mouth,be extremely angry,was foaming at the mouth,he was foaming at the mouth when he found out about the betrayal,the rabid dog was foaming at the mouth and needed to be isolated,0,True,The dog was foaming at the mouth,"The dog was foaming at the mouth when he saw the cat, implying he was ready to attack",The dog was foaming at the mouth because he was sick,"['literal', 'ambiguous', 'literal']","['literal', 'ambiguous', 'literal']","['literal', 'literal', 'literal']",False,literal : literal : literal,literal,literal,literal
foot in mouth,to say something by accident that embarrasses or upsets someone,I put my foot in my mouth,I put my foot in my mouth when I accidentally insulted her cooking,"during a yoga class, I put my foot in my mouth while attempting a difficult pose",0,True,He put his foot in his mouth,He put his foot in his mouth when he said the wrong thing to his boss,He put his foot in his mouth as he was trying to see what it tasted like,"['ambiguous', 'ambiguous', 'ambiguous']","['figurative', 'figurative', 'ambiguous']","['literal', 'literal', 'literal']",True,ambiguous : figurative : literal,ambiguous,figurative,literal
foot in the door,succeed with a first step.,got a foot in the door,"by volunteering at the company, she got a foot in the door for a full-time position","when the door was closing, he quickly got a foot in the door to prevent it from shutting",0,False,He got his foot in the door,He got his foot in the door when he applied for the job,He got his foot in the door by wedging his foot between the frame and door,"['ambiguous', 'ambiguous', 'ambiguous']","['figurative', 'figurative', 'figurative']","['literal', 'literal', 'literal']",True,ambiguous : figurative : literal,ambiguous,figurative,literal
frighten or scare to death,make somebody feel very frightened.,scared her to death,the sudden loud noise scared her to death during the movie,the heart attack caused by the unexpected event scared her to death,0,False,She was frightened to death,She was frightened to death when she heard the loud clap of thunder,She was frightened to death when her doctor told her the results of her tests,"['ambiguous', 'ambiguous', 'ambiguous']","['ambiguous', 'figurative', 'ambiguous']","['figurative', 'figurative', 'figurative']",False,ambiguous : ambiguous : figurative,ambiguous,ambiguous,figurative
