idiom,instance,label,meaning,gold,revision,TimeMe,AssignmentId,WorkerId,gold_0,revision_0,gold_1,revision_1,gold_2,revision_2,gold_3,revision_3,maxVote
black sheep,"among the white ones, there was the black sheep in their midst grazing in the field",literal,a disgrace,"[1, 1, 1, 1]","['{}', '{}', '{}', '{}']","[137.292, 66.85, 161.907, 77.139]","['3HQUKB7LNVU2B6PI6VMIXH103JPHH5', '3EJJQNKU97LF003L20YCBL36QSNRHC', '3CTOC39K3N619NEWHM3RIHSL28ZJ7C', '3W2LOLRXLRV62Q4T8L19ODJYI9RKR9']","['A1HKYY6XI2OHO1', 'A290OV59Q76QC8', 'A2LMQ4497NMK3S', 'AURYD2FH3FUOQ']",literal,{},literal,{},literal,{},literal,{},literal
mind your own business,were minding their own business,ambiguous,to look into your own matter,"[2, 2, 0, 2]","['{}', '{}', 'they were minding their own business', '{}']","[41.726, 73.745, 187.386, 322.942]","['3QAVNHZ3E2KPNF0URARO8N7371PLAE', '3QJOXOW4XZ7CJAZR7RUP4JCJSLWMEV', '3URFVVM16LYT7DVWCGZOG3UVTD7UZ0', '3IAS3U3I0VWO53JENI9FO2S0JJ12BJ']","['A290OV59Q76QC8', 'A2A6FH0F7LD9ND', 'A2LMQ4497NMK3S', 'A38DXFI1TZA295']",ambiguous,{},ambiguous,{},figurative,they were minding their own business,ambiguous,{},ambiguous
have a soft spot,the veterinarian has a soft spot for kittens in her clinic where they can rest comfortably,literal,to like someone very much,"[1, 1, 1, 1]","['{}', '{}', '{}', '{}']","[136.665, 42.815, 38.597, 72.121]","['34S6N1K2ZBZ4X288XG1GP9U7K0YHLC', '3NPFYT4IZSKLX0UMRTMMF3DTC9VXGF', '36AHBNMV17S7LLA5UZ7GSWH51NBDYT', '3RGU30DZTQOKUQLJLS5G1ZPBXXTJMM']","['A1HKYY6XI2OHO1', 'A290OV59Q76QC8', 'A2A6FH0F7LD9ND', 'AURYD2FH3FUOQ']",literal,{},literal,{},literal,{},literal,{},literal
black book,"after betraying his trust, she was found in the black book of his memories",figurative,a book containing a list of secret contacts,"[0, 2, 0, 2]","['{}', '{}', '{}', '{}']","[139.772, 98.897, 129.891, 1423.322]","['3VHHR074HJX74D2WK7F4YW5D6X4L7G', '3KAKFY4PGAINDTT3XSF1TZ15KRMI3S', '3KIBXJ1WDLA35DCDGTK5UIET7M7KO0', '32RIADZIS8KXP3F32IEY76ZY7PKS4F']","['A1HKYY6XI2OHO1', 'A290OV59Q76QC8', 'A2LMQ4497NMK3S', 'A3CGQOJC28OVGN']",figurative,{},ambiguous,{},figurative,{},ambiguous,{},discard
dead duck,a dead duck in the situation,ambiguous,a project or scheme which has been abandoned or is certain to fail,"[2, 2, 0, 2]","['{}', '{}', '{}', '{}']","[41.726, 73.745, 187.386, 322.942]","['3QAVNHZ3E2KPNF0URARO8N7371PLAE', '3QJOXOW4XZ7CJAZR7RUP4JCJSLWMEV', '3URFVVM16LYT7DVWCGZOG3UVTD7UZ0', '3IAS3U3I0VWO53JENI9FO2S0JJ12BJ']","['A290OV59Q76QC8', 'A2A6FH0F7LD9ND', 'A2LMQ4497NMK3S', 'A38DXFI1TZA295']",ambiguous,{},ambiguous,{},figurative,{},ambiguous,{},ambiguous
jobs for the boys,the summer camp was giving jobs for the boys to help them earn some pocket money,literal,work that someone in an important position gives to their friends or relations,"[1, 1, 1, 1]","['{}', '{}', '{}', '{}']","[141.383, 45.108, 69.145, 64.217]","['3ZDAD0O1THTP25GSBTLTEMSI234TXL', '31HQ4X3T38QTNBMO8ADFTN19TBFSL8', '3MAOD8E576QR7SB8EXZH5NMQDLIXNO', '3M1CVSFP6GL0ECG7JFZKP96XHBVQAZ']","['A1HKYY6XI2OHO1', 'A290OV59Q76QC8', 'A2A6FH0F7LD9ND', 'AURYD2FH3FUOQ']",literal,{},literal,{},literal,{},literal,{},literal
tip of the iceberg,just the tip of the iceberg,ambiguous,to only know a very small part of the problem,"[2, 2, 0, 0]","['{}', '{}', 'The terrible headline I glimpsed early about the debacle was the tip of the iceberg.', 'The story just the tip of the iceberg.']","[118.267, 146.727, 211.249, 86.071]","['3XUHV3NRV0EQVD5N5TL98KYAY6XH5F', '3OCHAWUVG40QZMQ5HK71DV5MJMAXK8', '3CN4LGXD5D4ULPRC1O6NPSNZO6EY4P', '3HRMW88U1M6DSKKXZKVAJUAFYKNM0A']","['A1HKYY6XI2OHO1', 'A2LMQ4497NMK3S', 'APRZ7BR8C0ZMQ', 'AX8NXTT8QMGHC']",ambiguous,{},ambiguous,{},figurative,The terrible headline I glimpsed early about the debacle was the tip of the iceberg.,figurative,The story just the tip of the iceberg.,discard
takes two to tango,"in a dance competition, the judges reminded the participants that it takes two to tango",literal,certain actions or activities cannot be performed alone - they  need two people to participate,"[1, 1, 1, 2]","['{}', '{}', '{}', '{}']","[136.665, 42.815, 38.597, 72.121]","['34S6N1K2ZBZ4X288XG1GP9U7K0YHLC', '3NPFYT4IZSKLX0UMRTMMF3DTC9VXGF', '36AHBNMV17S7LLA5UZ7GSWH51NBDYT', '3RGU30DZTQOKUQLJLS5G1ZPBXXTJMM']","['A1HKYY6XI2OHO1', 'A290OV59Q76QC8', 'A2A6FH0F7LD9ND', 'AURYD2FH3FUOQ']",literal,{},literal,{},literal,{},ambiguous,{},literal
drop by,drop by the store,ambiguous,an informal visit,"[2, 0, 0, 0]","['{}', '{}', 'Dwayne dropped by, and left a cake for you.', 'He drop by the store']","[118.267, 146.727, 211.249, 86.071]","['3XUHV3NRV0EQVD5N5TL98KYAY6XH5F', '3OCHAWUVG40QZMQ5HK71DV5MJMAXK8', '3CN4LGXD5D4ULPRC1O6NPSNZO6EY4P', '3HRMW88U1M6DSKKXZKVAJUAFYKNM0A']","['A1HKYY6XI2OHO1', 'A2LMQ4497NMK3S', 'APRZ7BR8C0ZMQ', 'AX8NXTT8QMGHC']",ambiguous,{},figurative,{},figurative,"Dwayne dropped by, and left a cake for you.",figurative,He drop by the store,figurative
a trip to the sun,planned a trip to the sun,ambiguous,something which is very unlikely,"[0, 2, 0, 2]","['{}', '{}', ""She laughed and said, sure, you'll get an A, it'll be like a trip to the sun."", '{}']","[118.267, 146.727, 211.249, 86.071]","['3XUHV3NRV0EQVD5N5TL98KYAY6XH5F', '3OCHAWUVG40QZMQ5HK71DV5MJMAXK8', '3CN4LGXD5D4ULPRC1O6NPSNZO6EY4P', '3HRMW88U1M6DSKKXZKVAJUAFYKNM0A']","['A1HKYY6XI2OHO1', 'A2LMQ4497NMK3S', 'APRZ7BR8C0ZMQ', 'AX8NXTT8QMGHC']",figurative,{},ambiguous,{},figurative,"She laughed and said, sure, you'll get an A, it'll be like a trip to the sun.",ambiguous,{},discard
ball and chain,he felt like he was carrying a ball and chain with his overwhelming responsibilities,figurative,a burden or problem that ties you down and prevents you from doing what you want,"[0, 0, 1, 0]","['{}', '{}', '{}', '{}']","[141.383, 45.108, 69.145, 64.217]","['3ZDAD0O1THTP25GSBTLTEMSI234TXL', '31HQ4X3T38QTNBMO8ADFTN19TBFSL8', '3MAOD8E576QR7SB8EXZH5NMQDLIXNO', '3M1CVSFP6GL0ECG7JFZKP96XHBVQAZ']","['A1HKYY6XI2OHO1', 'A290OV59Q76QC8', 'A2A6FH0F7LD9ND', 'AURYD2FH3FUOQ']",figurative,{},figurative,{},literal,{},figurative,{},figurative
take a beating,the old punching bag took a beating during the intense workout session,literal,to be defeated in doing something and be reprimanded for the same,"[1, 1, 1, 1]","['{}', '{}', '{}', '{}']","[120.758, 95.358, 94.857, 243.453]","['39L1G8WVW67CDNX5PLUV10KJ3PD13L', '3G0WWMR1UB07YVAWSJ4PBFQXGIUNQG', '39N5ACM9HU319H5NRW6VT9536XTP9U', '3NPI0JQDA4LKTWE1P2BCK96F04UPTS']","['A1HKYY6XI2OHO1', 'A290OV59Q76QC8', 'A2A6FH0F7LD9ND', 'AURYD2FH3FUOQ']",literal,{},literal,{},literal,{},literal,{},literal
catch up,I had to run faster to catch up with her during the race,literal,"to get to the same level, standard, or status as something or someone","[1, 2, 1, 1]","['{}', '{}', '{}', '{}']","[136.665, 42.815, 38.597, 72.121]","['34S6N1K2ZBZ4X288XG1GP9U7K0YHLC', '3NPFYT4IZSKLX0UMRTMMF3DTC9VXGF', '36AHBNMV17S7LLA5UZ7GSWH51NBDYT', '3RGU30DZTQOKUQLJLS5G1ZPBXXTJMM']","['A1HKYY6XI2OHO1', 'A290OV59Q76QC8', 'A2A6FH0F7LD9ND', 'AURYD2FH3FUOQ']",literal,{},ambiguous,{},literal,{},literal,{},literal
hot potato,"during the picnic, she handled the hot potato carefully to avoid burning her fingers",literal,any subject which several folks are talking about and which is frequently argued,"[1, 0, 1, 1]","['{}', '{}', '{}', '{}']","[139.772, 98.897, 129.891, 1423.322]","['3VHHR074HJX74D2WK7F4YW5D6X4L7G', '3KAKFY4PGAINDTT3XSF1TZ15KRMI3S', '3KIBXJ1WDLA35DCDGTK5UIET7M7KO0', '32RIADZIS8KXP3F32IEY76ZY7PKS4F']","['A1HKYY6XI2OHO1', 'A290OV59Q76QC8', 'A2LMQ4497NMK3S', 'A3CGQOJC28OVGN']",literal,{},figurative,{},literal,{},literal,{},literal
ready to drop,looked ready to drop,ambiguous,to be extremely tired and nearly too exhausted to stay standing,"[0, 2, 2, 2]","['they looked ready to drop', '{}', '{}', 'She looked like ready to drop']","[118.757, 22.672, 147.141, 60.388]","['3OUYGIZWRNEJDNHAR0N20Y4A3PW0PI', '3Z7VU45IPEXDYG4YASP451PYIG8Z14', '30LSNF239ABYSBXKTS1WAPWDE9KI27', '33L7PJKHCWEZN4FK3L91YNBPBQV8TK']","['A1HKYY6XI2OHO1', 'A290OV59Q76QC8', 'AKQAI78JTXXC9', 'AX8NXTT8QMGHC']",figurative,they looked ready to drop,ambiguous,{},ambiguous,{},ambiguous,She looked like ready to drop,ambiguous
Easter egg,found an Easter egg,ambiguous,a decorated or dyed egg usually given to children at Easter,"[2, 2, 2, 1]","['we found an Easter egg', '{}', 'They found an Easter egg', '{}']","[118.757, 22.672, 147.141, 60.388]","['3OUYGIZWRNEJDNHAR0N20Y4A3PW0PI', '3Z7VU45IPEXDYG4YASP451PYIG8Z14', '30LSNF239ABYSBXKTS1WAPWDE9KI27', '33L7PJKHCWEZN4FK3L91YNBPBQV8TK']","['A1HKYY6XI2OHO1', 'A290OV59Q76QC8', 'AKQAI78JTXXC9', 'AX8NXTT8QMGHC']",ambiguous,we found an Easter egg,ambiguous,{},ambiguous,They found an Easter egg,literal,{},ambiguous
ate her alive,the guilt of lying to her best friend it ate her alive for days,figurative,to criticize someone severely because you are angry with them,"[0, 0, 0, 0]","['{}', 'the guilt of lying to her best friend ate her alive for days', 'the guilt of lying to her best friend ate her alive for days', '{}']","[32.15, 102.764, 139.88, 34.276]","['3O6CYIULETHPDIQR1TFHHZ0DCB5UWC', '3U8YCDAGX5W4DZIPRD2R03UK8LI0Q9', '3HMVI3QICZ8DTQUTE6NLRUGWCM4Y1C', '3VA45EW49331ZCQR8JENP3IUYC8O1U']","['A290OV59Q76QC8', 'A38DXFI1TZA295', 'APGX2WZ59OWDN', 'AX8NXTT8QMGHC']",figurative,{},figurative,the guilt of lying to her best friend ate her alive for days,figurative,the guilt of lying to her best friend ate her alive for days,figurative,{},figurative
up to the neck,he was up to the neck in work and couldn't take a break,figurative,"when people are very involved in something, especially when it's something wrong","[0, 0, 0, 0]","['{}', '{}', '{}', '{}']","[136.665, 42.815, 38.597, 72.121]","['34S6N1K2ZBZ4X288XG1GP9U7K0YHLC', '3NPFYT4IZSKLX0UMRTMMF3DTC9VXGF', '36AHBNMV17S7LLA5UZ7GSWH51NBDYT', '3RGU30DZTQOKUQLJLS5G1ZPBXXTJMM']","['A1HKYY6XI2OHO1', 'A290OV59Q76QC8', 'A2A6FH0F7LD9ND', 'AURYD2FH3FUOQ']",figurative,{},figurative,{},figurative,{},figurative,{},figurative
the sun rises and sets on them,she adores her children so much that the sun rises and sets on them in her eyes,figurative,to believe that someone is the most wonderful and important person in the world; to love and adore someone more than anyone else,"[0, 0, 0, 0]","['{}', '{}', '{}', '{}']","[139.772, 98.897, 129.891, 1423.322]","['3VHHR074HJX74D2WK7F4YW5D6X4L7G', '3KAKFY4PGAINDTT3XSF1TZ15KRMI3S', '3KIBXJ1WDLA35DCDGTK5UIET7M7KO0', '32RIADZIS8KXP3F32IEY76ZY7PKS4F']","['A1HKYY6XI2OHO1', 'A290OV59Q76QC8', 'A2LMQ4497NMK3S', 'A3CGQOJC28OVGN']",figurative,{},figurative,{},figurative,{},figurative,{},figurative
blow cover,the strong wind blew their cover off the outdoor furniture,literal,to reveal the true identity,"[1, 1, 0, 1]","['{}', '{}', '{}', '{}']","[141.421, 240.806, 64.446, 192.798]","['3C2NJ6JBKQXQ6C8BQ8EOFXSU0CHN23', '36DSNE9QZLE8UT6VY8KTT3EGSX9OJ7', '3OE22WJIGY4KTLU5PKGBPAIROENUQF', '31LVTDXBLNQHMWMBTLDA3DWD79XRLK']","['A1HKYY6XI2OHO1', 'A1I7H6RDJS4EKN', 'A290OV59Q76QC8', 'AURYD2FH3FUOQ']",literal,{},literal,{},figurative,{},literal,{},literal
in stitches,his hilarious jokes had everyone in stitches at the party,figurative,to laugh so hard that you are not able to control yourself,"[0, 0, 0, 0]","['{}', '{}', '{}', '{}']","[141.383, 45.108, 69.145, 64.217]","['3ZDAD0O1THTP25GSBTLTEMSI234TXL', '31HQ4X3T38QTNBMO8ADFTN19TBFSL8', '3MAOD8E576QR7SB8EXZH5NMQDLIXNO', '3M1CVSFP6GL0ECG7JFZKP96XHBVQAZ']","['A1HKYY6XI2OHO1', 'A290OV59Q76QC8', 'A2A6FH0F7LD9ND', 'AURYD2FH3FUOQ']",figurative,{},figurative,{},figurative,{},figurative,{},figurative
hammer and tongs,they went at it hammer and tongs during the heated debate,figurative,"to argue fiercely, with a lot of energy and noise","[0, 0, 0, 0]","['{}', '{}', '{}', '{}']","[120.758, 95.358, 94.857, 243.453]","['39L1G8WVW67CDNX5PLUV10KJ3PD13L', '3G0WWMR1UB07YVAWSJ4PBFQXGIUNQG', '39N5ACM9HU319H5NRW6VT9536XTP9U', '3NPI0JQDA4LKTWE1P2BCK96F04UPTS']","['A1HKYY6XI2OHO1', 'A290OV59Q76QC8', 'A2A6FH0F7LD9ND', 'AURYD2FH3FUOQ']",figurative,{},figurative,{},figurative,{},figurative,{},figurative
to the core,the news of the tragedy left her shaken to the core,figurative,totally,"[0, 0, 1, 0]","['{}', '{}', '{}', '{}']","[136.665, 42.815, 38.597, 72.121]","['34S6N1K2ZBZ4X288XG1GP9U7K0YHLC', '3NPFYT4IZSKLX0UMRTMMF3DTC9VXGF', '36AHBNMV17S7LLA5UZ7GSWH51NBDYT', '3RGU30DZTQOKUQLJLS5G1ZPBXXTJMM']","['A1HKYY6XI2OHO1', 'A290OV59Q76QC8', 'A2A6FH0F7LD9ND', 'AURYD2FH3FUOQ']",figurative,{},figurative,{},literal,{},figurative,{},figurative
vultures are circling,"as the company's stock plummeted, the vultures are circling to buy it cheap",figurative,when something is in danger and its enemies are getting ready for the kill,"[0, 0, 0, 0]","['{}', '{}', '{}', '{}']","[139.772, 98.897, 129.891, 1423.322]","['3VHHR074HJX74D2WK7F4YW5D6X4L7G', '3KAKFY4PGAINDTT3XSF1TZ15KRMI3S', '3KIBXJ1WDLA35DCDGTK5UIET7M7KO0', '32RIADZIS8KXP3F32IEY76ZY7PKS4F']","['A1HKYY6XI2OHO1', 'A290OV59Q76QC8', 'A2LMQ4497NMK3S', 'A3CGQOJC28OVGN']",figurative,{},figurative,{},figurative,{},figurative,{},figurative
jump on the bandwagon,jumped on the bandwagon,ambiguous,to start doing something because it is fashionable or profitable,"[2, 0, 2, 2]","['{}', '{}', '{}', '{}']","[31.333, 61.724, 62.647, 98.092]","['3XIQGXAUMSO247JLYQIS9Q00D2T7XV', '3ATTHHXXWQ4ZTR0HHHMP0FQ9RILXIX', '39KFRKBFI3BYPI1UK8LW3QT45XFYO0', '317HQ483IN8UHXMDFBZG2DZBP4DIN0']","['A290OV59Q76QC8', 'A2A6FH0F7LD9ND', 'A38DXFI1TZA295', 'AX8NXTT8QMGHC']",ambiguous,{},figurative,{},ambiguous,{},ambiguous,{},ambiguous
knowing which way the wind blows,"as an experienced sailor, he was skilled at knowing which way the wind blows",literal,this means that you should know how things are developing and be prepared for the future,"[1, 1, 2, 1]","['{}', '{}', 'his experience as a sailor made him skilled in knowledge about wind', '{}']","[141.383, 45.108, 69.145, 64.217]","['3ZDAD0O1THTP25GSBTLTEMSI234TXL', '31HQ4X3T38QTNBMO8ADFTN19TBFSL8', '3MAOD8E576QR7SB8EXZH5NMQDLIXNO', '3M1CVSFP6GL0ECG7JFZKP96XHBVQAZ']","['A1HKYY6XI2OHO1', 'A290OV59Q76QC8', 'A2A6FH0F7LD9ND', 'AURYD2FH3FUOQ']",literal,{},literal,{},ambiguous,his experience as a sailor made him skilled in knowledge about wind,literal,{},literal
red zone,"when the deadline approached, we entered the red zone and worked tirelessly",figurative,"any geographical area that is thought to be dangerous or threatening, usually as a consequence of political or military activity.","[0, 2, 0, 2]","['{}', '{}', '{}', '{}']","[120.758, 95.358, 94.857, 243.453]","['39L1G8WVW67CDNX5PLUV10KJ3PD13L', '3G0WWMR1UB07YVAWSJ4PBFQXGIUNQG', '39N5ACM9HU319H5NRW6VT9536XTP9U', '3NPI0JQDA4LKTWE1P2BCK96F04UPTS']","['A1HKYY6XI2OHO1', 'A290OV59Q76QC8', 'A2A6FH0F7LD9ND', 'AURYD2FH3FUOQ']",figurative,{},ambiguous,{},figurative,{},ambiguous,{},discard
whatever floats my boat,whatever floats my boat,ambiguous,"although you don't quite agree with someone, it's their choice and you think they should so whatever makes them happy","[2, 2, 2, 2]","['{}', '{}', '{}', '{}']","[128.623, 75.033, 55.701, 97.923]","['369J354OFTQ8ELAQQ6DWFQ09F1V6GL', '3OHYZ19UGSLXT03R427G04BX26UAOK', '3SNVL38CIK82WOFAQOBEZIKCI4MCKL', '386CSBG1OF2ZRA44T2I8944BLO56QH']","['A1HKYY6XI2OHO1', 'A290OV59Q76QC8', 'A2A6FH0F7LD9ND', 'A38DXFI1TZA295']",ambiguous,{},ambiguous,{},ambiguous,{},ambiguous,{},ambiguous
call a spade a spade,"while playing cards, she called a spade a spade when she identified the suit correctly",literal,this phrase means to say something the way it is,"[1, 1, 1, 1]","['{}', '{}', '{}', '{}']","[139.772, 98.897, 129.891, 1423.322]","['3VHHR074HJX74D2WK7F4YW5D6X4L7G', '3KAKFY4PGAINDTT3XSF1TZ15KRMI3S', '3KIBXJ1WDLA35DCDGTK5UIET7M7KO0', '32RIADZIS8KXP3F32IEY76ZY7PKS4F']","['A1HKYY6XI2OHO1', 'A290OV59Q76QC8', 'A2LMQ4497NMK3S', 'A3CGQOJC28OVGN']",literal,{},literal,{},literal,{},literal,{},literal
bent out of shape,he got bent out of shape when he found out his favorite band was sold out,figurative,to become angry.,"[0, 0, 2, 0]","['{}', '{}', '{}', '{}']","[128.623, 75.033, 55.701, 97.923]","['369J354OFTQ8ELAQQ6DWFQ09F1V6GL', '3OHYZ19UGSLXT03R427G04BX26UAOK', '3SNVL38CIK82WOFAQOBEZIKCI4MCKL', '386CSBG1OF2ZRA44T2I8944BLO56QH']","['A1HKYY6XI2OHO1', 'A290OV59Q76QC8', 'A2A6FH0F7LD9ND', 'A38DXFI1TZA295']",figurative,{},figurative,{},ambiguous,{},figurative,{},figurative
stab in the back,stabbed in the back by a friend,ambiguous,a disloyalty,"[2, 2, 2, 2]","['{}', '{}', '{}', '{}']","[128.623, 75.033, 55.701, 97.923]","['369J354OFTQ8ELAQQ6DWFQ09F1V6GL', '3OHYZ19UGSLXT03R427G04BX26UAOK', '3SNVL38CIK82WOFAQOBEZIKCI4MCKL', '386CSBG1OF2ZRA44T2I8944BLO56QH']","['A1HKYY6XI2OHO1', 'A290OV59Q76QC8', 'A2A6FH0F7LD9ND', 'A38DXFI1TZA295']",ambiguous,{},ambiguous,{},ambiguous,{},ambiguous,{},ambiguous
in the pipeline,the engineers were working on a system to detect leaks and monitor projects in the pipeline,literal,to be underway,"[1, 1, 1, 1]","['{}', '{}', '{}', '{}']","[127.631, 39.421, 93.901, 160.232]","['3WYGZ5XF3CVI3546NA1EENOU4BASK5', '3QY7M81QHN2WK7KEZ733JWSYHXXK7A', '3P1L2B7ADH5EPJUV1TW69IR8WMELO6', '3YZ8UPK3V92GZKKMK2FG55TAKZOCUU']","['A1HKYY6XI2OHO1', 'A290OV59Q76QC8', 'A2A6FH0F7LD9ND', 'A2LMQ4497NMK3S']",literal,{},literal,{},literal,{},literal,{},literal
in a nutshell,she explained it in a nutshell so that everyone could understand the concept quickly,figurative,to be brief and straight to the point.,"[0, 0, 0, 0]","['{}', '{}', '{}', '{}']","[145.92, 53.175, 39.377, 173.21]","['3XM0HYN6N0FI4DW4Z7MHLN6EXU7PE2', '33UKMF931P0ILO786JKWPJ7CP7FTT1', '3TVSS0C0EHGAD5B21OP7C3EBT1ZWTW', '39DD6S19J5RCIHYAMGKJCL8S7TEZEX']","['A1HKYY6XI2OHO1', 'A290OV59Q76QC8', 'A2A6FH0F7LD9ND', 'A2LMQ4497NMK3S']",figurative,{},figurative,{},figurative,{},figurative,{},figurative
household name,she became a household name,ambiguous,to be very popular,"[2, 0, 0, 0]","['{}', '{}', '{}', '{}']","[116.518, 71.093, 212.149, 46.087]","['32AT8R96G1PW619IHO5GKAXS6Y7USV', '3QAVNHZ3E2KPNF0URARO8N7371PAL3', '3XCC1ODXD1RSDT2OLQL6KZV7HBHQRX', '33M4IA01QWHCMQ3074GYE7R0EE4RXV']","['A1HKYY6XI2OHO1', 'A2A6FH0F7LD9ND', 'A2LMQ4497NMK3S', 'A2OVOVZBJYUO']",ambiguous,{},figurative,{},figurative,{},figurative,{},figurative
troubled waters,"during the financial crisis, the company was sailing through troubled waters",figurative,a difficult phase of life,"[0, 0, 0, 0]","['{}', '{}', '{}', '{}']","[141.421, 240.806, 64.446, 192.798]","['3C2NJ6JBKQXQ6C8BQ8EOFXSU0CHN23', '36DSNE9QZLE8UT6VY8KTT3EGSX9OJ7', '3OE22WJIGY4KTLU5PKGBPAIROENUQF', '31LVTDXBLNQHMWMBTLDA3DWD79XRLK']","['A1HKYY6XI2OHO1', 'A1I7H6RDJS4EKN', 'A290OV59Q76QC8', 'AURYD2FH3FUOQ']",figurative,{},figurative,{},figurative,{},figurative,{},figurative
strike while the iron is hot,"to seize the opportunity, he decided to strike while the iron is hot and invest in the stock market",figurative,to take advantage of a situation,"[0, 0, 0, 0]","['he decided to strike while the iron was hot and seized the opportunity to invest in the stock market', '{}', '{}', '{}']","[141.383, 45.108, 69.145, 64.217]","['3ZDAD0O1THTP25GSBTLTEMSI234TXL', '31HQ4X3T38QTNBMO8ADFTN19TBFSL8', '3MAOD8E576QR7SB8EXZH5NMQDLIXNO', '3M1CVSFP6GL0ECG7JFZKP96XHBVQAZ']","['A1HKYY6XI2OHO1', 'A290OV59Q76QC8', 'A2A6FH0F7LD9ND', 'AURYD2FH3FUOQ']",figurative,he decided to strike while the iron was hot and seized the opportunity to invest in the stock market,figurative,{},figurative,{},figurative,{},figurative
