idiom,meaning,subsentence,sentence,label,reason
cool heels,to wait or take rest,They had to cool their heels,They had to cool their heels in the shade to reduce the action of the sweat glands.,1,"Here, ""cool heels"" means to physically cool and dry the feet by taking them out of a hot environment."
cool your jets,to calm down and stop being so anxious or elated.,I told him to cool his jets,I told him to cool his jets when he became angry and started shouting.,0,"Here, ""cool your jets"" means to calm down and remain composed in a situation."
cool your jets,to calm down and stop being so anxious or elated.,I told him to cool his jets,I told him to cool his jets because his plane was moving too fast.,1,"Here, ""cool your jets"" means to reduce speed and proceed cautiously."
cost an arm and a leg,very expensive,This painting cost an arm and a leg,This painting cost an arm and a leg because of its high quality.,0,"Here, to ""cost an arm and a leg"" means to be very expensive."
cost an arm and a leg,very expensive,This painting cost an arm and a leg,"This painting cost an arm and a leg, which I had to pay in order to buy it.",1,"Here, to ""cost an arm and a leg"" means to pay a significant amount for something."
count chicken,make plans based on events that may or may not happen,I'm counting chicken,I'm counting chicken before they've hatched.,0,"Here, ""count chicken"" means to anticipate success before it has actually happened."
count chicken,make plans based on events that may or may not happen,I'm counting chicken,I'm counting chicken to make sure I have enough for dinner.,1,"Here, ""count chicken"" means to take a literal count of the number of chickens."
cover one's tracks,"to keep one's location, activities, and intentions hidden.",He covered his tracks,He covered his tracks by deleting his browsing history.,0,"Here, ""cover one's tracks"" means to erase all traces of one's activities. "
cover one's tracks,"to keep one's location, activities, and intentions hidden.",He covered his tracks,He covered his tracks with weeds so the hiker wouldn't find them.,1,"Here, ""cover one's tracks"" means to literally block somebody from fulfilling a certain task."
crack the whip,make someone work harder by asserting power or authority,He cracked the whip,He cracked the whip to get his team motivated and complete their tasks.,0,"Here, ""crack the whip"" means to demand strict discipline and obedience."
crack the whip,make someone work harder by asserting power or authority,He cracked the whip,He cracked the whip to startle the horses and get them moving.,1,"Here, ""crack the whip"" means to make a cracking noise with a whip to create a shock and startle effect."
crocodile tears,fake cry,He was shedding crocodile tears,,,
crocodile tears,fake cry,He was shedding crocodile tears,He was shedding crocodile tears due to a severe eye infection.,1,"Here, ""crocodile tears"" means to produce liquid as a physical symptom."
cross paths,encounter or meet someone by chance.,We crossed paths,We crossed paths earlier today when I saw you at the store.,0,"Here, to ""cross paths"" means to have a chance encounter."
cross paths,encounter or meet someone by chance.,We crossed paths,We crossed paths when we were running the same route.,1,"Here, to ""cross paths"" means to be traveling in the same direction and to meet physically."
cross swords,to fight with another person physically or verbally.,We crossed swords,"We crossed swords in our debate, trying to outwit and out-argue each other.",0,"Here, ""cross swords"" means to engage in verbal disagreement."
cross swords,to fight with another person physically or verbally.,We crossed swords,"We crossed swords, as we staged a fencing match.",1,"Here, ""cross swords"" means to cross physical swords in a fencing duel."
cross the bridge,to delay worrying about something that might not happen anyway,We have to cross the bridge,We have to cross the bridge when we get to the difficult part of the journey.,0,"Here, to ""cross the bridge"" means to face an obstacle."
cross the bridge,to delay worrying about something that might not happen anyway,We have to cross the bridge,We have to cross the bridge over the river because the other side is where we need to go.,1,"Here, to ""cross the bridge"" means to physically walk over a bridge."
cross the line,behave in a way that is not acceptable,He crossed the line,He crossed the line when it came to showing disrespect.,0,"Here, ""cross the line"" means to go beyond acceptable behavior."
