idiom,meaning,source_model,source_sentence,translation,afl,correctness
,,nllb,"After the birth of their child, they invited friends over to [[wet the baby's head]] with a small celebration","Lẹ́yìn tí wọ́n bí ọmọ wọn, wọ́n pe àwọn ọ̀rẹ́ wọn wá sílé wọn láti wá fi ayẹyẹ kékeré kan ṣayẹyẹ",f,0
,,nllb,"During the baptism ceremony, the priest gently [[wet the baby's head]] with holy water","Nígbà tí wọ́n bá ń ṣe ìrìbọmi, àlùfáà á rọra fi omi mímọ́ rin orí ọmọ náà",l,0
wheels fall off,when a situation gets out of control and everything starts to go wrong,nllb,the wheels fell off,àwọn kẹ̀kẹ́ náà já bọ́,l,0
,,nllb,"After a series of setbacks, [[the wheels fell off]] our project","Lẹ́yìn ọ̀pọ̀lọpọ̀ ìjákulẹ̀, a ò lè ṣe iṣẹ́ náà mọ́",f,0
,,nllb,"Due to a manufacturing defect, [[the wheels fell off]] the toy car",Àìpé tó wà nínú iṣẹ́ ìkọ́lé ló fà á tí àwọn táyà ọkọ̀ ayọ́kẹ́lẹ́ náà fi já bọ́,l,0
wheels fall off,when a situation gets out of control and everything starts to go wrong,palm,the wheels fell off,ìwé ìkọ̀sílẹ̀ ọkọ̀ ò ṣiṣẹ́,x,2
,,palm,"After a series of setbacks, [[the wheels fell off]] our project",Lẹ́yìn ìṣẹ́lẹ̀ ìkọsílẹ̀ ọ̀pọ̀lọpọ̀ ọkọ̀ ìrìnà wa ṣẹ́gẹ́gẹ́ bí ẹ̀yẹ,l,1
,,palm,"Due to a manufacturing defect, [[the wheels fell off]] the toy car",Nitori aṣiṣe ìṣeṣe awọn wíwẹ̀wẹ̀ ṣubu kuro nínú ọkọ̀ ẹ̀yẹ,l,2
wheels fall off,when a situation gets out of control and everything starts to go wrong,gpt,the wheels fell off,Ilu ti o wa pada pada.,x,2
,,gpt,"After a series of setbacks, [[the wheels fell off]] our project","Láti ìtàn àwọn ìdánídá, àwọn ìgbàlódé ti bá àwọn ìṣẹ yín lọ.",x,2
,,gpt,"Due to a manufacturing defect, [[the wheels fell off]] the toy car","Nitori iṣẹda ọrọ, awọn ẹrọ ayọkẹlẹ ti bẹrẹ.",l,1
wheels fall off,when a situation gets out of control and everything starts to go wrong,opus,the wheels fell off,àgbá kèké náà wó lulè,l,1
,,opus,"After a series of setbacks, [[the wheels fell off]] our project","Léyìn òpò ìfàséyìn, ọkò ayókélé wa wó lulè",l,1
,,opus,"Due to a manufacturing defect, [[the wheels fell off]] the toy car",Ọkò ayókélé náà já bó kúrò nínú ọkò ayókélé tí wón fi ń rìn,l,1
wouldn't be seen dead,to be too ashamed or embarrassed of something,nllb,wouldn't be seen dead in that,wọn ò ní rí i tí wọ́n bá kú sínú aṣọ yẹn.,l,1
,,nllb,"She [[wouldn't be seen dead in that]] outfit, as it was completely out of style","Wọn ò ní rí i nínú aṣọ yẹn, torí pé kò bá àṣà mu rárá.",l,0
,,nllb,"As a vampire, he [[wouldn't be seen dead in that]] garlic-infused restaurant","Bí ẹni pé ó jẹ́ onípanṣágà, kò ní kú sínú ilé oúnjẹ tí wọ́n ti ń se oúnjẹ alárọ̀",l,0
wouldn't be seen dead,to be too ashamed or embarrassed of something,palm,wouldn't be seen dead in that,ó kò ní rí ara rẹ̀ kú nínú ìyẹn,l,0
,,palm,"She [[wouldn't be seen dead in that]] outfit, as it was completely out of style",Ọ̀rẹ́ ọ̀dọ́ ọmọbìnrin náà kò lè kú nínú ìwọ́sẹ̀ náà nítorí pé ó ti kúrò nínú ìṣe ìwọ́sẹ̀,l,0
,,palm,"As a vampire, he [[wouldn't be seen dead in that]] garlic-infused restaurant",Bi ẹlẹ́jẹ́ ó kì í kú ní ilé ìwòsàn tí wọ́n fi ẹ̀jẹ́ ọ̀gẹ̀rẹ̀ ṣe ìwòsàn,x,2
wouldn't be seen dead,to be too ashamed or embarrassed of something,opus,wouldn't be seen dead in that,A kò gbọdọ rí àwọn òkú ní ibá-ìṣẹlẹ yẹn,l,1
,,opus,"She [[wouldn't be seen dead in that]] outfit, as it was completely out of style","Kò rí òkú rẹ ní ilé-ẹkọ náà, gẹgẹ bí wọn ti dá a sílẹ lọwọlọwọ",l,1
,,opus,"As a vampire, he [[wouldn't be seen dead in that]] garlic-infused restaurant","Gẹgẹ bí agbá bọọlù àfẹsẹgbá, kò rí òkú rẹ ní ilé oúnjẹ tí aáyù-ín-infused gbé lọwọlọwọ",x,2
wouldn't be seen dead,to be too ashamed or embarrassed of something,gpt,wouldn't be seen dead in that,Kò ní ṣeé ṣeé ní àwọn ọ̀rẹ́ mi kò ní wò láti kí àwọn ènìyàn wá lọ́jọ́jù.,x,2
,,gpt,"She [[wouldn't be seen dead in that]] outfit, as it was completely out of style","O kò ní wò lọ́wọ́ ní àwọn ẹ̀yinjú tó wà láti ṣe àwọn ọjà, nítorí àwọn ẹ̀yinjú tó wà ni àpẹẹrẹ tí ó jẹ́ kò ṣe àwọn tí ó wà ni àpẹẹrẹ tí ó jẹ́.",x,2
,,gpt,"As a vampire, he [[wouldn't be seen dead in that]] garlic-infused restaurant","Bí a bá ọmọdé òde, ko si nkan tí a ò lè rò láti ọkọ alubosa yii.",x,2
