annotations_ambiguous,annotations_figurative,annotations_literal,error,idiom,intended_ambiguous_old,intended_ambiguous,intended_figurative_old,intended_figurative,intended_literal_old,intended_literal,iter,maxvote - for sort,maxvote_ambiguous,maxvote_figurative,maxvote_literal,meaning,not_found,well_formed,converted
"['figurative', 'ambiguous', 'figurative']","['figurative', 'figurative', 'figurative']","['figurative', 'figurative', 'figurative']",False,die hard,He's a die hard fan,a die-hard fan,He's a die hard fan who watches all of the team's games,he's a die-hard fan of the local football team and never misses a game,"He's a die hard fan, never missing an opportunity to purchase tickets to all of the games","in the movie, Bruce Willis plays a die-hard fan of action and adventure",0.0,figurative : figurative : figurative,figurative,figurative,figurative,"disappear or change very slowly, take a long time to cease to exist or be dropped from consideration. Noun: a person who displays such resistance or loyalty. Example 1: Die hard boarders are snatching up second homes here, but so far it has managed to stay affordable. Example 2: Die-hard football enthusiasts were planning the rebirth of a town team. Example 3: On the morning of my visit, a few die-hards were setting up a small fund-raising event at the gro",False,False,False
"['figurative', 'ambiguous', 'ambiguous']","['ambiguous', 'literal', 'ambiguous']","['literal', 'literal', 'literal']",False,die in harness,He died in harness,died in harness,He died in harness as he was still working till his last breath,"the dedicated employee died in harness, working tirelessly until the end",He died in harness as he was wearing it while working,the poor horse died in harness while pulling the heavy load,0.0,ambiguous : ambiguous : literal,ambiguous,ambiguous,literal,to expire while working,False,False,False
"['ambiguous', 'ambiguous', 'ambiguous']","['figurative', 'figurative', 'figurative']","['literal', 'literal', 'literal']",False,dig one's own grave,He was digging his own grave,digging his own grave,He was digging his own grave by making bad choices,"by spreading false rumors about the boss, he was digging his own grave at work",He was digging his own grave in preparation for his death,"as a cemetery worker, he was digging his own grave to prepare for his eventual burial",0.0,ambiguous : figurative : literal,ambiguous,figurative,literal,"to do something that has negative consequences for you, even though these consequences can be easily seen.",False,True,False
"['ambiguous', 'ambiguous', 'ambiguous']","['figurative', 'figurative', 'figurative']","['literal', 'figurative', 'ambiguous']",False,do the trick,It did the trick,that should do the trick,It did the trick because it provided the solution to my problem,"adding a little more salt to the soup, that should do the trick",It did the trick when it lassoed the horse,"performing a magic act, the magician said 'that should do the trick' as he pulled a rabbit from his hat",0.0,ambiguous : figurative : ambiguous,ambiguous,figurative,ambiguous,successfully achieve a result,False,False,False
"['ambiguous', 'ambiguous', 'ambiguous']","['figurative', 'figurative', 'figurative']","['literal', 'literal', 'literal']",False,dodge a bullet,I dodged a bullet,dodged a bullet there,I dodged a bullet when I got out of the relationship unscathed,"when the company went bankrupt, I realized I dodged a bullet there by not investing",I dodged a bullet when I moved quickly to the side as I saw it coming,"during the paintball game, he dodged a bullet there by quickly ducking behind a barrier",0.0,ambiguous : figurative : literal,ambiguous,figurative,literal,to narrowly avoid a very serious problem or a disaster,False,True,False
"['ambiguous', 'ambiguous', 'ambiguous']","['ambiguous', 'literal', 'figurative']","['literal', 'literal', 'literal']",False,does exactly what it says on the tin,The product does exactly what it says on the tin.,does exactly what it says on the tin,"The product does exactly what it says on the tin, fulfilling all your expectations",the new software does exactly what it says on the tin and is very user-friendly,"The product does exactly what it says on the tin, meaning it'll help you cook dinner faster",the paint does exactly what it says on the tin and dries in just 30 minutes,0.0,ambiguous : ambiguous : literal,ambiguous,ambiguous,literal,someone or something is exactly as they seem,False,False,False
"['figurative', 'figurative', 'figurative']","['figurative', 'figurative', 'figurative']","['literal', 'literal', 'figurative']",False,double-edged sword,This job is a double-edged sword,a double-edged sword in this situation,"This job is a double-edged sword because it gives me great satisfaction in the end, but I need to work long hours and sacrifice my weekends to complete it","having a high-profile job can be a double-edged sword in this situation, as it brings both prestige and stress",This job is a double-edged sword as it comes with two sharp edges,the knight wielded a double-edged sword in this situation to defend himself against multiple attackers,0.0,figurative : figurative : literal,figurative,figurative,literal,something that could either help you or hurt you,False,False,False
"['ambiguous', 'figurative', 'figurative']","['figurative', 'figurative', 'figurative']","['literal', 'literal', 'literal']",False,down to earth,He is down to earth,a down-to-earth person,He is down to earth because of his humbleness and grounded nature,"despite her fame, she remained a down-to-earth person who was easy to talk to",He is down to earth because he jumped off the top of the building,"the astronaut, once back from space, became a down-to-earth person again",0.0,figurative : figurative : literal,figurative,figurative,literal,"decent, simple, realistic",False,False,False
"['figurative', 'figurative', 'figurative']","['figurative', 'figurative', 'figurative']","['figurative', 'literal', 'literal']",False,dragging its feet,The project is dragging its feet,dragging its feet on the decision,The project is dragging its feet because people are not taking the necessary steps to finish it quickly,the committee was dragging its feet on the decision to approve the project,The project is dragging its feet because it weighs too much,the robot was malfunctioning and dragging its feet on the decision of which direction to move,0.0,figurative : figurative : literal,figurative,figurative,literal,"delaying in decision, not showing enthusiasm",False,False,False
"['ambiguous', 'figurative', 'ambiguous']","['figurative', 'figurative', 'figurative']","['ambiguous', 'literal', 'literal']",False,draw a blank,I drew a blank,drawing a blank,I drew a blank when I was asked to remember her name,"when asked about the details of the project, he was drawing a blank",I drew a blank on the paper when I was sketching the landscape,the artist was drawing a blank canvas to prepare for her next masterpiece,0.0,ambiguous : figurative : literal,ambiguous,figurative,literal,to get no response from someone,False,True,False
"['figurative', 'figurative', 'ambiguous']","['figurative', 'figurative', 'figurative']","['ambiguous', 'literal', 'literal']",False,drive a wedge between,They drove a wedge between us,drive a wedge between them,They drove a wedge between us when they started spreading false rumors,the disagreement started to drive a wedge between them and their friendship,They drove a wedge between us by using a sledgehammer,the lumberjack used a mallet to drive a wedge between them and split the log,0.0,figurative : figurative : literal,figurative,figurative,literal,to damage the good relationship that two people or groups of people have,False,False,False
"['ambiguous', 'literal', 'ambiguous']","['figurative', 'figurative', 'figurative']","['figurative', 'figurative', 'figurative']",False,drive up the wall,He's been driving me up the wall,driving me up the wall,He's been driving me up the wall with his indifference,his constant humming is driving me up the wall,He's been driving me up the wall with his driving skills,the remote-controlled car was driving me up the wall as it climbed vertically,0.0,ambiguous : figurative : figurative,ambiguous,figurative,figurative,to make someone angry or irritated,False,False,False
