idiom,instance,label,meaning,maxVote,gold_0,gold_1,AssignmentId,WorkerId,TimeMe,batch_num
coast is clear,"after the security guard left, we knew the coast is clear to enter the building",figurative,there is no danger in sight or that nobody can see you,figurative,figurative,figurative,"['3RSDURM96Q2CDRO5QUI0YEZQ2V1YEP', '3NPFYT4IZSKLX0UMRTMMF3DTD5MGXI']","['A2LMQ4497NMK3S', 'A38DXFI1TZA295']","[166.941, 46.671]",3
coast is clear,"looking through the binoculars, the sailor confirmed that the coast is clear of any obstacles",literal,there is no danger in sight or that nobody can see you,literal,literal,literal,"['34X6J5FLP9EBF5JBDLCXI89G8UGJQS', '3TYCR1GOTSZQON82327NPGYCHM6ZL4']","['A1LI3JQS2VBOXC', 'A38DXFI1TZA295']","[43.09, 40.343]",3
coin money,their successful business venture had them coining money together in no time,figurative,make a great deal of money easily or very quickly.,tie,ambiguous,figurative,"['3VFJCI1K4FF1048AIUGUQLR5COGRGC', '3V5Q80FXID7J28F18PU96JUOWRX232']","['A110KENBXU7SUJ', 'A1HKYY6XI2OHO1']","[21.296, 122.951]",4
coin money,"as mint workers, they were coining money together at the factory",literal,make a great deal of money easily or very quickly.,literal,literal,literal,"['3B837J3LD4C4Q9H1DUABFZA80ZVRSH', '3018Q3ZVOY60QDV7WUOKUZG2ETORAL']","['A2A6FH0F7LD9ND', 'A2TBXASXZIRNNW']","[71.476, 19.786]",3
cold feet,she got cold feet just before her big presentation,figurative,loss of courage,figurative,figurative,figurative,"['3LYA37P8I63JMJN4COFJOYEU19DBKL', '30BUDKLTXTBEB3ELFSD3NH1X7GZ5EY']","['A1HKYY6XI2OHO1', 'A290OV59Q76QC8']","[103.787, 47.3]",2
cold feet,"after walking in the snow without proper shoes, she got cold feet",literal,loss of courage,literal,literal,literal,"['3PPTZCWAL601FKOFV7FJ62X6RSTQZK', '36AHBNMV17S7LLA5UZ7GSWH52J0YDW']","['A38DXFI1TZA295', 'APRZ7BR8C0ZMQ']","[35.302, 46.585]",3
cold turkey,he quit smoking by going cold turkey without any assistance,figurative,in a unexpected and sudden way,figurative,figurative,figurative,"['3TVSS0C0EHGAD5B21OP7C3EBUX4WTU', '3JV9LGBJW9UY3RGUQ2ZQWQM011WOG0']","['A1HKYY6XI2OHO1', 'AX8NXTT8QMGHC']","[118.601, 40.766]",4
cold turkey,"she was going cold turkey for her sandwich, but decided to add some cheese",literal,in a unexpected and sudden way,literal,literal,literal,"['35GMH2SV3UX0JDK3K792WN1OOL2EOU', '3IUZPWIU14NBAMLF7FBFBCRFBKXWK8']","['A2A6FH0F7LD9ND', 'APRZ7BR8C0ZMQ']","[97.737, 44.829]",3
comb through,the detective had to comb through the documents to find any evidence,figurative,to look into something carefully.,figurative,figurative,figurative,"['3QAVNHZ3E2KPNF0URARO8N7381ELA4', '3JWH6J9I98TKUP87917ZGQVYVE0BNS']","['A110KENBXU7SUJ', 'APRZ7BR8C0ZMQ']","[37.111, 86.87]",4
comb through,she had to comb through the documents to remove the paper clips that got tangled in them,literal,to look into something carefully.,figurative,figurative,figurative,"['33M4IA01QWHCMQ3074GYE7R0FEXRXP', '39OWYR0EP074J5O1L526GWKQEWGYF7']","['A2A6FH0F7LD9ND', 'APRZ7BR8C0ZMQ']","[50.764, 44.89]",3
come across,"while researching, I came across the old book that provided valuable information",figurative,to meet someone,tie,literal,figurative,"['37U1UTWH9B2M7P2SZW46Y8A7O5OR8H', '3570Y55XZ5ZAX5KWWP8OYHK2FBGYG6']","['A38DXFI1TZA295', 'APRZ7BR8C0ZMQ']","[62.585, 41.782]",3
come across,"walking through the library, I accidentally stepped on and came across the old book lying on the floor",literal,to meet someone,literal,literal,literal,"['3EA3QWIZ4YBSCARXC7LSBC53FM5IT8', '3IFS6Q0HJYZRXAEIN7G2179HD3RISJ']","['A1HKYY6XI2OHO1', 'AURYD2FH3FUOQ']","[99.903, 55.22]",4
come clean,"after hiding the truth for so long, he decided to come clean about his past",figurative,to make a disclosure,figurative,figurative,figurative,"['3CN4LGXD5D4ULPRC1O6NPSNZP6MY4Y', '3P1L2B7ADH5EPJUV1TW69IR8XIILO3']","['A110KENBXU7SUJ', 'A1HKYY6XI2OHO1']","[27.433, 126.192]",4
come clean,"after playing in the mud, the kids decided to come clean and took a bath",literal,to make a disclosure,literal,literal,literal,"['3LYA37P8I63JMJN4COFJOYEU1JFBK7', '39N5ACM9HU319H5NRW6VT9537TIP9C']","['A290OV59Q76QC8', 'A2A6FH0F7LD9ND']","[46.569, 75.92]",3
come down with,he came down with something after being exposed to the cold weather,figurative,to have (usually a disease),figurative,figurative,figurative,"['3Z3ZLGNNSYA0URHMA0KA21SRCXUQ3N', '3SKEMFQBZJL0KLPX9CV9XWOTTDU8K5']","['A290OV59Q76QC8', 'A2LMQ4497NMK3S']","[45.827, 139.141]",3
come down with,the kite came down with something tangled in its strings,literal,to have (usually a disease),literal,literal,literal,"['39OWYR0EP074J5O1L526GWKQEWGFYO', '34BBWHLWHQRK4RVR7CQ3YWC2JG8WIX']","['A1HKYY6XI2OHO1', 'A38DXFI1TZA295']","[125.195, 42.063]",3
come full circle,"after years of exploring different career paths, she came full circle and returned to her passion for teaching",figurative,return to an earlier position or decision.,figurative,figurative,figurative,"['3SUWZRL0METAU7EZKBN8FNFX3B6E6J', '3I7DHKZYG3G6HHEHA3X95ZMXJH9F5L']","['A2A6FH0F7LD9ND', 'A2H1QUGX0SOUMH']","[52.399, 420.147]",2
come full circle,the hiker came full circle after walking around the entire circumference of the lake,literal,return to an earlier position or decision.,literal,literal,literal,"['38YMOXR4MAF4B70Q5BHE1TMXAFA6WQ', '30MVJZJNH2T5N62PWJ1BWDJRYKAJ9K']","['A1HKYY6XI2OHO1', 'A2A6FH0F7LD9ND']","[99.355, 38.979]",2
come out swinging,"after the criticism, he came out swinging with a strong rebuttal",figurative,be confrontational,figurative,figurative,figurative,"['3SNLUL3WOK392OESXF8F8OJXF4RULA', '3FDJT1UU7KOHX36VBEO6LCE2RNTK5F']","['A2A6FH0F7LD9ND', 'A38DXFI1TZA295']","[74.656, 47.882]",3
come out swinging,"as soon as the boxing match started, he came out swinging at his opponent",literal,be confrontational,literal,literal,literal,"['3ZAZR5XV0HYXLJEWQPEOMX8PN3PCZE', '3OWEPKL08PSXSD5HWKVJBO92CEQN7F']","['A1HKYY6XI2OHO1', 'A290OV59Q76QC8']","[108.016, 66.468]",2
cook his goose,"when he was caught cheating, his teacher cooked his goose by failing him",figurative,to spoil someone's chances of success,figurative,figurative,figurative,"['3ZQIG0FLQUWPQXFR6JPMDL2WRIJVW8', '35GMH2SV3UX0JDK3K792WN1OOLHOEJ']","['A110KENBXU7SUJ', 'A38DXFI1TZA295']","[27.681, 37.967]",4
cook his goose,"for dinner, the chef cooked his goose with a delicious orange sauce",literal,to spoil someone's chances of success,literal,literal,literal,"['3634BBTX04AIT59WHNG3U8Q2ODIIFL', '3M81GAB8AGZ5XMLZPTZGKKQ30P7BQZ']","['A290OV59Q76QC8', 'APRZ7BR8C0ZMQ']","[43.798, 37.218]",3
cool heels,they were cooling their heels in the waiting room before the interview,figurative,to wait or take rest,figurative,figurative,figurative,"['3MD9PLUKKYUGCNBNFFN22821MHLNZ9', '37TRT2X2467OBZHMU3F7NJEHMUVJBW']","['A1HKYY6XI2OHO1', 'A290OV59Q76QC8']","[101.644, 94.251]",4
cool heels,"after walking on hot sand, they were cooling their heels in the ocean water",literal,to wait or take rest,literal,literal,literal,"['3I2PTA7R39A6QPPTV6C9JN9TNJVQKD', '3DYGAII7P1O71GM98YHHF4VSHT1QPE']","['A290OV59Q76QC8', 'AURYD2FH3FUOQ']","[46.11, 88.282]",4
cool your jets,"when he started getting impatient, I told him to cool his jets and wait for the results",figurative,to calm down and stop being so anxious or elated.,figurative,figurative,figurative,"['3VFJCI1K4FF1048AIUGUQLR5COGRGC', '3V5Q80FXID7J28F18PU96JUOWRX232']","['A110KENBXU7SUJ', 'A1HKYY6XI2OHO1']","[21.296, 122.951]",4
cool your jets,"as the mechanic, I told him to cool his jets before inspecting the engine",literal,to calm down and stop being so anxious or elated.,tie,figurative,literal,"['31HQ4X3T38QTNBMO8ADFTN19U7LSL7', '3HUTX6F6VA38OX8NRNE1UMSZRIS2OW']","['A38DXFI1TZA295', 'AX8NXTT8QMGHC']","[56.748, 41.86]",4
cost an arm and a leg,the designer dress she wanted cost an arm and a leg,figurative,very expensive,figurative,figurative,figurative,"['3YGXWBAF7GXHIMQ75WOYS1VGM8M4CU', '3MHW492WWGTTLLLD2HJZ4N05T6PVMH']","['A2LMQ4497NMK3S', 'A38DXFI1TZA295']","[152.895, 31.362]",2
cost an arm and a leg,"in the horror movie, the haunted house's entry fee cost an arm and a leg as a gruesome form of payment",literal,very expensive,tie,ambiguous,literal,"['3PH3VY7DJ1D6ZHK17GEPYRFSFTPZWC', '3D4CH1LGEQ9VW4COODG8Z0RB62AG9E']","['A110KENBXU7SUJ', 'A38DXFI1TZA295']","[25.492, 41.235]",4
count chicken,he was counting chickens before they hatch when he started planning his victory party,figurative,make plans based on events that may or may not happen,figurative,figurative,figurative,"['3907X2AHFGLQ9XKO6NRGJMXP1NO2PD', '3AMW0RGHOTIMYJ9HS6P0BA0NCIENPO']","['A1HKYY6XI2OHO1', 'APRZ7BR8C0ZMQ']","[111.791, 41.225]",4
count chicken,the farmer was counting chickens before they hatch by estimating the number of eggs that would become chicks,literal,make plans based on events that may or may not happen,literal,literal,literal,"['3PW9OPU9P60NS51MLLGQIQFRY7312T', '3E7TUJ2EGS2SKK2XMNF0TFOETAFD9M']","['A2A6FH0F7LD9ND', 'A2LMQ4497NMK3S']","[81.149, 157.287]",3
cover one's tracks,the thief covered their tracks by wiping away fingerprints,figurative,"to keep one's location, activities, and intentions hidden.",literal,literal,literal,"['3HPZF4IVN29XGT4RU3C58QZNHJOYCW', '3HHRAGRYXOLJOHTMCWTG490DXOMO9U']","['A2TBXASXZIRNNW', 'A38DXFI1TZA295']","[25.279, 35.488]",3
cover one's tracks,they covered their tracks in the snow by walking backward,literal,"to keep one's location, activities, and intentions hidden.",tie,figurative,literal,"['36PW28KO4FCBH9Q2AO4KVSHJZ4YEAV', '3D3VGR7TAGV06SWMNF9A7R2W8JX3R2']","['A2LMQ4497NMK3S', 'A38DXFI1TZA295']","[145.843, 32.004]",3
crack the whip,the manager cracked the whip on the team to meet the deadline,figurative,make someone work harder by asserting power or authority,figurative,figurative,figurative,"['3OVR4I9US5ZLCN0QAEPTC6KXQXQQ48', '345LHZDEDD8SMKO3R94FC2PGFI13U6']","['A290OV59Q76QC8', 'A2A6FH0F7LD9ND']","[58.378, 104.75]",3
crack the whip,the circus performer cracked the whip on the team of horses to start the show,literal,make someone work harder by asserting power or authority,literal,literal,literal,"['3GNA64GUZUK3864QOJ83HYQBQTLQ5D', '3YJ6NA41JRWQFTIWD8X8I3J63YUJP1']","['A2TBXASXZIRNNW', 'APRZ7BR8C0ZMQ']","[47.881, 48.822]",3
cross paths,I never thought I would cross paths with her again after high school,figurative,encounter or meet someone by chance.,tie,literal,figurative,"['3R5F3LQFVI0YU8BZGUNFHX26CH8ZOY', '34MAJL3QPK3T5MUOC3DXZYRMGVC43Z']","['A2A6FH0F7LD9ND', 'A38DXFI1TZA295']","[47.996, 27.061]",2
cross paths,"while walking in the park, we happened to cross paths with her at the intersection",literal,encounter or meet someone by chance.,tie,literal,ambiguous,"['3CPLWGV3M4F16WTABHT3PK0874EN9R', '34MAJL3QPK3T5MUOC3DXZYRMGVA43X']","['A1HKYY6XI2OHO1', 'AKQAI78JTXXC9']","[108.83, 111.134]",2
cross swords,"during the heated debate, she crossed swords with him over their differing opinions",figurative,to fight with another person physically or verbally.,figurative,figurative,figurative,"['3PM8NZGV8EWCAPO0UPRY9HHVJSAQX2', '39GHHAVOMV74Q0WDFO5KF58BC2DJ4P']","['A110KENBXU7SUJ', 'A2LMQ4497NMK3S']","[27.69, 146.586]",4
cross swords,"at the fencing tournament, they crossed swords with him in a thrilling match",literal,to fight with another person physically or verbally.,literal,literal,literal,"['337RC3OW0LI9F33S25IK4ALGT1XLV3', '31LVTDXBLNQHMWMBTLDA3DWD8VKLRA']","['A1HKYY6XI2OHO1', 'A290OV59Q76QC8']","[100.005, 56.233]",2
cross the bridge,they crossed the bridge together when they decided to face their problems as a team,figurative,to delay worrying about something that might not happen anyway,figurative,figurative,figurative,"['3YMTUJH0D8WY43SIRIJOHBVKA454TG', '3URFVVM16LYT7DVWCGZOG3UVUDEZUD']","['A1HKYY6XI2OHO1', 'AURYD2FH3FUOQ']","[102.007, 222.613]",4
cross the bridge,the two friends crossed the bridge together while enjoying the scenic view,literal,to delay worrying about something that might not happen anyway,literal,literal,literal,"['3KIBXJ1WDLA35DCDGTK5UIET8IDOK3', '3HL8HNGX4LHPI4GTDTAQHFRZ5NC9FA']","['A1HKYY6XI2OHO1', 'APRZ7BR8C0ZMQ']","[115.88, 116.895]",4
cross the line,he crossed the line with her when he made that inappropriate comment,figurative,behave in a way that is not acceptable,figurative,figurative,figurative,"['38F71OA9G9C4POZN22EVM1XJ5MHFMD', '33IZTU6J8HHON53DMTG34HWW1GVSXT']","['A1HKYY6XI2OHO1', 'A38DXFI1TZA295']","[100.989, 33.473]",4
cross the line,"during the race, he crossed the line with her as they finished together",literal,behave in a way that is not acceptable,literal,literal,literal,"['379J5II414WSDSH67FTA46XUTGXLEK', '3LEP4MGT3WGB8DHUK7TWKLJ4HAIDBW']","['A290OV59Q76QC8', 'A2TBXASXZIRNNW']","[44.438, 24.391]",3
crush,she couldn't help but have a crush on the charming new coworker,figurative,feel love-sick for someone.,figurative,figurative,figurative,"['3G0WWMR1UB07YVAWSJ4PBFQXHELNQ0', '3PQMUDRV77M23WBMIVMOX53U45AIIC']","['A290OV59Q76QC8', 'A2TBXASXZIRNNW']","[40.257, 25.233]",3
crush,the machine was designed to have a crush on the aluminum cans for recycling,literal,feel love-sick for someone.,literal,literal,literal,"['34BBWHLWHQRK4RVR7CQ3YWC2JG8IWJ', '386PBUZZXVD0O83YLG411MAMYOTLJ5']","['A2LMQ4497NMK3S', 'APRZ7BR8C0ZMQ']","[155.306, 39.065]",3
cry over spilt milk,there's no point in crying over spilt milk now that the deadline has passed,figurative,to be upset about things that have already been done,figurative,figurative,figurative,"['34BBWHLWHQRK4RVR7CQ3YWC2JG8IWJ', '386PBUZZXVD0O83YLG411MAMYOTLJ5']","['A2LMQ4497NMK3S', 'APRZ7BR8C0ZMQ']","[155.306, 39.065]",3
cry over spilt milk,the toddler was crying over spilt milk on the kitchen floor,literal,to be upset about things that have already been done,literal,literal,literal,"['3MD9PLUKKYUGCNBNFFN22821MHLNZ9', '37TRT2X2467OBZHMU3F7NJEHMUVJBW']","['A1HKYY6XI2OHO1', 'A290OV59Q76QC8']","[101.644, 94.251]",4
cup of tea,"skydiving is not my cup of tea, I prefer calmer activities",figurative,to like something,figurative,figurative,figurative,"['3KOPY89HMOIJ84D9FA0150G5YSZJ32', '3KKG4CDWKYEFKOJ4TCE7QBU8GNJ49D']","['A1HKYY6XI2OHO1', 'A290OV59Q76QC8']","[120.387, 48.432]",2
cup of tea,"this green tea is not my cup of tea, I ordered black tea",literal,to like something,literal,literal,literal,"['3H7XDTSHKS7680PWHOQ0DKZM43GGWP', '3NS0A6KXCKOA2VU1SBA7COT4L5KGZF']","['A38DXFI1TZA295', 'AX8NXTT8QMGHC']","[31.784, 31.389]",3
cut and dried,"with her impressive qualifications, it was a cut and dried decision to hire her",figurative,ready-made,figurative,figurative,figurative,"['3TXWC2NHNF6YM9LFJDAPOEAEUD4S9A', '3UJ1CZ6IZX5FLMJ3GNX8CY5C8HLS5J']","['A290OV59Q76QC8', 'AX8NXTT8QMGHC']","[61.533, 74.826]",4
cut and dried,the process of making fruit leather involves a cut and dried decision with the fruit,literal,ready-made,literal,literal,literal,"['3SPJ03342HJKO7AX4VTRVUCI7TVJY9', '38JBBYETQ4QWFKAL1NUTIPVJ7K0E4Y']","['A290OV59Q76QC8', 'A2A6FH0F7LD9ND']","[49.674, 47.302]",2
cut and thrust,the politicians engaged in the cut and thrust of the debate during the election campaign,figurative,"furious contest, discussion, etc.",figurative,figurative,figurative,"['39LNWE0K4AC7CN6MCCB2G8R5Y0CIUZ', '3T111IHZ5U6MLUL24OAKY45I8BLR9L']","['APRZ7BR8C0ZMQ', 'AX8NXTT8QMGHC']","[68.809, 40.536]",4
cut and thrust,the fencing match displayed the cut and thrust of the debate between two skilled opponents,literal,"furious contest, discussion, etc.",tie,figurative,literal,"['34Z02EIMI8TH5FAH8HWM5857TS9T09', '3GDTJDAPVARVA9P0UO8PC9GXIIPM8O']","['A290OV59Q76QC8', 'A2TBXASXZIRNNW']","[55.474, 35.955]",3
cut coat according to cloth,they cut their coat according to their cloth by living within their means,figurative,"adapt to one's circumstances, make sure one's plans are appropriate to one's resources.",figurative,figurative,figurative,"['3GNA64GUZUK3864QOJ83HYQBQTLQ5D', '3YJ6NA41JRWQFTIWD8X8I3J63YUJP1']","['A2TBXASXZIRNNW', 'APRZ7BR8C0ZMQ']","[47.881, 48.822]",3
cut coat according to cloth,the tailor cut their coat according to their cloth to avoid wasting fabric,literal,"adapt to one's circumstances, make sure one's plans are appropriate to one's resources.",literal,literal,literal,"['3FTOP5WARV4NRCECWNII32IYVQXJ09', '3V26SBZTBTUATCP6I3YWXV9AWVTZZ2']","['A2LMQ4497NMK3S', 'AX8NXTT8QMGHC']","[148.837, 37.481]",4
cut corners,"to save time and money, they cut corners on the project by using cheaper materials",figurative,"economise on time, money, materials or effort, perhaps unwisely",figurative,figurative,figurative,"['3P1L2B7ADH5EPJUV1TW69IR8XIIOL6', '3RXCAC0YI75VIZTEJLAUZ4W0MWSG8P']","['A38DXFI1TZA295', 'AX8NXTT8QMGHC']","[28.264, 59.495]",4
cut corners,the carpenter cut corners on the project to create a rounded shape,literal,"economise on time, money, materials or effort, perhaps unwisely",literal,literal,literal,"['3OONKJ5DKSZ2CA8JAG7CVFV3LOPOB4', '3ZSY5X72NDRPSHP86DT2VU073ASROK']","['A2TBXASXZIRNNW', 'AX8NXTT8QMGHC']","[25.904, 45.545]",3
cut down,he had to cut down the tree of his ego to become a better person,figurative,to reduce the amount of something (usually bad),tie,figurative,discard,"['3F6HPJW4JTGGT6HPI95BBG5LUKQW21', '32XVDSJFPFDKOUNBE7ZO2I3UWID2MH']","['A1HKYY6XI2OHO1', 'AX8NXTT8QMGHC']","[100.508, 45.786]",4
cut down,the lumberjack used a chainsaw to cut down the tree in the forest,literal,to reduce the amount of something (usually bad),literal,literal,literal,"['34HJIJKLPLCDHVW7WDJ3ITJ57PKV4M', '3NLZY2D5355HAV7BG6OAYNM8CJ0LQB']","['A110KENBXU7SUJ', 'A38DXFI1TZA295']","[35.169, 26.816]",4
cut the cord,he decided to cut the cord with her and end their toxic relationship,figurative,to end a connection with someone,figurative,figurative,figurative,"['3QFUFYSY9EVOLYAHWYEZ07GJJVXF4J', '3RXCAC0YI75VIZTEJLAUZ4W0MWT8GI']","['A1HKYY6XI2OHO1', 'APRZ7BR8C0ZMQ']","[118.974, 61.116]",4
cut the cord,the nurse cut the cord with her after the baby was born,literal,to end a connection with someone,literal,literal,literal,"['3H8DHMCCWPRC1GLOQK6PJO2U446DKV', '3HVVDCPGTU8E2A62GP7VX0ZR553TYP']","['A1HKYY6XI2OHO1', 'A290OV59Q76QC8']","[126.35, 48.504]",4
cut the mustard,"despite his efforts, he couldn't cut the mustard in the competitive sales environment",figurative,to succeed,figurative,figurative,figurative,"['379J5II414WSDSH67FTA46XUTGXLEK', '3LEP4MGT3WGB8DHUK7TWKLJ4HAIDBW']","['A290OV59Q76QC8', 'A2TBXASXZIRNNW']","[44.438, 24.391]",3
cut the mustard,"with a dull knife, she couldn't cut the mustard for her sandwich",literal,to succeed,literal,literal,literal,"['3KB8R4ZV1UNEKXRLMXU4Q6M1U2YGB9', '3R2PKQ87NCOOZF1D3AKGPYABLEUIMS']","['A38DXFI1TZA295', 'AX8NXTT8QMGHC']","[31.604, 75.791]",3
cut your own throat,"by revealing company secrets, he cut his own throat and ruined his career",figurative,to do something that will be the cause of your own failure or ruin your chances in the future,figurative,figurative,figurative,"['39N5ACM9HU319H5NRW6VT9537TJ9PX', '3OSWBBLG1UDILGKVP3LE9IAW0D6DX5']","['A1HKYY6XI2OHO1', 'A2LMQ4497NMK3S']","[124.563, 149.144]",3
cut your own throat,"while shaving, he accidentally cut his own throat with the razor",literal,to do something that will be the cause of your own failure or ruin your chances in the future,literal,literal,literal,"['3DIP6YHAPS8XYLXNDQK6Z1BO9GY8EL', '36NEMU28XVT60ALISROVQPJJ0PSWMD']","['A290OV59Q76QC8', 'AX8NXTT8QMGHC']","[89.512, 33.428]",3
