idiom,meaning,intended_figurative,intended_literal,maxVote_figurative,maxVote_literal,gold_figurative,gold_literal,well_formed
hand in hand,close ties or connections,success and hard work walked hand in hand in her life,the couple walked hand in hand along the beach,figurative,literal,"['figurative', 'figurative']","['literal', 'literal']",True
hands are tied,to not be able to do anything about a situation,"I'd love to help you, but my hands are tied due to company policy","During the magic trick, the magician made sure my hands are tied securely with a rope",figurative,literal,"['figurative', 'figurative']","['literal', 'literal']",True
happy camper,to be content or satisfied with what is happening in your lifes and have no complaints,"after the long meeting, she was not a happy camper","when the tent collapsed, he was not a happy camper at the campsite",tie,tie,"['figurative', 'ambiguous']","['figurative', 'literal']",False
hard cheese,"bad luck, tough luck",she experienced hard cheese when she lost her job and had to start over,"while tasting different types of dairy products, she experienced hard cheese among them",figurative,literal,"['figurative', 'figurative']","['literal', 'literal']",True
have a big mouth,one who gossips more or says things that are meant to be kept secret,he has a big mouth and can't keep a secret,the hippopotamus has a big mouth that can open up to 150 degrees,figurative,literal,"['figurative', 'figurative']","['literal', 'literal']",True
have a soft spot,to like someone very much,"despite her tough exterior, she has a soft spot for kittens and always takes care of them",the veterinarian has a soft spot for kittens in her clinic where they can rest comfortably,figurative,literal,"['figurative', 'figurative']","['literal', 'literal']",True
have clean hands,to be innocent; to be free of any wrongdoing,"despite the corruption around her, she maintained clean hands throughout the process by refusing to participate in any dishonest activities","as a surgeon, she maintained clean hands throughout the process by following strict hygiene protocols",figurative,literal,"['figurative', 'figurative']","['literal', 'literal']",True
have kittens,"to be very worried, upset, or angry about something",she had kittens over the situation when she found out her son had crashed the car,the cat had kittens over the situation when she found a safe spot to give birth,figurative,literal,"['figurative', 'figurative']","['literal', 'literal']",True
have no truck with,avoid dealing or being associated with,I decided to have no truck with them after they betrayed my trust,the delivery company said they have no truck with them to transport our goods,figurative,literal,"['figurative', 'figurative']","['literal', 'literal']",True
head above water,to succeed to survive in bad financial situations,"despite the workload, she was keeping her head above water by staying organized","during the swimming lesson, she was keeping her head above water to breathe",figurative,literal,"['figurative', 'figurative']","['literal', 'literal']",True
hide light under a bushel,to show modesty towards something or someone,"she was so talented, but she was always hiding light under a bushel by not showcasing her skills","during the game of hide and seek, he was hiding light under a bushel to avoid being found",figurative,literal,"['figurative', 'figurative']","['literal', 'literal']",True
high up,to have an important standing in society,he was so high up in the company that he had direct access to the CEO,the mountain peak was so high up that it was covered in snow,figurative,literal,"['figurative', 'figurative']","['literal', 'literal']",True
hit the books,to study very hard,"with exams approaching, it's time to hit the books and study hard","in a fit of rage, he decided it was time to hit the books and threw them against the wall",figurative,literal,"['figurative', 'figurative']","['literal', 'literal']",True
