idiom,instance,label,meaning,maxVote,gold_0,gold_1,AssignmentId,WorkerId,TimeMe,batch_num,gold,WorkerIdPosition
wheels fall off,"due to a manufacturing defect, the wheels fell off the toy car",literal,when a situation gets out of control and everything starts to go wrong,literal,literal,literal,"['30BXRYBRPKDK8WK71U8IYKBNJTPWHG', '31Q0U3WYD5VUE6YSRXXLEHWZ9DM71S']","['A290OV59Q76QC8', 'A2A6FH0F7LD9ND']","[57.123, 70.349]",2,"['literal', 'literal']",1
where the rubber meets the road,the intersection is where the rubber meets the road as cars pass by,literal,when you have to face your challenges,literal,literal,literal,"['3Y5140Z9DDWUKIYQVQC86246QJ5PIV', '3K2755HG58J1LUTAP9FS3BAPW8ADFE']","['A2A6FH0F7LD9ND', 'A2TBXASXZIRNNW']","[56.018, 35.237]",3,"['literal', 'literal']",0
whole nine yards,she went the whole nine yards to make his birthday special,figurative,"everything, all of something",figurative,figurative,figurative,"['3EQHHY4HQ88CVHACLN3RNKM9K6S5GD', '3B837J3LD4C4Q9H1DUABFZA80ZASRX']","['A110KENBXU7SUJ', 'APRZ7BR8C0ZMQ']","[19.442, 59.301]",4,"['figurative', 'figurative']",0
will never fly,"he proposed a risky investment, but we knew that idea will never fly with the board",figurative,there's no chance that something will work; to be unsuccessful,figurative,figurative,figurative,"['35GMH2SV3UX0JDK3K792WN1OOBZOEH', '3VP0C6EFSWC86V6C19BRSVK6CDX6M0']","['A290OV59Q76QC8', 'A2A6FH0F7LD9ND']","[62.593, 57.684]",2,"['figurative', 'figurative']",1
wipe the slate clean,"after a long discussion, they wiped the slate clean together and started fresh",figurative,"to make a fresh start and forget all past offences, disagreements or mistakes",tie,ambiguous,figurative,"['30BXRYBRPKDK8WK71U8IYKBNJTPWHG', '31Q0U3WYD5VUE6YSRXXLEHWZ9DM71S']","['A290OV59Q76QC8', 'A2A6FH0F7LD9ND']","[57.123, 70.349]",2,"['ambiguous', 'figurative']",1
wouldn't be caught dead,the cockroach wouldn't be caught dead in that well-sealed container,literal,dislike something very much,tie,figurative,literal,"['3ZQIG0FLQUWPQXFR6JPMDL2WRIJVW8', '35GMH2SV3UX0JDK3K792WN1OOLHOEJ']","['A110KENBXU7SUJ', 'A38DXFI1TZA295']","[27.681, 37.967]",4,"['figurative', 'literal']",0
wouldn't be seen dead,"she wouldn't be seen dead in that outfit, as it was completely out of style",figurative,to be too ashamed or embarrassed of something,figurative,figurative,figurative,"['3CPLWGV3M4F16WTABHT3PK0874EN9R', '34MAJL3QPK3T5MUOC3DXZYRMGVA43X']","['A1HKYY6XI2OHO1', 'AKQAI78JTXXC9']","[108.83, 111.134]",2,"['figurative', 'figurative']",1
wrap in cotton wool,the fragile vase was wrapped in cotton wool before being placed in the box,literal,to be overprotective towards somebody,literal,literal,literal,"['3S06PH7KS7KAVFZ2IA07E96VVY71DH', '3WT783CTPRX13LBGKBYL0F1MWAMBCA']","['A1HKYY6XI2OHO1', 'AKQAI78JTXXC9']","[110.675, 81.809]",4,"['literal', 'literal']",1
written all over face,her excitement was written all over her face when she received the good news,figurative,when someone's feelings or thoughts are very clear,figurative,figurative,figurative,"['3FQ5JJ51214LNSC1FEKSFTEOI8TNK8', '3L4PIM1GQ9W1MVTAC020XLY9HKRRYV']","['A290OV59Q76QC8', 'A2A6FH0F7LD9ND']","[61.926, 75.256]",3,"['figurative', 'figurative']",1
yellow streak,the painting has a yellow streak running through the middle,literal,people who  have an inclination towards being fainthearted.,literal,literal,literal,"['33SA9F9TRDA8OMT5BT0CDHEARDYEWJ', '3PW9OPU9P60NS51MLLGQIQFRYX0217']","['A290OV59Q76QC8', 'A2A6FH0F7LD9ND']","[46.421, 74.937]",2,"['literal', 'literal']",1
you can't teach an old dog new tricks,trying to convince my grandfather to use a smartphone was like teaching an old dog new tricks,figurative,you cannot make others change their habits,figurative,figurative,figurative,"['35GMH2SV3UX0JDK3K792WN1OOBZOEH', '3VP0C6EFSWC86V6C19BRSVK6CDX6M0']","['A290OV59Q76QC8', 'A2A6FH0F7LD9ND']","[62.593, 57.684]",2,"['figurative', 'figurative']",1
zero hour,"the clock struck midnight, and we were at zero hour",literal,a time when a crucial decision or essential action must be taken,tie,ambiguous,literal,"['336KAV9KY68KIBCPXANZWDQ15SQY22', '37C0GNLMHVJ5210ZOGCO95XC39O6DL']","['A110KENBXU7SUJ', 'A38DXFI1TZA295']","[42.775, 33.368]",4,"['ambiguous', 'literal']",0
