idiom,phrase,sentence,sentence_label_gpt3,sentence_reason_gpt3,phrase_label,sentence_label,kor_Hang_idiom,kor_Hang_phrase,kor_Hang_sentence,kor_Hang_phrase_label,kor_Hang_sentence_label,kor_Hang_notes,fra_Latn_idiom,fra_Latn_phrase,fra_Latn_sentence,fra_Latn_phrase_label,fra_Latn_sentence_label,heb_Hebr_idiom,heb_Hebr_phrase,heb_Hebr_sentence,heb_Hebr_phrase_label,heb_Hebr_sentence_label,zho_Hans_idiom,zho_Hans_phrase,zho_Hans_sentence,zho_Hans_phrase_label,zho_Hans_sentence_label,yor_Latn_idiom,yor_Latn_phrase,yor_Latn_sentence,yor_Latn_phrase_label,yor_Latn_sentence_label
vultures are circling,The vultures are circling,"The vultures are circling, waiting for the perfect opportunity to take advantage of me.",0,"Here, ""vultures are circling"" means to be surrounded by people who are looking for an opportunity to exploit someone.",2,0,새우들이 돌아다니고 있습니다,새우들이 돌아다니고 있어,새우들이 날 이용하는 완벽한 기회를 기다리고 있습니다.,1,1,,Les vautours font le tour,Les vautours font le tour,"Les vautours font le tour, en attendant l'occasion parfaite pour profiter de moi.",,,נשרים מסתובבים,הנשרים מסתובבים,"הנשרים מסתובבים, מחכים להזדמנות המושלמת לנצל אותי.",,,鸟正在绕,鸟们正在绕,"鸟们正在环绕,等待完美的机会来利用我.",,,àwọn ẹyẹ ẹyẹ ẹyẹ ẹyẹ ẹyẹ ẹyẹ ẹyẹ ẹyẹ ẹyẹ ẹyẹ ẹyẹ ẹyẹ ẹyẹ ẹyẹ ẹyẹ ẹyẹ ẹyẹ ẹyẹ ẹyẹ ẹyẹ ẹyẹ ẹyẹ ẹyẹ ẹyẹ ẹyẹ ẹyẹ ẹyẹ ẹyẹ ẹyẹ ẹyẹ ẹyẹ ẹyẹ ẹyẹ ẹyẹ ẹyẹ ẹyẹ ẹyẹ ẹyẹ ẹyẹ ẹyẹ ẹyẹ ẹyẹ ẹyẹ ẹyẹ ẹyẹ ẹyẹ ẹyẹ ẹyẹ ẹyẹ ẹyẹ ẹyẹ ẹyẹ ẹyẹ ẹyẹ ẹyẹ ẹyẹ ẹyẹ ẹyẹ ẹyẹ ẹyẹ ẹyẹ ẹyẹ ẹyẹ ẹyẹ ẹyẹ ẹyẹ ẹyẹ ẹyẹ ẹyẹ ẹyẹ ẹyẹ ẹyẹ ẹyẹ ẹyẹ ẹyẹ ẹyẹ ẹyẹ ẹyẹ ẹyẹ ẹyẹ ẹyẹ ẹyẹ ẹyẹ ẹyẹ ẹyẹ ẹyẹ ẹyẹ ẹyẹ ẹyẹ ẹyẹ ẹyẹ ẹyẹ ẹyẹ ẹyẹ ẹyẹ ẹyẹ ẹyẹ ẹyẹ ẹ,Àwọn ẹyẹ ẹyẹ ẹyẹ ẹyẹ ẹyẹ ẹyẹ ẹyẹ ẹyẹ ẹyẹ ẹyẹ ẹyẹ ẹyẹ ẹyẹ ẹyẹ ẹyẹ ẹyẹ ẹyẹ ẹyẹ ẹyẹ ẹyẹ ẹyẹ ẹyẹ ẹyẹ ẹyẹ ẹyẹ ẹyẹ ẹyẹ ẹyẹ ẹyẹ ẹyẹ ẹyẹ ẹyẹ ẹyẹ ẹyẹ ẹyẹ ẹyẹ ẹyẹ ẹyẹ ẹyẹ ẹyẹ ẹyẹ ẹyẹ ẹyẹ ẹyẹ ẹyẹ ẹyẹ ẹyẹ ẹyẹ ẹyẹ ẹyẹ ẹyẹ ẹyẹ ẹyẹ ẹyẹ ẹyẹ ẹyẹ ẹyẹ ẹyẹ ẹyẹ ẹyẹ ẹyẹ ẹyẹ ẹyẹ ẹyẹ ẹyẹ ẹyẹ ẹyẹ ẹyẹ ẹyẹ ẹyẹ ẹyẹ ẹyẹ ẹyẹ ẹyẹ ẹyẹ ẹyẹ ẹyẹ ẹyẹ ẹyẹ ẹyẹ ẹyẹ ẹyẹ ẹyẹ ẹyẹ ẹyẹ ẹyẹ ẹyẹ ẹyẹ ẹyẹ ẹyẹ ẹyẹ ẹyẹ ẹyẹ ẹyẹ ẹyẹ ẹyẹ ẹyẹ ẹyẹ ẹ,Àwọn ẹyẹ ẹyẹ ẹyẹ ẹyẹ ẹyẹ ẹyẹ ẹyẹ ẹyẹ ẹyẹ ẹyẹ ẹyẹ ẹyẹ ẹyẹ ẹyẹ ẹyẹ ẹyẹ ẹyẹ ẹyẹ ẹyẹ ẹyẹ ẹyẹ ẹyẹ ẹyẹ ẹyẹ ẹyẹ ẹyẹ ẹyẹ ẹyẹ ẹyẹ ẹyẹ ẹyẹ ẹyẹ ẹyẹ ẹyẹ ẹyẹ ẹyẹ ẹyẹ ẹyẹ ẹyẹ ẹyẹ ẹyẹ ẹyẹ ẹyẹ ẹyẹ ẹyẹ ẹyẹ ẹyẹ ẹyẹ ẹyẹ ẹyẹ ẹyẹ ẹyẹ ẹyẹ ẹyẹ ẹyẹ ẹyẹ ẹyẹ ẹyẹ ẹyẹ ẹyẹ ẹyẹ ẹyẹ ẹyẹ ẹyẹ ẹyẹ ẹyẹ ẹyẹ ẹyẹ ẹyẹ ẹyẹ ẹyẹ ẹyẹ ẹyẹ ẹyẹ ẹyẹ ẹyẹ ẹyẹ ẹyẹ ẹyẹ ẹyẹ ẹyẹ ẹyẹ ẹyẹ ẹyẹ ẹyẹ ẹyẹ ẹyẹ ẹyẹ ẹyẹ ẹyẹ ẹyẹ ẹyẹ ẹyẹ ẹyẹ ẹyẹ ẹyẹ ẹyẹ ẹyẹ ẹ,,
vultures are circling,The vultures are circling,"The vultures are circling, looking for their next meal.",1,"Here, ""vultures are circling"" means to have a flock of vultures flying in circles in the sky.",2,1,새우들이 돌아다니고 있습니다,새우들이 돌아다니고 있어,새우들은 다음 식사를 찾고 순환하고 있습니다.,1,1,,Les vautours font le tour,Les vautours font le tour,Les vautours font le tour de leur prochain repas.,,,נשרים מסתובבים,הנשרים מסתובבים,"הנשרים מסתובבים, מחפשים את ארוחת הבוקר הבאה שלהם.",,,鸟正在绕,鸟们正在绕,"鸟在环绕,寻找下一顿饭.",,,àwọn ẹyẹ ẹyẹ ẹyẹ ẹyẹ ẹyẹ ẹyẹ ẹyẹ ẹyẹ ẹyẹ ẹyẹ ẹyẹ ẹyẹ ẹyẹ ẹyẹ ẹyẹ ẹyẹ ẹyẹ ẹyẹ ẹyẹ ẹyẹ ẹyẹ ẹyẹ ẹyẹ ẹyẹ ẹyẹ ẹyẹ ẹyẹ ẹyẹ ẹyẹ ẹyẹ ẹyẹ ẹyẹ ẹyẹ ẹyẹ ẹyẹ ẹyẹ ẹyẹ ẹyẹ ẹyẹ ẹyẹ ẹyẹ ẹyẹ ẹyẹ ẹyẹ ẹyẹ ẹyẹ ẹyẹ ẹyẹ ẹyẹ ẹyẹ ẹyẹ ẹyẹ ẹyẹ ẹyẹ ẹyẹ ẹyẹ ẹyẹ ẹyẹ ẹyẹ ẹyẹ ẹyẹ ẹyẹ ẹyẹ ẹyẹ ẹyẹ ẹyẹ ẹyẹ ẹyẹ ẹyẹ ẹyẹ ẹyẹ ẹyẹ ẹyẹ ẹyẹ ẹyẹ ẹyẹ ẹyẹ ẹyẹ ẹyẹ ẹyẹ ẹyẹ ẹyẹ ẹyẹ ẹyẹ ẹyẹ ẹyẹ ẹyẹ ẹyẹ ẹyẹ ẹyẹ ẹyẹ ẹyẹ ẹyẹ ẹyẹ ẹyẹ ẹyẹ ẹyẹ ẹyẹ ẹ,Àwọn ẹyẹ ẹyẹ ẹyẹ ẹyẹ ẹyẹ ẹyẹ ẹyẹ ẹyẹ ẹyẹ ẹyẹ ẹyẹ ẹyẹ ẹyẹ ẹyẹ ẹyẹ ẹyẹ ẹyẹ ẹyẹ ẹyẹ ẹyẹ ẹyẹ ẹyẹ ẹyẹ ẹyẹ ẹyẹ ẹyẹ ẹyẹ ẹyẹ ẹyẹ ẹyẹ ẹyẹ ẹyẹ ẹyẹ ẹyẹ ẹyẹ ẹyẹ ẹyẹ ẹyẹ ẹyẹ ẹyẹ ẹyẹ ẹyẹ ẹyẹ ẹyẹ ẹyẹ ẹyẹ ẹyẹ ẹyẹ ẹyẹ ẹyẹ ẹyẹ ẹyẹ ẹyẹ ẹyẹ ẹyẹ ẹyẹ ẹyẹ ẹyẹ ẹyẹ ẹyẹ ẹyẹ ẹyẹ ẹyẹ ẹyẹ ẹyẹ ẹyẹ ẹyẹ ẹyẹ ẹyẹ ẹyẹ ẹyẹ ẹyẹ ẹyẹ ẹyẹ ẹyẹ ẹyẹ ẹyẹ ẹyẹ ẹyẹ ẹyẹ ẹyẹ ẹyẹ ẹyẹ ẹyẹ ẹyẹ ẹyẹ ẹyẹ ẹyẹ ẹyẹ ẹyẹ ẹyẹ ẹyẹ ẹyẹ ẹyẹ ẹyẹ ẹyẹ ẹyẹ ẹyẹ ẹ,"Àwọn ẹyẹ yìí ń rìn káàkiri, wọ́n ń wá oúnjẹ tó máa tẹ̀ lé e.",,
loose cannon,He's a loose cannon,He's a loose cannon who can't be trusted to follow the rules.,0,"Here, ""loose cannon"" means someone who is unpredictable and dangerous.",0,0,용기,그는 느슨한 공사입니다,그는 규칙에 충실하지 않는 무력입니다.,3,3,"""loose cannon"" was translated as ""military power"" (sentence) and ""construction"" (phrase). These are neither literal nor metaphorical, so overall incorrect.",canon lâche,Il est un canon lâche.,C'est un canon lâche qui ne peut pas être fait confiance pour suivre les règles.,,,תותח פנוי,הוא קנה פנוי.,הוא אקדח פנוי שלא ניתן לבטוח בו כדי לציית לחוקים.,,,放松炮,他是一个松散的炮弹,"他是一个松散的炮兵,不能信任遵守规则.",,,àgbá tó ń gbé,Ó jẹ́ olórí ohun ìjà tó ń gbéni ró,Ó jẹ́ ẹni tí kò ní lè fọkàn tán láti tẹ̀ lé àwọn òfin.,,
loose cannon,He's a loose cannon,He's a loose cannon that needs to be secured to the deck.,1,"Here, ""loose cannon"" means an actual cannon that is not secured and can cause damage.",0,0,용기,그는 느슨한 공사입니다,그는 갑판에 고정되어야 할 느슨한 상총입니다.,3,1,"""loose cannon"" was translated as ""military power"" (sentence) and ""construction"" (phrase). These are neither literal nor metaphorical, so overall incorrect.",canon lâche,Il est un canon lâche.,C'est un canon lâche qui doit être attaché au pont.,,,תותח פנוי,הוא קנה פנוי.,הוא תותח פנוי שצריך לחזק אותו על הסיפון.,,,放松炮,他是一个松散的炮弹,"他是一个松散的炮弹,需要靠上甲板.",,,àgbá tó ń gbé,Ó jẹ́ olórí ohun ìjà tó ń gbéni ró,Ó jẹ́ ohun ìjà tó ń gbéni ró tó nílò kí a fi kọ́ ọ ní ojú òrùlé.,,
passing the buck,He passed the buck,He passed the buck to me when he refused to take responsibility for his mistake.,0,"Here, ""passing the buck"" means to shift responsibility or blame to someone else.",2,0,돈 넘기,그는 돈을 통과,그는 자신의 실수에 대한 책임을 지지 않자 돈을 내게 넘겨주었습니다.,1,1,,passer le billet,Il a passé le prix.,Il m'a donné le salaire quand il a refusé de prendre la responsabilité de sa faute.,,,עובר את הכסף,הוא עבר את הכסף.,הוא העביר לי את הכסף כשהוא סירב לקחת אחריות על הטעות שלו.,,,通过钱,他已经过了钱.,"他拒绝为自己的错误承担责任,",,,tí ń fi owó náà kọjá,Ó kọjá owó náà,Ó fún mi ní owó náà nígbà tó kọ̀ láti dá ẹ̀bi tó ṣe.,,
passing the buck,He passed the buck,He passed the buck to me when he handed me the money he owed me.,1,"Here, ""passing the buck"" means to physically pass something to someone else.",2,1,돈 넘기,그는 돈을 통과,그는 나에게 빚을 지은 돈을 내게 넘겨주었을 때,1,1,,passer le billet,Il a passé le prix.,Il m'a remis le dollar quand il m'a remis l'argent qu'il me devait.,,,עובר את הכסף,הוא עבר את הכסף.,הוא העביר לי את הכסף כשהוא העניק לי את הכסף שהוא חייב לי.,,,通过钱,他已经过了钱.,"他把钱交给我,当他把欠我的钱交给我.",,,tí ń fi owó náà kọjá,Ó kọjá owó náà,Ó fún mi ní owó náà nígbà tó fún mi ní owó tó jẹ mí.,,
eaten him alive,The crowd ate him alive,The crowd ate him alive with their criticism and harsh words.,0,"Here, to ""eat him alive"" means to overwhelm someone with criticism.",2,0,살아서 먹은 거야,군중들은 그를 살아 먹었다,그 군중은 자기들의 비판과 가혹한 말들로 그를 살아 먹었다.,2,0,,Je l'ai mangé vivant.,La foule l'a mangé vivant.,La foule le mange vivement avec leurs critiques et leurs paroles dures.,,,אכלו אותו בחיים.,הקהל אכל אותו בחיים.,הקהל אכל אותו בחיים עם ביקורתם וביטויים קשים.,,,吃了他活着.,群众吃了他活着.,群众用他们的批评和严厉的话活着吃了他.,,,wọ́n jẹun lọ́nà alààyè,Àwọn èèyàn náà jẹun rẹ̀ láàyè,Àwọn èèyàn náà fi ọ̀rọ̀ ìkà àti ọ̀rọ̀ òdì tí wọ́n sọ jí i.,,
eaten him alive,The crowd ate him alive,The crowd ate him alive because they were cannibals.,1,"Here, to ""eat him alive"" means to literally consume someone.",2,1,살아서 먹은 거야,군중들은 그를 살아 먹었다,군중들은 그를 살짝 먹었습니다. 왜냐하면 그들은 kanibals였기 때문입니다.,2,1,,Je l'ai mangé vivant.,La foule l'a mangé vivant.,La foule l'a mangé vivant parce qu'ils étaient cannibales.,,,אכלו אותו בחיים.,הקהל אכל אותו בחיים.,הקהל אכל אותו חי כי הם היו קניבלים.,,,吃了他活着.,群众吃了他活着.,"群众吃了他活着,因为他们是食肉者.",,,wọ́n jẹun lọ́nà alààyè,Àwọn èèyàn náà jẹun rẹ̀ láàyè,Àwọn èèyàn náà jẹun rẹ̀ láàyè nítorí pé àwọn èèyàn jẹun.,,
hit the nail on the head,He hit the nail on the head,He hit the nail on the head when he guessed the answer correctly.,0,"Here, to ""hit the nail on the head"" means to accurately guess or identify something.",2,0,머리에 손톱을 치고,그는 머리에 손톱을 맞았다,그는 올바른 답을 추측했을 때 머리에 손톱을 맞았다.,1,1,,frappe le clou sur la tête,Il a frappé la tête avec un clou.,Il a frappé le clou sur la tête quand il a deviné la réponse correctement.,,,תכה את הסמר על הראש.,הוא פגע בסמר בראש.,הוא פגע בסמר בראש כשהוא חישב את התשובה נכון.,,,打子在头上,他打了钉子在头上,"他猜出了正确的答案,他把钉子撞到头上.",,,fi ọ̀pá sí orí,Ó gbá ọ̀pá sí orí,Ó fi ọ̀pá kan gbá orí rẹ̀ nígbà tó rí ìdáhùn tó tọ́.,,
hit the nail on the head,He hit the nail on the head,He hit the nail on the head with the hammer.,1,"Here, to ""hit the nail on the head"" means to strike the nail in the exact spot.",2,1,머리에 손톱을 치고,그는 머리에 손톱을 맞았다,그는 해마로 머리에 손톱을 맞았다.,1,1,,frappe le clou sur la tête,Il a frappé la tête avec un clou.,Il a frappé le clou sur la tête avec le marteau.,,,תכה את הסמר על הראש.,הוא פגע בסמר בראש.,הוא פגע בסמר בראש עם המזר.,,,打子在头上,他打了钉子在头上,他用子撞到头上的钉子.,,,fi ọ̀pá sí orí,Ó gbá ọ̀pá sí orí,Ó fi ọ̀bẹ kan gbá àgbá náà lórí orí.,,
being tailor made,This job is tailor made for me,This job is tailor made for me because it fits my skills and experience perfectly.,0,"Here, ""tailor made"" means to be perfectly suited for something.",0,0,맞춤형으로 제작,이 일은 제 맞춤형으로 만들어졌습니다,이 직업은 제 기술과 경험에 완벽하게 맞는 것이기 때문에 제 맞춤형입니다.,2,0,,être fait sur mesure,Ce travail est fait sur mesure pour moi.,Ce travail est fait sur mesure pour moi parce qu'il correspond parfaitement à mes compétences et à mon expérience.,,,מתבצעת לפי דפוס,העבודה הזאת עשויה לפי מיוחד בשבילי.,העבודה הזאת עשויה לפי מידה שלי כי היא מתאימה באופן מושלם לאומנויות ולחוויה שלי.,,,定制,这份工作是为我做的,"这份工作是为我做出的,因为它完全符合我的技能和经验.",,,tí a fi ṣe àwọ̀,A ṣe iṣẹ́ yìí fún mi,Wọ́n ṣe iṣẹ́ yìí fún mi torí pé ó bá òye mi àti ìrírí mi mu.,,
being tailor made,This job is tailor made for me,This job is tailor made for me because I had it custom made to fit my needs.,1,"Here, ""tailor made"" means to be custom made for a specific purpose.",0,0,맞춤형으로 제작,이 일은 제 맞춤형으로 만들어졌습니다,이 직업은 제 필요에 맞게 만들어졌기 때문에,2,1,,être fait sur mesure,Ce travail est fait sur mesure pour moi.,Ce travail est fait sur mesure pour moi parce que je l'ai fait sur mesure pour mes besoins.,,,מתבצעת לפי דפוס,העבודה הזאת עשויה לפי מיוחד בשבילי.,העבודה הזאת עשויה לפי דרישותי.,,,定制,这份工作是为我做的,"这份工作是为我做的,因为我让它是为了满足我的需求.",,,tí a fi ṣe àwọ̀,A ṣe iṣẹ́ yìí fún mi,Wọ́n ṣe iṣẹ́ yìí fún mi torí pé mo ṣe é ní ìbámu pẹ̀lú ohun tí mo nílò.,,
dodge a bullet,I dodged a bullet,I dodged a bullet when I decided not to invest in that company.,0,"Here, to ""dodge a bullet"" means to narrowly avoid a dangerous or unpleasant situation.",2,0,총알을 피하는 것,난 총알을 피했어,그 회사에 투자하지 않기로 결정했을 때 총알을 피했습니다.,1,1,,échapper à une balle,J'ai évité une balle.,J'ai évité une balle quand j'ai décidé de ne pas investir dans cette entreprise.,,,להתחמק מגליפה,אני התחמפתי מגיל.,התחמנתי מגיל כדורים כשחליטתי לא להשקיע בחברה הזאת.,,,躲避一颗子弹,我躲避了一颗子弹.,"我决定不投资公司时,我躲避了一颗子弹.",,,má ṣe fi ìbọn kan,Mo sá fún ìbọn kan,Mo sá fún ìbọn kan nígbà tí mo pinnu pé mi ò ní kó owó jọ nínú ilé iṣẹ́ yẹn.,,
dodge a bullet,I dodged a bullet,I dodged a bullet when it was shot at me.,1,"Here, to ""dodge a bullet"" means to physically move out of the way of a bullet.",2,1,총알을 피하는 것,난 총알을 피했어,총알이 날 때 난 피했지,1,1,,échapper à une balle,J'ai évité une balle.,J'ai évité une balle quand elle m'a été tirée dessus.,,,להתחמק מגליפה,אני התחמפתי מגיל.,התחמנתי מגירוש כשיירו בי.,,,躲避一颗子弹,我躲避了一颗子弹.,"当枪击我时,我躲避了一颗子弹.",,,má ṣe fi ìbọn kan,Mo sá fún ìbọn kan,Mo sá fún ìbọn kan nígbà tí wọ́n fi ìbọn pa mí.,,
