idiom,meaning,source,label,translation_ko,equiv_idiom_ko,discard_ko,translation_zh,equiv_idiom_zh,discard_zh,complete_ko,complete_zh
see the light,realise or understand something,"After being in the dark cave for hours, they [[finally saw the light]] when they reached the exit",literal,,False,False,,False,False,False,False
velvet glove,"a person who appears gentle, but is determined and inflexible underneath",The manager [[was wearing a velvet glove]] when he gently guided the team through the crisis,figurative,감독이 위기를 통해 팀을 부드럽게 인도했을 때  그가  [[겉은 부드럽지만 속은 단호함을 지녔다는것을 알수있었습니다]],False,False,,False,False,True,False
velvet glove,"a person who appears gentle, but is determined and inflexible underneath","At the costume party, she [[was wearing a velvet glove]] as part of her elegant outfit",literal,코스튬 파티에서 그녀는 우아한 복장의 일부로  [[벨벳 장갑을 끼고 있었습니다 ]],False,False,,False,False,True,False
went through the mill,"you experience a very difficult period, or are exposed to rough treatment",They [[went through the mill together]] during the tough times in their relationship,figurative,"그들은 그들의 관계에서 힘든 시기에
 [[함께 어려운 과정을  거쳤습니다]]",False,False,,False,False,True,False
went through the mill,"you experience a very difficult period, or are exposed to rough treatment",The wheat [[went through the mill together]] to be ground into flour,literal,밀은 [[함께 맷돌을 통과해서]] 마침내 가루가  되었습니다,False,False,,False,False,True,False
mind your own business,to look into your own matter,The neighbors [[were minding their own business]] and didn't notice the commotion next door,figurative,,False,False,,False,False,False,False
mind your own business,to look into your own matter,The entrepreneurs [[were minding their own business]] by managing their respective companies,literal,,False,False,,False,False,False,False
you can't have your cake and eat it,you can't have things both ways,You [[can't have the cake and eat it]] when it comes to maintaining a high-paying job and having ample free time,figurative," 고임금 직업을 유지하고 충분한 자유 시간을 가질 때, 
당신을 [[두가지를 다 가질수은 없습니다]]",False,False,,False,False,True,False
you can't have your cake and eat it,you can't have things both ways,"At the cake decorating competition, participants [[can't have the cake and eat it]] as they must present their creations to the judges",literal,"케이크 데코레이션 대회에서 참가자들은 
자신의 창작물을 심사위원들에게 보여줘야 하기
 때문에 [[케이크를 가지고 먹을수]] 없습니다",False,False,,False,False,True,False
in the cross hairs,in a position where one might receive severe criticism,"As the whistleblower, he found himself [[caught in the cross hairs]] of the company's retaliation",figurative,,False,False,,False,False,False,False
in the cross hairs,in a position where one might receive severe criticism,"During the paintball match, she was [[caught in the cross hairs]] of her opponent's gun",literal,,False,False,,False,False,False,False
never looked back,"after an event which changed your life for the better, you continue to be happy with the situation","She quit her job and started her own business, and she [[never looked back after that]]",figurative,,False,False,,False,False,False,False
never looked back,"after an event which changed your life for the better, you continue to be happy with the situation",He walked away from the haunted house and [[never looked back after that]],literal,,False,False,,False,False,False,False
not playing with a full deck,not mentally sound,His strange ideas made it seem like he was [[not playing with a full deck]],figurative,,False,False,,False,False,False,False
not playing with a full deck,not mentally sound,"During the poker game, we discovered we were [[not playing with a full deck]] when the ace of spades appeared twice",literal,,False,False,,False,False,False,False
wipe the slate clean,"to make a fresh start and forget all past offences, disagreements or mistakes","After a long discussion, they [[wiped the slate clean together]] and started fresh",figurative,긴 논의 끝에 그들은 [[모든 과거의 불협과 잘못을 잊고]] 새롭게 시작했습니다.,False,False,,False,False,True,False
wipe the slate clean,"to make a fresh start and forget all past offences, disagreements or mistakes",The teacher and student [[wiped the slate clean together]] after the lesson,literal,선생님과 학생이 수업이 끝난 후 [[함께 슬레이트를 깨끗이 닦았다]],False,False,,False,False,True,False
learn to walk before you run,to take smaller steps initially,You should [[learn to walk before you run]] when it comes to mastering a new skill,figurative,,False,False,,False,False,False,False
learn to walk before you run,to take smaller steps initially,"As a toddler, you must [[learn to walk before you run]] to avoid falling",literal,,False,False,,False,False,False,False
blow away,impress someone very much,Their innovative product [[blew away the competition]] in the market,figurative,그들의 혁신적인 제품은 시장에서 [[경쟁 상대를 압도했습니다]],False,False,,False,False,True,False
blow away,impress someone very much,The strong gust of wind [[blew away the competition]] papers from the table,literal,강한 바람이 탁자 위의 [[경쟁 서류들을 날려버렸습니다]],False,False,,False,False,True,False
written all over face,when someone's feelings or thoughts are very clear,Her excitement was [[written all over her face]] when she received the good news,figurative,,False,True,,False,False,True,False
written all over face,when someone's feelings or thoughts are very clear,"The prankster had drawn doodles and words, which were [[written all over her face]], while she slept",literal,,False,True,,False,False,True,False
kick yourself,to be angry with yourself for something you have or have not done,They [[kicked themselves]] for not investing in the stock earlier,figurative,,False,False,,False,False,False,False
kick yourself,to be angry with yourself for something you have or have not done,"During the yoga class, they accidentally [[kicked themselves]] while attempting a new pose",literal,,False,False,,False,False,False,False
lick your lips,to show that you're excited about something and are eager for it to happen,[[They licked their lips]] in anticipation of the delicious meal,figurative,,False,False,,False,False,False,False
lick your lips,to show that you're excited about something and are eager for it to happen,"After eating the ice cream, [[they licked their lips]] to clean off the remaining traces",literal,,False,False,,False,False,False,False
old school,old fashioned ideas or approach compared to current trends,"He prefers [[an old school approach]] to communication, like writing letters",figurative,,False,False,,False,False,False,False
old school,old fashioned ideas or approach compared to current trends,The museum showcased [[an old school approach]] to education with antique desks and chalkboards,literal,,False,False,,False,False,False,False
see eye to eye,to agree fully with someone,"After discussing our differences, we started [[seeing eye to eye with her]]",figurative,,False,False,,False,False,False,False
see eye to eye,to agree fully with someone,"During the staring contest, we were [[seeing eye to eye with her]]",literal,,False,False,,False,False,False,False
up in the air,"unresolved, undecided",Our vacation [[plans are up in the air]] due to the unpredictable weather,figurative,변덕스러운 날씨로 인한 우리의 휴가 [[계획이 미정인 상태에 있습니다]],False,False,,False,False,True,False
