,,,,,,Name:,Jaechan Lee,
,,lit,"While climbing the tree, [[they had a fall out]] and landed on the ground",,,TRUE,FALSE,FALSE
fan the flames,make a bad situation even worse,fig,Their constant arguing only [[fanned the flames together]] and made the situation worse,,,TRUE,FALSE,FALSE
,,lit,They [[fanned the flames together]] to keep the campfire going,,,TRUE,FALSE,FALSE
feather in your cap,It means to have an achievement in your name.,fig,Winning the championship would be [[a feather in your cap]],,,TRUE,FALSE,FALSE
,,lit,The hat you're wearing has [[a feather in your cap]] as a decoration,,,TRUE,FALSE,FALSE
feather one's (own) nest,"If you say that you are feathering your own nest, you mean that you are working so hard to gather resources (money) to live a comfortable life in the future.",fig,She was accused of [[feathering her own nest]] by taking bribes,,,TRUE,FALSE,FALSE
,,lit,The bird was [[feathering her own nest]] with soft materials to make it cozy,,,TRUE,FALSE,FALSE
feel the pinch,experience financial hardship,fig,"After losing his job, [[he started to feel the pinch]] financially",,,TRUE,FALSE,FALSE
,,lit,"When the crab grabbed his finger, [[he started to feel the pinch]]",,,TRUE,FALSE,FALSE
feet of clay,have a flaw or weakness most people are unaware of.,fig,"Despite his confident demeanor, he [[had feet of clay]] when it came to public speaking",,,TRUE,FALSE,FALSE
,,lit,The statue [[had feet of clay]] as part of its unique design,,,TRUE,FALSE,FALSE
fiddle while Rome burns,to perform an inconsequential task or act irresponsibly in the midst of a disastrous event.,fig,He [[fiddled while Rome burned]] by playing video games during the company crisis,,,TRUE,FALSE,FALSE
,,lit,The musician [[fiddled while Rome burned]] as he was unaware of the fire,,,TRUE,FALSE,FALSE
fill the bill,be exactly suitable for a particular situation,fig,The new employee [[filled the bill perfectly]] for the position we needed,,,TRUE,FALSE,FALSE
,,lit,The waiter [[filled the bill perfectly]] with all the items we ordered,,,TRUE,FALSE,FALSE
fingers and thumbs,to be clumsy and not very skilled with your hands,fig,"When it comes to knitting, I'm [[all fingers and thumbs]]",,,TRUE,FALSE,FALSE
,,lit,The hand puppet was [[all fingers and thumbs]] with no other features,,,TRUE,FALSE,FALSE
flash in the pan,"something that cannot be repeated, usually a positive concept",fig,"His sudden success turned out to be [[a flash in the pan]], as he couldn't maintain it",,,TRUE,FALSE,FALSE
,,lit,"The oil caught fire, creating [[a flash in the pan]] while she was cooking",,,TRUE,FALSE,FALSE
flesh and blood,"This phrase refers to direct family members, people that share a DNA, that is, flesh and blood.",fig,I couldn't believe [[my own flesh and blood]] would betray me like that,,,TRUE,FALSE,FALSE
,,lit,The horror movie showed a scene where [[my own flesh and blood]] was exposed after a terrible accident,,,TRUE,FALSE,FALSE
foam at the mouth,be extremely angry,fig,He [[was foaming at the mouth]] when he found out about the betrayal,,,TRUE,FALSE,FALSE
,,lit,The rabid dog [[was foaming at the mouth]] and needed to be isolated,,,TRUE,FALSE,FALSE
foot in the door,succeed with a first step.,fig,"By volunteering at the company, she [[got a foot in the door]] for a full-time position",,,TRUE,FALSE,FALSE
,,lit,"When the door was closing, he quickly [[got a foot in the door]] to prevent it from shutting",,,TRUE,FALSE,FALSE
from A to Z,comprehensive,fig,She studied the subject so thoroughly that she [[learned it from A to Z]],,,TRUE,FALSE,FALSE
,,lit,The alphabet book helped the child [[learned it from A to Z]],,,TRUE,FALSE,FALSE
full of beans,to be optimistic or enthusiastic,fig,"After a good night's sleep, he [[seemed full of beans]] and ready to tackle the day",,,TRUE,FALSE,FALSE
,,lit,The bag [[seemed full of beans]] as it bulged and weighed heavily in her hand,,,TRUE,FALSE,FALSE
get hitched,to get married,fig,"After dating for five years, [[they decided to get hitched]] and start a family",,,TRUE,FALSE,FALSE
,,lit,"During their road trip, [[they decided to get hitched]] to a trailer for extra storage",,,TRUE,FALSE,FALSE
get one's feet wet,to begin taking part in a new activity,fig,[[They got their feet wet]] by starting with a small project before tackling the big one,,,TRUE,FALSE,FALSE
,,lit,[[They got their feet wet]] when they accidentally stepped into a puddle,,,TRUE,FALSE,FALSE
get out of bed on the wrong side,be very irritable and grouchy,fig,"He was so grumpy today, it seemed like he [[got out of bed on the wrong side]]",,,TRUE,FALSE,FALSE
,,lit,"Due to the rearrangement of his room, he accidentally [[got out of bed on the wrong side]] and bumped into the wall",,,TRUE,FALSE,FALSE
get the sack,be dismissed from the job,fig,[[She got the sack from the company]] after failing to meet her sales targets,,,TRUE,FALSE,FALSE
,,lit,[[She got the sack from the company]] to carry her groceries home,,,TRUE,FALSE,FALSE
get the wrong end of the stick,to understand something in the wrong way,fig,He misunderstood the situation and [[got the wrong end of the stick]],,,TRUE,FALSE,FALSE
,,lit,"While trying to pick up the stick, he accidentally [[got the wrong end of the stick]] covered in mud",,,TRUE,FALSE,FALSE
get your goat,irritate somebody,fig,His constant teasing finally [[got your goat]] and made you angry,,,TRUE,FALSE,FALSE
,,lit,The farmer [[got your goat]] from the pen and brought it to you,,,TRUE,FALSE,FALSE
gets it out of his system,get rid of a strong emotion or desire by expressing it openly or trying to fulfill it,fig,He needs to vent his frustrations to [[gets it out of his system]],,,TRUE,FALSE,FALSE
,,lit,"After taking the medicine, he finally [[gets it out of his system]] through detoxification",,,TRUE,FALSE,FALSE
getting my fingers burnt,"to suffer unpleasant results of an action, especially loss of money, so you do not want to do the same thing again",fig,"After investing in that risky business, I ended [[up getting my fingers burnt]]",,,TRUE,FALSE,FALSE
,,lit,"While trying to light the candle, I ended [[up getting my fingers burnt]]",,,TRUE,FALSE,FALSE
give a shot,to have a try at something,fig,"Even though he was nervous, he [[gave it a shot]] and presented his idea to the team",,,TRUE,FALSE,FALSE
,,lit,The nurse [[gave it a shot]] of vaccine to the patient,,,TRUE,FALSE,FALSE
give it a whirl,to try something new.,fig,"Unsure of the outcome, [[he gave it a whirl]] and tried the new recipe",,,TRUE,FALSE,FALSE
,,lit,[[He gave it a whirl]] by spinning the wheel at the carnival game,,,TRUE,FALSE,FALSE
give the slip,to get away,fig,She [[gave him the slip]] by sneaking out the back door,,,TRUE,FALSE,FALSE
,,lit,"She accidentally [[gave him the slip]] when she handed him a wet, slippery object",,,TRUE,FALSE,FALSE
glass ceiling,"an unseen (glass) barrier for women and people who belong to minority groups in climbing up the corporate, political or the ladder of success regardless of whether they are qualified for the job",fig,"Despite her qualifications, she [[hit the glass ceiling]] in her career progression",,,TRUE,FALSE,FALSE
,,lit,"While installing the chandelier, he accidentally [[hit the glass ceiling]] and shattered it",,,TRUE,FALSE,FALSE
gloves are off,people are beginning to behave in a more hostile or tenacious way; usually used to describe a dispute or fight,fig,"After the heated argument, [[the gloves are off now]] and they won't hold back",,,TRUE,FALSE,FALSE
,,lit,"After finishing the gardening work, [[the gloves are off now]] and they can relax",,,TRUE,FALSE,FALSE
go down in flames,to fail spectacularly,fig,His political career [[went down in flames]] after the scandal,,,TRUE,FALSE,FALSE
,,lit,The aircraft [[went down in flames]] after being struck by lightning,,,TRUE,FALSE,FALSE
go round in circles,work at something but keep failing to make progress with it.,fig,The team was [[going round in circles]] trying to solve the problem,,,TRUE,FALSE,FALSE
,,lit,The children were [[going round in circles]] while playing a spinning game,,,TRUE,FALSE,FALSE
go steady,have a romantic relationship with someone,fig,"After dating for a few months, [[they decided to go steady]] and become exclusive",,,TRUE,FALSE,FALSE
,,lit,"During the balance exercise, [[they decided to go steady]] and avoid sudden movements",,,TRUE,FALSE,FALSE
go the extra mile,to make an extra effort,fig,"To make sure the project was perfect, [[he went the extra mile]] and double - checked everything",,,TRUE,FALSE,FALSE
,,lit,"During the marathon, [[he went the extra mile]] by mistake due to a wrong turn",,,TRUE,FALSE,FALSE
go through a rough patch,to experience a lot of problems in a period of life,fig,"After losing her job, she was [[going through a rough patch]] in her life",,,TRUE,FALSE,FALSE
,,lit,"While hiking, we were [[going through a rough patch]] filled with rocks and thorns",,,TRUE,FALSE,FALSE
go through channels,to follow the correct steps in order to get something done,fig,He [[went through channels to get]] the necessary approval for his project,,,TRUE,FALSE,FALSE
,,lit,The water [[went through channels to get]] to the other side of the dam,,,TRUE,FALSE,FALSE
go through the roof,to become very angry,fig,His anger [[went through the roof]] when he found out about the betrayal,,,TRUE,FALSE,FALSE
,,lit,The rocket [[went through the roof]] of the building during the experiment,,,TRUE,FALSE,FALSE
got in his hair,to annoy someone so much that they cannot get on with what they are doing,fig,The constant questions from his coworkers [[got in his hair]] and made it difficult to concentrate,,,TRUE,FALSE,FALSE
,,lit,The confetti from the party [[got in his hair]] and took a while to remove,,,TRUE,FALSE,FALSE
got it made,"to be certain to be successful and have a good life, often without much effort:",fig,"With their successful business, [[they've got it made]] in life",,,TRUE,FALSE,FALSE
,,lit,"After assembling the furniture, [[they've got it made]] and ready for use",,,TRUE,FALSE,FALSE
got off your back,to be annoyed and ask someone to stop finding faults or criticize you,fig,"When you completed the project, your boss [[finally got off your back]]",,,TRUE,FALSE,FALSE
,,lit,The cat [[finally got off your back]] when you stood up,,,TRUE,FALSE,FALSE
green around the gills,Someone who looks sick or nauseated.,fig,"After the roller coaster ride, he was [[looking green around the gills]] from nausea",,,TRUE,FALSE,FALSE
,,lit,The makeup artist painted him to be [[looking green around the gills]] for the alien costume,,,TRUE,FALSE,FALSE
had your chips,when someone has completely failed in what they set out to achieve,fig,"After losing the game, it was clear [[you had your chips]]",,,TRUE,FALSE,FALSE
,,lit,"Once you finished eating, [[you had your chips]] and were ready to leave",,,TRUE,FALSE,FALSE
hammer and tongs,"to argue fiercely, with a lot of energy and noise",fig,They [[went at it hammer and tongs]] during the heated debate,,,TRUE,FALSE,FALSE
,,lit,The blacksmith [[went at it hammer and tongs]] while forging the sword,,,TRUE,FALSE,FALSE
hand in hand,close ties or connections,fig,Success and hard work [[walked hand in hand]] in her life,,,TRUE,FALSE,FALSE
,,lit,The couple [[walked hand in hand]] along the beach,,,TRUE,FALSE,FALSE
hands are tied,to not be able to do anything about a situation,fig,"I'd love to help you, but [[my hands are tied]] due to company policy",,,TRUE,FALSE,FALSE
,,lit,"During the magic trick, the magician made sure [[my hands are tied]] securely with a rope",,,TRUE,FALSE,FALSE
hard cheese,"bad luck, tough luck",fig,[[She experienced hard cheese]] when she lost her job and had to start over,,,TRUE,FALSE,FALSE
,,lit,"While tasting different types of dairy products, [[she experienced hard cheese]] among them",,,TRUE,FALSE,FALSE
have a big mouth,one who gossips more or says things that are meant to be kept secret,fig,He [[has a big mouth]] and can't keep a secret,,,TRUE,FALSE,FALSE
,,lit,The hippopotamus [[has a big mouth]] that can open up to 150 degrees,,,TRUE,FALSE,FALSE
have a soft spot,to like someone very much,fig,"Despite her tough exterior, she [[has a soft spot for kittens]] and always takes care of them",,,TRUE,FALSE,FALSE
,,lit,The veterinarian [[has a soft spot for kittens]] in her clinic where they can rest comfortably,,,TRUE,FALSE,FALSE
have clean hands,to be innocent; to be free of any wrongdoing,fig,"Despite the corruption around her, [[she maintained clean hands throughout the process]] by refusing to participate in any dishonest activities",,,TRUE,FALSE,FALSE
,,lit,"As a surgeon, [[she maintained clean hands throughout the process]] by following strict hygiene protocols",,,TRUE,FALSE,FALSE
have kittens,"to be very worried, upset, or angry about something",fig,She [[had kittens over the situation]] when she found out her son had crashed the car,,,TRUE,FALSE,FALSE
,,lit,The cat [[had kittens over the situation]] when she found a safe spot to give birth,,,TRUE,FALSE,FALSE
