idiom,meaning,instance,label,assignment_0,assignment_1,assignment_2,gold_0,gold_1,gold_2,maxVote,review_noAgreement,review_maxVoteGptDiff
make it big,become very successful or famous,He's making it big,2,"{'WorkerId': 'A290OV59Q76QC8', 'WorkTimeInSeconds': 535, 'AssignmentId': '3D3VGR7TAGV06SWMNF9A7R2WZI73R1', 'HITId': '3OJX0UFJ1ENBE2FPHG0OEVWCSQ49U8', 'HITTypeId': '3PCDMC3F6KHCLEW4V42C9VGU0ZX2XB', 'gold': 2, 'bad': False}","{'WorkerId': 'A2LMQ4497NMK3S', 'WorkTimeInSeconds': 434, 'AssignmentId': '3MHW492WWGTTLLLD2HJZ4N05KF0MVS', 'HITId': '3OJX0UFJ1ENBE2FPHG0OEVWCSQ49U8', 'HITTypeId': '3PCDMC3F6KHCLEW4V42C9VGU0ZX2XB', 'gold': 2, 'bad': False}","{'WorkerId': 'A2TBXASXZIRNNW', 'WorkTimeInSeconds': 100, 'AssignmentId': '3ZPBJO59K5HLZQKGKZ3S6WM23M0HDI', 'HITId': '3OJX0UFJ1ENBE2FPHG0OEVWCSQ49U8', 'HITTypeId': '3PCDMC3F6KHCLEW4V42C9VGU0ZX2XB', 'gold': 2, 'bad': False}",2,2,2,2,False,False
more heat than light,to cause anger or intense reaction but doesn't clarify anything,"The argument had more heat than light, indicated by the burning candles that surrounded them",1,"{'WorkerId': 'A290OV59Q76QC8', 'WorkTimeInSeconds': 535, 'AssignmentId': '3D3VGR7TAGV06SWMNF9A7R2WZI73R1', 'HITId': '3OJX0UFJ1ENBE2FPHG0OEVWCSQ49U8', 'HITTypeId': '3PCDMC3F6KHCLEW4V42C9VGU0ZX2XB', 'gold': 1, 'bad': False}","{'WorkerId': 'A2LMQ4497NMK3S', 'WorkTimeInSeconds': 434, 'AssignmentId': '3MHW492WWGTTLLLD2HJZ4N05KF0MVS', 'HITId': '3OJX0UFJ1ENBE2FPHG0OEVWCSQ49U8', 'HITTypeId': '3PCDMC3F6KHCLEW4V42C9VGU0ZX2XB', 'gold': 1, 'bad': False}","{'WorkerId': 'A2TBXASXZIRNNW', 'WorkTimeInSeconds': 100, 'AssignmentId': '3ZPBJO59K5HLZQKGKZ3S6WM23M0HDI', 'HITId': '3OJX0UFJ1ENBE2FPHG0OEVWCSQ49U8', 'HITTypeId': '3PCDMC3F6KHCLEW4V42C9VGU0ZX2XB', 'gold': 1, 'bad': False}",1,1,1,1,False,False
see eye to eye,to agree fully with someone,They don't see eye to eye if they stand in front of each other,1,"{'WorkerId': 'A290OV59Q76QC8', 'WorkTimeInSeconds': 535, 'AssignmentId': '3D3VGR7TAGV06SWMNF9A7R2WZI73R1', 'HITId': '3OJX0UFJ1ENBE2FPHG0OEVWCSQ49U8', 'HITTypeId': '3PCDMC3F6KHCLEW4V42C9VGU0ZX2XB', 'gold': 1, 'bad': False}","{'WorkerId': 'A2LMQ4497NMK3S', 'WorkTimeInSeconds': 434, 'AssignmentId': '3MHW492WWGTTLLLD2HJZ4N05KF0MVS', 'HITId': '3OJX0UFJ1ENBE2FPHG0OEVWCSQ49U8', 'HITTypeId': '3PCDMC3F6KHCLEW4V42C9VGU0ZX2XB', 'gold': 1, 'bad': False}","{'WorkerId': 'A2TBXASXZIRNNW', 'WorkTimeInSeconds': 100, 'AssignmentId': '3ZPBJO59K5HLZQKGKZ3S6WM23M0HDI', 'HITId': '3OJX0UFJ1ENBE2FPHG0OEVWCSQ49U8', 'HITTypeId': '3PCDMC3F6KHCLEW4V42C9VGU0ZX2XB', 'gold': 1, 'bad': False}",1,1,1,1,False,False
fly off the handle,To lose one's temper and get angry for seemingly no reason (does not usually refer to situations that would warrant an emotional response).,"I flew off the handle when I heard the news,",0,"{'WorkerId': 'A290OV59Q76QC8', 'WorkTimeInSeconds': 535, 'AssignmentId': '3D3VGR7TAGV06SWMNF9A7R2WZI73R1', 'HITId': '3OJX0UFJ1ENBE2FPHG0OEVWCSQ49U8', 'HITTypeId': '3PCDMC3F6KHCLEW4V42C9VGU0ZX2XB', 'gold': 0, 'bad': False}","{'WorkerId': 'A2LMQ4497NMK3S', 'WorkTimeInSeconds': 434, 'AssignmentId': '3MHW492WWGTTLLLD2HJZ4N05KF0MVS', 'HITId': '3OJX0UFJ1ENBE2FPHG0OEVWCSQ49U8', 'HITTypeId': '3PCDMC3F6KHCLEW4V42C9VGU0ZX2XB', 'gold': 0, 'bad': False}","{'WorkerId': 'A2TBXASXZIRNNW', 'WorkTimeInSeconds': 100, 'AssignmentId': '3ZPBJO59K5HLZQKGKZ3S6WM23M0HDI', 'HITId': '3OJX0UFJ1ENBE2FPHG0OEVWCSQ49U8', 'HITTypeId': '3PCDMC3F6KHCLEW4V42C9VGU0ZX2XB', 'gold': 2, 'bad': False}",0,0,2,0,False,False
castles in the air,thinking of some impossible task,They are building castles in the air using only clouds and air,1,"{'WorkerId': 'A26UIS59SY4NM6', 'WorkTimeInSeconds': 172, 'AssignmentId': '3ZGVPD4G69XE70G7CB9EB78T2Y3ZT7', 'HITId': '3SCKNODZ1CWU5T7N5IQIM4DCP4NN7I', 'HITTypeId': '3PCDMC3F6KHCLEW4V42C9VGU0ZX2XB', 'gold': 2, 'bad': False}","{'WorkerId': 'A2TBXASXZIRNNW', 'WorkTimeInSeconds': 440, 'AssignmentId': '3YOH7BII0PNYVXLAH56JPA81VA5KVL', 'HITId': '3SCKNODZ1CWU5T7N5IQIM4DCP4NN7I', 'HITTypeId': '3PCDMC3F6KHCLEW4V42C9VGU0ZX2XB', 'gold': 1, 'bad': False}","{'WorkerId': 'APRZ7BR8C0ZMQ', 'WorkTimeInSeconds': 76, 'AssignmentId': '3ATPCQ38JOQ9NE7TAPGE2V9Z8FFYAV', 'HITId': '3SCKNODZ1CWU5T7N5IQIM4DCP4NN7I', 'HITTypeId': '3PCDMC3F6KHCLEW4V42C9VGU0ZX2XB', 'gold': 1, 'bad': False}",2,1,1,1,False,False
ahead of the curve,better than others,"She's ahead of the curve, as her car was in front of the other cars on the highway",1,"{'WorkerId': 'A26UIS59SY4NM6', 'WorkTimeInSeconds': 172, 'AssignmentId': '3ZGVPD4G69XE70G7CB9EB78T2Y3ZT7', 'HITId': '3SCKNODZ1CWU5T7N5IQIM4DCP4NN7I', 'HITTypeId': '3PCDMC3F6KHCLEW4V42C9VGU0ZX2XB', 'gold': 1, 'bad': False}","{'WorkerId': 'A2TBXASXZIRNNW', 'WorkTimeInSeconds': 440, 'AssignmentId': '3YOH7BII0PNYVXLAH56JPA81VA5KVL', 'HITId': '3SCKNODZ1CWU5T7N5IQIM4DCP4NN7I', 'HITTypeId': '3PCDMC3F6KHCLEW4V42C9VGU0ZX2XB', 'gold': 1, 'bad': False}","{'WorkerId': 'APRZ7BR8C0ZMQ', 'WorkTimeInSeconds': 76, 'AssignmentId': '3ATPCQ38JOQ9NE7TAPGE2V9Z8FFYAV', 'HITId': '3SCKNODZ1CWU5T7N5IQIM4DCP4NN7I', 'HITTypeId': '3PCDMC3F6KHCLEW4V42C9VGU0ZX2XB', 'gold': 1, 'bad': False}",1,1,1,1,False,False
beg to differ,to politely refuse something,I beg to differ; I think we should approach the problem differently,0,"{'WorkerId': 'A26UIS59SY4NM6', 'WorkTimeInSeconds': 172, 'AssignmentId': '3ZGVPD4G69XE70G7CB9EB78T2Y3ZT7', 'HITId': '3SCKNODZ1CWU5T7N5IQIM4DCP4NN7I', 'HITTypeId': '3PCDMC3F6KHCLEW4V42C9VGU0ZX2XB', 'gold': 0, 'bad': False}","{'WorkerId': 'A2TBXASXZIRNNW', 'WorkTimeInSeconds': 440, 'AssignmentId': '3YOH7BII0PNYVXLAH56JPA81VA5KVL', 'HITId': '3SCKNODZ1CWU5T7N5IQIM4DCP4NN7I', 'HITTypeId': '3PCDMC3F6KHCLEW4V42C9VGU0ZX2XB', 'gold': 0, 'bad': False}","{'WorkerId': 'APRZ7BR8C0ZMQ', 'WorkTimeInSeconds': 76, 'AssignmentId': '3ATPCQ38JOQ9NE7TAPGE2V9Z8FFYAV', 'HITId': '3SCKNODZ1CWU5T7N5IQIM4DCP4NN7I', 'HITTypeId': '3PCDMC3F6KHCLEW4V42C9VGU0ZX2XB', 'gold': 0, 'bad': False}",0,0,0,0,False,False
put a sock in it,to ask someone to stop talking,He put a sock in it to muffle the sound from his drum,1,"{'WorkerId': 'A26UIS59SY4NM6', 'WorkTimeInSeconds': 172, 'AssignmentId': '3ZGVPD4G69XE70G7CB9EB78T2Y3ZT7', 'HITId': '3SCKNODZ1CWU5T7N5IQIM4DCP4NN7I', 'HITTypeId': '3PCDMC3F6KHCLEW4V42C9VGU0ZX2XB', 'gold': 1, 'bad': False}","{'WorkerId': 'A2TBXASXZIRNNW', 'WorkTimeInSeconds': 440, 'AssignmentId': '3YOH7BII0PNYVXLAH56JPA81VA5KVL', 'HITId': '3SCKNODZ1CWU5T7N5IQIM4DCP4NN7I', 'HITTypeId': '3PCDMC3F6KHCLEW4V42C9VGU0ZX2XB', 'gold': 2, 'bad': False}","{'WorkerId': 'APRZ7BR8C0ZMQ', 'WorkTimeInSeconds': 76, 'AssignmentId': '3ATPCQ38JOQ9NE7TAPGE2V9Z8FFYAV', 'HITId': '3SCKNODZ1CWU5T7N5IQIM4DCP4NN7I', 'HITTypeId': '3PCDMC3F6KHCLEW4V42C9VGU0ZX2XB', 'gold': 1, 'bad': False}",1,2,1,1,False,False
cut the cord,to end a connection with someone,I had to cut the cord,2,"{'WorkerId': 'A26UIS59SY4NM6', 'WorkTimeInSeconds': 172, 'AssignmentId': '3ZGVPD4G69XE70G7CB9EB78T2Y3ZT7', 'HITId': '3SCKNODZ1CWU5T7N5IQIM4DCP4NN7I', 'HITTypeId': '3PCDMC3F6KHCLEW4V42C9VGU0ZX2XB', 'gold': 2, 'bad': False}","{'WorkerId': 'A2TBXASXZIRNNW', 'WorkTimeInSeconds': 440, 'AssignmentId': '3YOH7BII0PNYVXLAH56JPA81VA5KVL', 'HITId': '3SCKNODZ1CWU5T7N5IQIM4DCP4NN7I', 'HITTypeId': '3PCDMC3F6KHCLEW4V42C9VGU0ZX2XB', 'gold': 2, 'bad': False}","{'WorkerId': 'APRZ7BR8C0ZMQ', 'WorkTimeInSeconds': 76, 'AssignmentId': '3ATPCQ38JOQ9NE7TAPGE2V9Z8FFYAV', 'HITId': '3SCKNODZ1CWU5T7N5IQIM4DCP4NN7I', 'HITTypeId': '3PCDMC3F6KHCLEW4V42C9VGU0ZX2XB', 'gold': 2, 'bad': False}",2,2,2,2,False,False
old hat,Someone who is old fashioned. The phrase can directly refer to old fashion too.,This old hat is fooling nobody because it's too tattered to be real,1,"{'WorkerId': 'A2LMQ4497NMK3S', 'WorkTimeInSeconds': 540, 'AssignmentId': '3CP1TO84P9HMGN25M8I2LGS81MI25B', 'HITId': '373L46LKQMMMHINM9ENZX21HM4IKJH', 'HITTypeId': '3PCDMC3F6KHCLEW4V42C9VGU0ZX2XB', 'gold': 1, 'bad': False}","{'WorkerId': 'A2TBXASXZIRNNW', 'WorkTimeInSeconds': 276, 'AssignmentId': '3WETL7AQW9OB15YOQ8W74QX070K35P', 'HITId': '373L46LKQMMMHINM9ENZX21HM4IKJH', 'HITTypeId': '3PCDMC3F6KHCLEW4V42C9VGU0ZX2XB', 'gold': 0, 'bad': False}","{'WorkerId': 'A38DXFI1TZA295', 'WorkTimeInSeconds': 41, 'AssignmentId': '3A0EX8ZRNO4E6OCLG3GAX6T5QX0BY3', 'HITId': '373L46LKQMMMHINM9ENZX21HM4IKJH', 'HITTypeId': '3PCDMC3F6KHCLEW4V42C9VGU0ZX2XB', 'gold': 1, 'bad': False}",1,0,1,1,False,False
go round in circles,work at something but keep failing to make progress with it.,I keep going round in circles,2,"{'WorkerId': 'A2LMQ4497NMK3S', 'WorkTimeInSeconds': 540, 'AssignmentId': '3CP1TO84P9HMGN25M8I2LGS81MI25B', 'HITId': '373L46LKQMMMHINM9ENZX21HM4IKJH', 'HITTypeId': '3PCDMC3F6KHCLEW4V42C9VGU0ZX2XB', 'gold': 0, 'bad': False}","{'WorkerId': 'A2TBXASXZIRNNW', 'WorkTimeInSeconds': 276, 'AssignmentId': '3WETL7AQW9OB15YOQ8W74QX070K35P', 'HITId': '373L46LKQMMMHINM9ENZX21HM4IKJH', 'HITTypeId': '3PCDMC3F6KHCLEW4V42C9VGU0ZX2XB', 'gold': 2, 'bad': False}","{'WorkerId': 'A38DXFI1TZA295', 'WorkTimeInSeconds': 41, 'AssignmentId': '3A0EX8ZRNO4E6OCLG3GAX6T5QX0BY3', 'HITId': '373L46LKQMMMHINM9ENZX21HM4IKJH', 'HITTypeId': '3PCDMC3F6KHCLEW4V42C9VGU0ZX2XB', 'gold': 2, 'bad': False}",0,2,2,2,False,False
bark up the wrong tree,waste one's efforts by pursuing the wrong thing or path,You've been barking up the wrong tree ever since you started searching for the answers,0,"{'WorkerId': 'A2LMQ4497NMK3S', 'WorkTimeInSeconds': 540, 'AssignmentId': '3CP1TO84P9HMGN25M8I2LGS81MI25B', 'HITId': '373L46LKQMMMHINM9ENZX21HM4IKJH', 'HITTypeId': '3PCDMC3F6KHCLEW4V42C9VGU0ZX2XB', 'gold': 0, 'bad': False}","{'WorkerId': 'A2TBXASXZIRNNW', 'WorkTimeInSeconds': 276, 'AssignmentId': '3WETL7AQW9OB15YOQ8W74QX070K35P', 'HITId': '373L46LKQMMMHINM9ENZX21HM4IKJH', 'HITTypeId': '3PCDMC3F6KHCLEW4V42C9VGU0ZX2XB', 'gold': 0, 'bad': False}","{'WorkerId': 'A38DXFI1TZA295', 'WorkTimeInSeconds': 41, 'AssignmentId': '3A0EX8ZRNO4E6OCLG3GAX6T5QX0BY3', 'HITId': '373L46LKQMMMHINM9ENZX21HM4IKJH', 'HITTypeId': '3PCDMC3F6KHCLEW4V42C9VGU0ZX2XB', 'gold': 0, 'bad': False}",0,0,0,0,False,False
can't judge a book by its cover,outward appearance cannot be an indicator of someone or something's value or worth,Don't judge the book by its cover; she's actually a kind-hearted soul,0,"{'WorkerId': 'A2LMQ4497NMK3S', 'WorkTimeInSeconds': 540, 'AssignmentId': '3CP1TO84P9HMGN25M8I2LGS81MI25B', 'HITId': '373L46LKQMMMHINM9ENZX21HM4IKJH', 'HITTypeId': '3PCDMC3F6KHCLEW4V42C9VGU0ZX2XB', 'gold': 0, 'bad': False}","{'WorkerId': 'A2TBXASXZIRNNW', 'WorkTimeInSeconds': 276, 'AssignmentId': '3WETL7AQW9OB15YOQ8W74QX070K35P', 'HITId': '373L46LKQMMMHINM9ENZX21HM4IKJH', 'HITTypeId': '3PCDMC3F6KHCLEW4V42C9VGU0ZX2XB', 'gold': 0, 'bad': False}","{'WorkerId': 'A38DXFI1TZA295', 'WorkTimeInSeconds': 41, 'AssignmentId': '3A0EX8ZRNO4E6OCLG3GAX6T5QX0BY3', 'HITId': '373L46LKQMMMHINM9ENZX21HM4IKJH', 'HITTypeId': '3PCDMC3F6KHCLEW4V42C9VGU0ZX2XB', 'gold': 0, 'bad': False}",0,0,0,0,False,False
between you and me,a secret to be kept between two people,"Between you and me, there is only a one-foot distance",1,"{'WorkerId': 'A2LMQ4497NMK3S', 'WorkTimeInSeconds': 540, 'AssignmentId': '3CP1TO84P9HMGN25M8I2LGS81MI25B', 'HITId': '373L46LKQMMMHINM9ENZX21HM4IKJH', 'HITTypeId': '3PCDMC3F6KHCLEW4V42C9VGU0ZX2XB', 'gold': 1, 'bad': False}","{'WorkerId': 'A2TBXASXZIRNNW', 'WorkTimeInSeconds': 276, 'AssignmentId': '3WETL7AQW9OB15YOQ8W74QX070K35P', 'HITId': '373L46LKQMMMHINM9ENZX21HM4IKJH', 'HITTypeId': '3PCDMC3F6KHCLEW4V42C9VGU0ZX2XB', 'gold': 2, 'bad': False}","{'WorkerId': 'A38DXFI1TZA295', 'WorkTimeInSeconds': 41, 'AssignmentId': '3A0EX8ZRNO4E6OCLG3GAX6T5QX0BY3', 'HITId': '373L46LKQMMMHINM9ENZX21HM4IKJH', 'HITTypeId': '3PCDMC3F6KHCLEW4V42C9VGU0ZX2XB', 'gold': 1, 'bad': False}",1,2,1,1,False,False
pay as you go,a payment system that allows you to pay right before a service you use rather than later.,We are paying as we go,2,"{'WorkerId': 'A1QUQ0TV9KVD4C', 'WorkTimeInSeconds': 158, 'AssignmentId': '3C8HJ7UOPNAAU5QN3E82PTD18Q7MZT', 'HITId': '3L55D8AUGPDUT96X3174J63XUZICYQ', 'HITTypeId': '3PCDMC3F6KHCLEW4V42C9VGU0ZX2XB', 'gold': 1, 'bad': False}","{'WorkerId': 'A2A6FH0F7LD9ND', 'WorkTimeInSeconds': 563, 'AssignmentId': '3DUZQ9U6S24WJGYIMEFLGWZBC4JSVB', 'HITId': '3L55D8AUGPDUT96X3174J63XUZICYQ', 'HITTypeId': '3PCDMC3F6KHCLEW4V42C9VGU0ZX2XB', 'gold': 1, 'bad': False}","{'WorkerId': 'A2TBXASXZIRNNW', 'WorkTimeInSeconds': 384, 'AssignmentId': '3LRKMWOKBLXKN1MUTWPIAKZ32LPZ2E', 'HITId': '3L55D8AUGPDUT96X3174J63XUZICYQ', 'HITTypeId': '3PCDMC3F6KHCLEW4V42C9VGU0ZX2XB', 'gold': 2, 'bad': False}",1,1,2,1,False,True
under fire,being shot at,He was under fire when he was under attack in the war,1,"{'WorkerId': 'A1QUQ0TV9KVD4C', 'WorkTimeInSeconds': 158, 'AssignmentId': '3C8HJ7UOPNAAU5QN3E82PTD18Q7MZT', 'HITId': '3L55D8AUGPDUT96X3174J63XUZICYQ', 'HITTypeId': '3PCDMC3F6KHCLEW4V42C9VGU0ZX2XB', 'gold': 1, 'bad': False}","{'WorkerId': 'A2A6FH0F7LD9ND', 'WorkTimeInSeconds': 563, 'AssignmentId': '3DUZQ9U6S24WJGYIMEFLGWZBC4JSVB', 'HITId': '3L55D8AUGPDUT96X3174J63XUZICYQ', 'HITTypeId': '3PCDMC3F6KHCLEW4V42C9VGU0ZX2XB', 'gold': 1, 'bad': False}","{'WorkerId': 'A2TBXASXZIRNNW', 'WorkTimeInSeconds': 384, 'AssignmentId': '3LRKMWOKBLXKN1MUTWPIAKZ32LPZ2E', 'HITId': '3L55D8AUGPDUT96X3174J63XUZICYQ', 'HITTypeId': '3PCDMC3F6KHCLEW4V42C9VGU0ZX2XB', 'gold': 1, 'bad': False}",1,1,1,1,False,False
up a creek without a paddle,being in trouble.,I'm up a creek without a paddle since I don't have any plan of action,0,"{'WorkerId': 'A1QUQ0TV9KVD4C', 'WorkTimeInSeconds': 158, 'AssignmentId': '3C8HJ7UOPNAAU5QN3E82PTD18Q7MZT', 'HITId': '3L55D8AUGPDUT96X3174J63XUZICYQ', 'HITTypeId': '3PCDMC3F6KHCLEW4V42C9VGU0ZX2XB', 'gold': 0, 'bad': False}","{'WorkerId': 'A2A6FH0F7LD9ND', 'WorkTimeInSeconds': 563, 'AssignmentId': '3DUZQ9U6S24WJGYIMEFLGWZBC4JSVB', 'HITId': '3L55D8AUGPDUT96X3174J63XUZICYQ', 'HITTypeId': '3PCDMC3F6KHCLEW4V42C9VGU0ZX2XB', 'gold': 0, 'bad': False}","{'WorkerId': 'A2TBXASXZIRNNW', 'WorkTimeInSeconds': 384, 'AssignmentId': '3LRKMWOKBLXKN1MUTWPIAKZ32LPZ2E', 'HITId': '3L55D8AUGPDUT96X3174J63XUZICYQ', 'HITTypeId': '3PCDMC3F6KHCLEW4V42C9VGU0ZX2XB', 'gold': 0, 'bad': False}",0,0,0,0,False,False
arm in arm,to be closely allied,They walked arm in arm,2,"{'WorkerId': 'A1QUQ0TV9KVD4C', 'WorkTimeInSeconds': 158, 'AssignmentId': '3C8HJ7UOPNAAU5QN3E82PTD18Q7MZT', 'HITId': '3L55D8AUGPDUT96X3174J63XUZICYQ', 'HITTypeId': '3PCDMC3F6KHCLEW4V42C9VGU0ZX2XB', 'gold': 2, 'bad': False}","{'WorkerId': 'A2A6FH0F7LD9ND', 'WorkTimeInSeconds': 563, 'AssignmentId': '3DUZQ9U6S24WJGYIMEFLGWZBC4JSVB', 'HITId': '3L55D8AUGPDUT96X3174J63XUZICYQ', 'HITTypeId': '3PCDMC3F6KHCLEW4V42C9VGU0ZX2XB', 'gold': 2, 'bad': False}","{'WorkerId': 'A2TBXASXZIRNNW', 'WorkTimeInSeconds': 384, 'AssignmentId': '3LRKMWOKBLXKN1MUTWPIAKZ32LPZ2E', 'HITId': '3L55D8AUGPDUT96X3174J63XUZICYQ', 'HITTypeId': '3PCDMC3F6KHCLEW4V42C9VGU0ZX2XB', 'gold': 2, 'bad': False}",2,2,2,2,False,False
bite the dust,to fall to the ground,The team bit the dust,2,"{'WorkerId': 'A1QUQ0TV9KVD4C', 'WorkTimeInSeconds': 158, 'AssignmentId': '3C8HJ7UOPNAAU5QN3E82PTD18Q7MZT', 'HITId': '3L55D8AUGPDUT96X3174J63XUZICYQ', 'HITTypeId': '3PCDMC3F6KHCLEW4V42C9VGU0ZX2XB', 'gold': 0, 'bad': False}","{'WorkerId': 'A2A6FH0F7LD9ND', 'WorkTimeInSeconds': 563, 'AssignmentId': '3DUZQ9U6S24WJGYIMEFLGWZBC4JSVB', 'HITId': '3L55D8AUGPDUT96X3174J63XUZICYQ', 'HITTypeId': '3PCDMC3F6KHCLEW4V42C9VGU0ZX2XB', 'gold': 0, 'bad': False}","{'WorkerId': 'A2TBXASXZIRNNW', 'WorkTimeInSeconds': 384, 'AssignmentId': '3LRKMWOKBLXKN1MUTWPIAKZ32LPZ2E', 'HITId': '3L55D8AUGPDUT96X3174J63XUZICYQ', 'HITTypeId': '3PCDMC3F6KHCLEW4V42C9VGU0ZX2XB', 'gold': 2, 'bad': False}",0,0,2,0,False,True
blue eyed boy,a person who is treated with special favor.,He stayed the blue eyed boy with his bright blue eyes,1,"{'WorkerId': 'A1LI3JQS2VBOXC', 'WorkTimeInSeconds': 41, 'AssignmentId': '3RANCT1ZVVXXPFSG62JLULNSU9PBU5', 'HITId': '3O2Y2UIUD5A6CG1QQOWEI49PTX1FK9', 'HITTypeId': '3PCDMC3F6KHCLEW4V42C9VGU0ZX2XB', 'gold': 1, 'bad': False}","{'WorkerId': 'A2OVOVZBJYUO', 'WorkTimeInSeconds': 327, 'AssignmentId': '3I2PTA7R39A6QPPTV6C9JN9TEIQQKX', 'HITId': '3O2Y2UIUD5A6CG1QQOWEI49PTX1FK9', 'HITTypeId': '3PCDMC3F6KHCLEW4V42C9VGU0ZX2XB', 'gold': 1, 'bad': False}","{'WorkerId': 'A2TBXASXZIRNNW', 'WorkTimeInSeconds': 365, 'AssignmentId': '3YW4XOSQK61WCHAO45QWO9AJ8XXU14', 'HITId': '3O2Y2UIUD5A6CG1QQOWEI49PTX1FK9', 'HITTypeId': '3PCDMC3F6KHCLEW4V42C9VGU0ZX2XB', 'gold': 1, 'bad': False}",1,1,1,1,False,False
you bet,for sure,He said you bet when I asked him if he was sure about the plan,0,"{'WorkerId': 'A1LI3JQS2VBOXC', 'WorkTimeInSeconds': 41, 'AssignmentId': '3RANCT1ZVVXXPFSG62JLULNSU9PBU5', 'HITId': '3O2Y2UIUD5A6CG1QQOWEI49PTX1FK9', 'HITTypeId': '3PCDMC3F6KHCLEW4V42C9VGU0ZX2XB', 'gold': 0, 'bad': False}","{'WorkerId': 'A2OVOVZBJYUO', 'WorkTimeInSeconds': 327, 'AssignmentId': '3I2PTA7R39A6QPPTV6C9JN9TEIQQKX', 'HITId': '3O2Y2UIUD5A6CG1QQOWEI49PTX1FK9', 'HITTypeId': '3PCDMC3F6KHCLEW4V42C9VGU0ZX2XB', 'gold': 0, 'bad': False}","{'WorkerId': 'A2TBXASXZIRNNW', 'WorkTimeInSeconds': 365, 'AssignmentId': '3YW4XOSQK61WCHAO45QWO9AJ8XXU14', 'HITId': '3O2Y2UIUD5A6CG1QQOWEI49PTX1FK9', 'HITTypeId': '3PCDMC3F6KHCLEW4V42C9VGU0ZX2XB', 'gold': 0, 'bad': False}",0,0,0,0,False,False
every nook and cranny,to look for something everywhere,They searched every nook and cranny,2,"{'WorkerId': 'A1LI3JQS2VBOXC', 'WorkTimeInSeconds': 41, 'AssignmentId': '3RANCT1ZVVXXPFSG62JLULNSU9PBU5', 'HITId': '3O2Y2UIUD5A6CG1QQOWEI49PTX1FK9', 'HITTypeId': '3PCDMC3F6KHCLEW4V42C9VGU0ZX2XB', 'gold': 0, 'bad': False}","{'WorkerId': 'A2OVOVZBJYUO', 'WorkTimeInSeconds': 327, 'AssignmentId': '3I2PTA7R39A6QPPTV6C9JN9TEIQQKX', 'HITId': '3O2Y2UIUD5A6CG1QQOWEI49PTX1FK9', 'HITTypeId': '3PCDMC3F6KHCLEW4V42C9VGU0ZX2XB', 'gold': 2, 'bad': False}","{'WorkerId': 'A2TBXASXZIRNNW', 'WorkTimeInSeconds': 365, 'AssignmentId': '3YW4XOSQK61WCHAO45QWO9AJ8XXU14', 'HITId': '3O2Y2UIUD5A6CG1QQOWEI49PTX1FK9', 'HITTypeId': '3PCDMC3F6KHCLEW4V42C9VGU0ZX2XB', 'gold': 2, 'bad': False}",0,2,2,2,False,False
forty winks,"sleep for a while, mostly during the day",I had forty winks during lunch break to recharge myself,0,"{'WorkerId': 'A1LI3JQS2VBOXC', 'WorkTimeInSeconds': 41, 'AssignmentId': '3RANCT1ZVVXXPFSG62JLULNSU9PBU5', 'HITId': '3O2Y2UIUD5A6CG1QQOWEI49PTX1FK9', 'HITTypeId': '3PCDMC3F6KHCLEW4V42C9VGU0ZX2XB', 'gold': 0, 'bad': False}","{'WorkerId': 'A2OVOVZBJYUO', 'WorkTimeInSeconds': 327, 'AssignmentId': '3I2PTA7R39A6QPPTV6C9JN9TEIQQKX', 'HITId': '3O2Y2UIUD5A6CG1QQOWEI49PTX1FK9', 'HITTypeId': '3PCDMC3F6KHCLEW4V42C9VGU0ZX2XB', 'gold': 0, 'bad': False}","{'WorkerId': 'A2TBXASXZIRNNW', 'WorkTimeInSeconds': 365, 'AssignmentId': '3YW4XOSQK61WCHAO45QWO9AJ8XXU14', 'HITId': '3O2Y2UIUD5A6CG1QQOWEI49PTX1FK9', 'HITTypeId': '3PCDMC3F6KHCLEW4V42C9VGU0ZX2XB', 'gold': 1, 'bad': False}",0,0,1,0,False,False
arrive in a body,arrive with unity as a group.,They arrived in a body showing up to the event together,0,"{'WorkerId': 'A1LI3JQS2VBOXC', 'WorkTimeInSeconds': 41, 'AssignmentId': '3RANCT1ZVVXXPFSG62JLULNSU9PBU5', 'HITId': '3O2Y2UIUD5A6CG1QQOWEI49PTX1FK9', 'HITTypeId': '3PCDMC3F6KHCLEW4V42C9VGU0ZX2XB', 'gold': 0, 'bad': False}","{'WorkerId': 'A2OVOVZBJYUO', 'WorkTimeInSeconds': 327, 'AssignmentId': '3I2PTA7R39A6QPPTV6C9JN9TEIQQKX', 'HITId': '3O2Y2UIUD5A6CG1QQOWEI49PTX1FK9', 'HITTypeId': '3PCDMC3F6KHCLEW4V42C9VGU0ZX2XB', 'gold': 0, 'bad': False}","{'WorkerId': 'A2TBXASXZIRNNW', 'WorkTimeInSeconds': 365, 'AssignmentId': '3YW4XOSQK61WCHAO45QWO9AJ8XXU14', 'HITId': '3O2Y2UIUD5A6CG1QQOWEI49PTX1FK9', 'HITTypeId': '3PCDMC3F6KHCLEW4V42C9VGU0ZX2XB', 'gold': 0, 'bad': False}",0,0,0,0,False,False
